
   GPSTime         Latitude        Longitude      H-Ell      Vel-N      Vel-E    Vel-U       Q  
     (sec)            (Deg)            (Deg)        (m)      (m/s)      (m/s)    (m/s)          
199597.000    39.8837663419   116.4711705226     28.041     -8.693     -0.332   -0.052       1 
199598.000    39.8836893300   116.4711673156     28.015     -8.368     -0.255   -0.026       1 
199599.000    39.8836158940   116.4711648106     28.024     -7.900     -0.181    0.025       1 
199600.000    39.8835477823   116.4711633462     28.071     -7.202     -0.116    0.028       1 
199601.000    39.8834876107   116.4711613764     28.078     -6.123     -0.178   -0.068       1 
199602.000    39.8834374183   116.4711592528     28.109     -5.022     -0.167    0.028       1 
199603.000    39.8833965446   116.4711580126     28.127     -3.983     -0.078    0.008       1 
199604.000    39.8833672906   116.4711576175     28.141     -2.459     -0.034    0.002       1 
199605.000    39.8833522436   116.4711574343     28.147     -0.985     -0.009   -0.003       1 
199606.000    39.8833481315   116.4711573834     28.147      0.022     -0.000   -0.004       1 
199607.000    39.8833482120   116.4711573922     28.148      0.001      0.001    0.001       1 
199608.000    39.8833482176   116.4711573965     28.148      0.001      0.001    0.001       1 
199609.000    39.8833482191   116.4711573930     28.148      0.001     -0.001   -0.002       1 
199610.000    39.8833482181   116.4711573900     28.147      0.001     -0.001   -0.002       1 
199611.000    39.8833482179   116.4711573885     28.146     -0.000     -0.000   -0.001       1 
199612.000    39.8833482158   116.4711573912     28.145     -0.000      0.001   -0.001       1 
199613.000    39.8833482140   116.4711573917     28.144      0.000      0.001   -0.001       1 
199614.000    39.8833482143   116.4711573908     28.143      0.000     -0.000   -0.002       1 
199615.000    39.8833482185   116.4711573876     28.142      0.001      0.001   -0.003       1 
199616.000    39.8833482241   116.4711573879     28.142      0.001      0.001   -0.003       1 
199617.000    39.8833482278   116.4711573897     28.141      0.002      0.002   -0.003       1 
199618.000    39.8833482284   116.4711573859     28.140      0.001      0.002   -0.001       1 
199619.000    39.8833482122   116.4711573857     28.140      0.002     -0.001    0.000       1 
199620.000    39.8833482104   116.4711573865     28.141     -0.000      0.000    0.002       1 
199621.000    39.8833476640   116.4711573853     28.142     -0.164     -0.001    0.002       1 
199622.000    39.8833448319   116.4711573581     28.143     -0.501     -0.008   -0.001       1 
199623.000    39.8833384593   116.4711573090     28.142     -0.896     -0.009    0.000       1 
199624.000    39.8833282612   116.4711570980     28.153     -1.441     -0.016    0.015       1 
199625.000    39.8833129640   116.4711570058     28.159     -1.831     -0.013    0.003       1 
199626.000    39.8832963730   116.4711568621     28.163     -1.812     -0.006   -0.002       1 
199627.000    39.8832808284   116.4711569454     28.165     -1.620     -0.006   -0.002       1 
199628.000    39.8832676508   116.4711571998     28.173     -1.274      0.017    0.007       1 
199629.000    39.8832572055   116.4711575213     28.177     -1.086      0.017   -0.004       1 
199630.000    39.8832484855   116.4711578460     28.180     -0.695      0.022    0.009       1 
199631.000    39.8832452121   116.4711579908     28.184     -0.167      0.006    0.001       1 
199632.000    39.8832423708   116.4711581264     28.187     -0.503      0.016    0.002       1 
199633.000    39.8832333014   116.4711585546     28.194     -1.633      0.052    0.008       1 
199634.000    39.8832134191   116.4711599485     28.201     -2.718      0.154    0.021       1 
199635.000    39.8831845274   116.4711639791     28.219     -3.658      0.404    0.027       1 
199636.000    39.8831490169   116.4711733100     28.246     -4.264      0.984    0.033       1 
199637.000    39.8831086751   116.4711977471     28.258     -4.685      2.516   -0.010       1 
199638.000    39.8830684118   116.4712414648     28.272     -4.398      4.187    0.010       1 
199639.000    39.8830317145   116.4713006199     28.275     -3.959      5.392   -0.036       1 
199640.000    39.8830005777   116.4713731401     28.238     -3.095      6.517   -0.043       1 
199641.000    39.8829810316   116.4714573498     28.188     -1.541      7.465   -0.070       1 
199642.000    39.8829738211   116.4715519778     28.138     -0.451      8.437   -0.014       1 
199643.000    39.8829723293   116.4716566191     28.155     -0.040      9.335    0.018       1 
199644.000    39.8829730663   116.4717711042     28.162      0.146     10.235   -0.003       1 
199645.000    39.8829749394   116.4718966259     28.191      0.235     11.238    0.037       1 
199646.000    39.8829771802   116.4720337289     28.242      0.279     12.217    0.049       1 
199647.000    39.8829804888   116.4721805545     28.280      0.459     12.759    0.029       1 
199648.000    39.8829847068   116.4723313576     28.317      0.472     13.079    0.058       1 
199649.000    39.8829892560   116.4724871056     28.361      0.546     13.515    0.020       1 
199650.000    39.8829942288   116.4726446895     28.400      0.486     13.408    0.057       1 
199651.000    39.8829967428   116.4728027100     28.456      0.110     13.776    0.053       1 
199652.000    39.8829957395   116.4729673484     28.493     -0.300     14.451    0.016       1 
