
GPSTime         Latitude        Longitude      H-Ell      Vel-N      Vel-E    Vel-U       Q  
(sec)            (Deg)            (Deg)        (m)      (m/s)      (m/s)    (m/s)          
566071.000    22.5624365905   114.0344108570     19.567      2.917     16.860    0.222       1 
566072.000    22.5624633525   114.0345745617     19.752      2.957     16.735    0.173       1 
566073.000    22.5624907193   114.0347358664     19.913      3.063     16.477    0.167       1 
566074.000    22.5625188006   114.0348955689     20.088      3.097     16.412    0.190       1 
566075.000    22.5625468552   114.0350549241     20.281      3.135     16.386    0.184       1 
566076.000    22.5625757062   114.0352140904     20.466      3.235     16.389    0.147       1 
566077.000    22.5626047764   114.0353733173     20.651      3.215     16.423    0.216       1 
566078.000    22.5626330936   114.0355331413     20.830      3.095     16.498    0.178       1 
566079.000    22.5626603257   114.0356940161     21.011      2.966     16.585    0.184       1 
566080.000    22.5626870351   114.0358560263     21.190      2.974     16.696    0.164       1 
566081.000    22.5627146223   114.0360189285     21.373      3.117     16.748    0.211       0 
566082.000    22.5627434479   114.0361807072     21.564      3.193     16.575    0.170       0 
566083.000    22.5627715104   114.0363404407     21.729      3.065     16.376    0.166       0 
566084.000    22.5627991186   114.0364986728     21.817      3.052     16.157    0.039       0 
566085.000    22.5628266496   114.0366546795     21.877      3.038     15.930   -0.029       0 
566086.000    22.5628539108   114.0368080632     21.857      3.022     15.665   -0.076       0 
566087.000    22.5628809849   114.0369591803     21.747      2.996     15.453   -0.100       1 
566088.000    22.5629075916   114.0371085119     21.613      2.900     15.282   -0.189       1 
566089.000    22.5629329232   114.0372565539     21.404      2.779     15.197   -0.250       1 
566090.000    22.5629577998   114.0374035448     21.127      2.755     15.050   -0.309       1 
566091.000    22.5629829546   114.0375497350     20.787      2.829     15.026   -0.297       1 
566092.000    22.5630097429   114.0376951323     20.422      3.037     14.926   -0.403       1 
566093.000    22.5630370943   114.0378401116     20.033      3.015     14.874   -0.385       1 
566094.000    22.5630636945   114.0379850361     19.657      2.902     14.914   -0.403       1 
566095.000    22.5630886961   114.0381300089     19.279      2.693     14.977   -0.346       1 
566096.000    22.5631121075   114.0382757048     18.885      2.607     15.000   -0.390       1 
566097.000    22.5631369981   114.0384224123     18.486      2.806     15.143   -0.384       1 
566098.000    22.5631624879   114.0385702872     18.102      2.847     15.273   -0.396       1 
566099.000    22.5631887437   114.0387195070     17.695      2.931     15.410   -0.385       1 
566100.000    22.5632153473   114.0388703115     17.276      2.959     15.591   -0.411       1 
566101.000    22.5632420364   114.0390227041     16.863      2.976     15.729   -0.403       0 
566102.000    22.5632689272   114.0391768817     16.443      2.962     15.982   -0.462       0 
566103.000    22.5632958465   114.0393340079     15.989      3.012     16.367   -0.458       0 
566104.000    22.5633231446   114.0394948344     15.519      3.062     16.727   -0.523       0 
566105.000    22.5633514985   114.0396592426     15.062      3.201     17.109   -0.395       0 
566106.000    22.5633813557   114.0398269924     14.676      3.387     17.397   -0.381       0 
566107.000    22.5634130435   114.0399977654     14.449      3.587     17.664   -0.171       0 
