----------------------------------END OF HEADER--------------------------------------

GPSTime         Latitude        Longitude      H-Ell      Vel-N      Vel-E    Vel-U       Q  
(sec)            (Deg)            (Deg)        (m)      (m/s)      (m/s)    (m/s)          
137381.000    22.6824140216   113.7814771768      1.352      0.708     -8.999   -0.023       1 
137382.000    22.6824208032   113.7813879852      1.346      0.775     -9.256    0.024       1 
137383.000    22.6824281227   113.7812967837      1.363      0.807     -9.446    0.045       1 
137384.000    22.6824350491   113.7812056187      1.377      0.740     -9.224   -0.020       1 
137385.000    22.6824413439   113.7811174924      1.384      0.683     -8.883    0.027       1 
137386.000    22.6824472842   113.7810334029      1.383      0.622     -8.228   -0.001       1 
137387.000    22.6824522398   113.7809617848      1.385      0.452     -6.509   -0.006       1 
137388.000    22.6824560941   113.7809008294      1.393      0.415     -6.075   -0.007       1 
137389.000    22.6824600315   113.7808415175      1.391      0.462     -6.194   -0.006       1 
137390.000    22.6824647210   113.7807774532      1.390      0.573     -6.932   -0.011       1 
137391.000    22.6824704187   113.7807059357      1.389      0.693     -7.756   -0.018       1 
137392.000    22.6824767614   113.7806269802      1.387      0.700     -8.307   -0.006       1 
137393.000    22.6824828262   113.7805459023      1.377      0.687     -8.431   -0.024       1 
137394.000    22.6824883424   113.7804633193      1.378      0.580     -8.469   -0.009       1 
137395.000    22.6824934513   113.7803814380      1.376      0.550     -8.358    0.019       1 
137396.000    22.6824997720   113.7803010965      1.374      0.856     -8.001   -0.029       2 
137397.000    22.6825092062   113.7802239570      1.375      1.149     -7.640   -0.032       2 
137398.000    22.6825198506   113.7801510944      1.379      1.143     -7.296   -0.020       2 
137399.000    22.6825303995   113.7800815184      1.270      1.258     -6.990    0.075       0 
137400.000    22.6825413395   113.7800152189      1.277      1.208     -6.575   -0.011       0 
137401.000    22.6825519979   113.7799530708      1.282      1.103     -6.180    0.056       0 
137402.000    22.6825612397   113.7798954647      1.289      0.982     -5.625    0.005       0 
137403.000    22.6825695438   113.7798489086      1.292      0.906     -4.012   -0.013       0 
137404.000    22.6825810017   113.7798105310      1.270      1.412     -3.410   -0.026       1 
137405.000    22.6825995489   113.7797781270      1.225      2.045     -2.655   -0.047       1 
137406.000    22.6826225337   113.7797526141      1.189      2.779     -2.386   -0.075       1 
137407.000    22.6826550560   113.7797276490      1.166      3.833     -2.158   -0.044       1 
137408.000    22.6826923709   113.7797093087      1.167      4.152     -1.472    0.018       1 
137409.000    22.6827335371   113.7796976236      1.174      4.981     -0.935   -0.016       1 
137410.000    22.6827846236   113.7796912935      1.171      6.010     -0.332    0.074       1 
137411.000    22.6828417724   113.7796916030      1.151      6.587      0.354   -0.023       1 
137412.000    22.6829036168   113.7796975926      1.113      7.224      0.879   -0.099       1 
137413.000    22.6829696584   113.7797082938      1.035      7.472      1.245   -0.066       2 
137414.000    22.6830396246   113.7797200850      0.988      7.962      1.029   -0.057       2 
137415.000    22.6831114395   113.7797281865      0.972      7.870      0.556    0.039       2 
137416.000    22.6831817644   113.7797331517      0.956      7.712      0.402   -0.051       2 
137417.000    22.6832514339   113.7797377522      0.935      7.772      0.496    0.011       1 
