+ (1)  软件版本信息
450765.000    30.4887956738   114.5673758953     35.948 
450766.000    30.4887849051   114.5675040796     36.115 
450767.000    30.4887754743   114.5676337017     36.274 
450768.000    30.4887679083   114.5677649693     36.422 
450769.000    30.4887605827   114.5678979334     36.619 
450770.000    30.4887524648   114.5680330268     36.810 
450771.000    30.4887430528   114.5681703628     37.011 
450772.000    30.4887315256   114.5683098803     37.190 
450773.000    30.4887184210   114.5684517963     37.346 
450774.000    30.4887040199   114.5685960380     37.507 
450775.000    30.4886885785   114.5687425817     37.637 
450776.000    30.4886712959   114.5688911940     37.770 
450777.000    30.4886518093   114.5690418149     37.878 
450778.000    30.4886307869   114.5691945842     37.963 
450779.000    30.4886086796   114.5693496565     38.035 
450780.000    30.4885865107   114.5695073085     38.094 
450781.000    30.4885642798   114.5696674524     38.134 
450782.000    30.4885416609   114.5698301358     38.161 
450783.000    30.4885185300   114.5699952999     38.178 
450784.000    30.4884950103   114.5701630461     38.162 
450785.000    30.4884709090   114.5703333307     38.134 
450786.000    30.4884460290   114.5705053318     38.095 
450787.000    30.4884209363   114.5706778336     38.033 
450788.000    30.4883956128   114.5708509760     37.942 
450789.000    30.4883702825   114.5710250522     37.846 
450790.000    30.4883445225   114.5712001586     37.734 
450791.000    30.4883186798   114.5713760697     37.604 
450792.000    30.4882932803   114.5715511232     37.432 
450793.000    30.4882682872   114.5717247785     37.257 
450794.000    30.4882434956   114.5718972438     37.063 
450795.000    30.4882186916   114.5720689779     36.847 
450796.000    30.4881941267   114.5722404954     36.622 
450797.000    30.4881701641   114.5724119970     36.384 
450798.000    30.4881460961   114.5725834981     36.116 
450799.000    30.4881214478   114.5727549486     35.834 
450800.000    30.4880969476   114.5729263724     35.544 
450801.000    30.4880724873   114.5730978871     35.232 
450802.000    30.4880480046   114.5732697824     34.916 
450803.000    30.4880234124   114.5734424528     34.602 
450804.000    30.4879986444   114.5736161499     34.285 
450805.000    30.4879736073   114.5737908074     33.970 
450806.000    30.4879482742   114.5739664889     33.632 
450807.000    30.4879232102   114.5741431545     33.301 
450808.000    30.4878985509   114.5743206733     32.970 
450809.000    30.4878737094   114.5744988323     32.627 
450810.000    30.4878486040   114.5746775870     32.309 
450811.000    30.4878231917   114.5748566872     31.985 
450812.000    30.4877975137   114.5750363437     31.666 
450813.000    30.4877717418   114.5752164383     31.326 
450814.000    30.4877461540   114.5753971019     30.995 
450815.000    30.4877204720   114.5755782153     30.654 
450816.000    30.4876942962   114.5757597701     30.332 
450817.000    30.4876683963   114.5759414839     30.009 
450818.000    30.4876434332   114.5761225648     29.677 
450819.000    30.4876186427   114.5763018606     29.359 
450820.000    30.4875935430   114.5764789057     29.029 
450821.000    30.4875681727   114.5766537538     28.703 
450822.000    30.4875426416   114.5768264385     28.372 
450823.000    30.4875171103   114.5769969977     28.044 
450824.000    30.4874923929   114.5771655627     27.727 
450825.000    30.4874684923   114.5773320809     27.431 
450826.000    30.4874447775   114.5774964921     27.128 
450827.000    30.4874214158   114.5776589496     26.822 
450828.000    30.4873978683   114.5778201817     26.521 
450829.000    30.4873743122   114.5779804784     26.221 
450830.000    30.4873516431   114.5781389736     25.956 
450831.000    30.4873296626   114.5782952323     25.655 
450832.000    30.4873083043   114.5784484024     25.378 
450833.000    30.4872879605   114.5785979915     25.109 
450834.000    30.4872683540   114.5787439155     24.828 
450835.000    30.4872492977   114.5788862426     24.596 
450836.000    30.4872308087   114.5790245460     24.367 
450837.000    30.4872128145   114.5791582636     24.169 
450838.000    30.4871952352   114.5792855964     24.014 
450839.000    30.4871785297   114.5794054400     23.867 
450840.000    30.4871627756   114.5795169675     23.706 
450841.000    30.4871480112   114.5796198545     23.581 
450842.000    30.4871345125   114.5797136674     23.471 
450843.000    30.4871222588   114.5797978989     23.383 
450844.000    30.4871116047   114.5798709159     23.300 
450845.000    30.4871031182   114.5799295988     23.237 
450846.000    30.4870970736   114.5799715129     23.194 
450847.000    30.4870933213   114.5799979546     23.167 
450848.000    30.4870903759   114.5800188936     23.145 
450849.000    30.4870880332   114.5800358856     23.131 
450850.000    30.4870864520   114.5800474674     23.125 
450851.000    30.4870856541   114.5800533602     23.124 
450852.000    30.4870855382   114.5800543033     23.124 
450853.000    30.4870855468   114.5800542916     23.123 
450854.000    30.4870855473   114.5800542904     23.121 
450855.000    30.4870855492   114.5800542800     23.120 
450856.000    30.4870855436   114.5800542790     23.119 
450857.000    30.4870855511   114.5800542792     23.118 
450858.000    30.4870855517   114.5800542792     23.115 
450859.000    30.4870855507   114.5800542728     23.113 
450860.000    30.4870855575   114.5800542658     23.113 
450861.000    30.4870855521   114.5800542638     23.114 
450862.000    30.4870855584   114.5800542638     23.115 
450863.000    30.4870855573   114.5800542707     23.115 
450864.000    30.4870855533   114.5800542735     23.114 
450865.000    30.4870855598   114.5800542678     23.113 
450866.000    30.4870855675   114.5800542694     23.114 
450867.000    30.4870855656   114.5800542779     23.114 
450868.000    30.4870855600   114.5800542718     23.114 
450869.000    30.4870855510   114.5800542669     23.113 
450870.000    30.4870855573   114.5800542624     23.114 
450871.000    30.4870855550   114.5800542645     23.114 
450872.000    30.4870855595   114.5800542652     23.115 
450873.000    30.4870855652   114.5800542697     23.116 
450874.000    30.4870855687   114.5800542765     23.117 
450875.000    30.4870855666   114.5800542700     23.116 
450876.000    30.4870855588   114.5800542576     23.114 
450877.000    30.4870855605   114.5800542543     23.114 
450878.000    30.4870855626   114.5800542627     23.114 
450879.000    30.4870855616   114.5800542739     23.114 
450880.000    30.4870855711   114.5800542624     23.114 
450881.000    30.4870855738   114.5800542471     23.115 
450882.000    30.4870855656   114.5800542471     23.114 
450883.000    30.4870855629   114.5800542504     23.114 
450884.000    30.4870855566   114.5800542591     23.114 
450885.000    30.4870855350   114.5800544115     23.116 
450886.000    30.4870850924   114.5800576653     23.116 
450887.000    30.4870835296   114.5800693255     23.107 
450888.000    30.4870802375   114.5800940303     23.092 
450889.000    30.4870752259   114.5801320052     23.067 
450890.000    30.4870685231   114.5801819445     23.020 
450891.000    30.4870602881   114.5802420562     22.973 
450892.000    30.4870508339   114.5803107984     22.937 
450893.000    30.4870401070   114.5803866234     22.936 
450894.000    30.4870283786   114.5804687625     22.927 
450895.000    30.4870155110   114.5805568902     22.908 
450896.000    30.4870016515   114.5806510426     22.860 
450897.000    30.4869868532   114.5807513801     22.814 
450898.000    30.4869711126   114.5808575096     22.780 
450899.000    30.4869550325   114.5809687331     22.803 
450900.000    30.4869385553   114.5810847035     22.795 
450901.000    30.4869212202   114.5812050963     22.809 
450902.000    30.4869032818   114.5813296051     22.834 
450903.000    30.4868851838   114.5814577521     22.915 
450904.000    30.4868666521   114.5815893311     22.954 
450905.000    30.4868478937   114.5817240885     23.040 
450906.000    30.4868284016   114.5818617484     23.144 
450907.000    30.4868082570   114.5820021656     23.257 
450908.000    30.4867874204   114.5821452055     23.345 
450909.000    30.4867668681   114.5822909202     23.430 
450910.000    30.4867468400   114.5824392284     23.532 
450911.000    30.4867279804   114.5825902132     23.584 
450912.000    30.4867102673   114.5827437344     23.705 
450913.000    30.4866928529   114.5828993404     23.840 
450914.000    30.4866754777   114.5830570721     23.903 
450915.000    30.4866581237   114.5832167794     24.058 
450916.000    30.4866409925   114.5833784489     24.152 
450917.000    30.4866244891   114.5835420450     24.299 
450918.000    30.4866085720   114.5837074490     24.415 
450919.000    30.4865932433   114.5838746714     24.522 
450920.000    30.4865785877   114.5840436822     24.621 
450921.000    30.4865645299   114.5842144816     24.742 
450922.000    30.4865514702   114.5843869304     24.853 
450923.000    30.4865401261   114.5845611322     24.960 
450924.000    30.4865300462   114.5847367549     25.076 
450925.000    30.4865209091   114.5849135870     25.189 
450926.000    30.4865120326   114.5850900910     25.316 
450927.000    30.4865040655   114.5852663791     25.459 
450928.000    30.4864963465   114.5854425590     25.602 
450929.000    30.4864888821   114.5856188406     25.718 
450930.000    30.4864819522   114.5857952039     25.844 
450931.000    30.4864754921   114.5859716458     25.954 
450932.000    30.4864701342   114.5861482050     26.073 
450933.000    30.4864660261   114.5863248816     26.179 
450934.000    30.4864628185   114.5865015916     26.296 
450935.000    30.4864606793   114.5866779989     26.408 
450936.000    30.4864595385   114.5868543891     26.531 
450937.000    30.4864589770   114.5870311098     26.627 
450938.000    30.4864595061   114.5872083524     26.751 
450939.000    30.4864608137   114.5873862327     26.857 
450940.000    30.4864631287   114.5875648836     26.975 
450941.000    30.4864662947   114.5877443138     27.100 
450942.000    30.4864700968   114.5879246230     27.223 
450943.000    30.4864750962   114.5881057327     27.383 
450944.000    30.4864809832   114.5882875590     27.489 
450945.000    30.4864876806   114.5884703653     27.603 
450946.000    30.4864953941   114.5886537918     27.743 
450947.000    30.4865038925   114.5888374853     27.834 
450948.000    30.4865133425   114.5890176743     27.913 
450949.000    30.4865242000   114.5891929414     27.982 
450950.000    30.4865358885   114.5893634153     28.020 
450951.000    30.4865476375   114.5895294288     28.040 
450952.000    30.4865593685   114.5896907116     28.041 
450953.000    30.4865728494   114.5898442579     28.023 
450954.000    30.4865877151   114.5899881709     27.979 
450955.000    30.4866029197   114.5901219588     27.940 
450956.000    30.4866178629   114.5902451130     27.888 
450957.000    30.4866323155   114.5903571732     27.830 
450958.000    30.4866454462   114.5904579723     27.779 
450959.000    30.4866563188   114.5905493635     27.720 
450960.000    30.4866650703   114.5906310515     27.661 
450961.000    30.4866723310   114.5907015019     27.602 
450962.000    30.4866781235   114.5907594743     27.544 
450963.000    30.4866823573   114.5908033760     27.497 
450964.000    30.4866850710   114.5908318186     27.472 
450965.000    30.4866870458   114.5908527478     27.453 
450966.000    30.4866886992   114.5908699669     27.433 
450967.000    30.4866899624   114.5908835839     27.415 
450968.000    30.4866909822   114.5908933679     27.409 
450969.000    30.4866914873   114.5908986504     27.404 
450970.000    30.4866916488   114.5909001499     27.401 
450971.000    30.4866917146   114.5909007068     27.398 
450972.000    30.4866917918   114.5909013941     27.395 
450973.000    30.4866918231   114.5909017682     27.395 
450974.000    30.4866918070   114.5909017771     27.397 
450975.000    30.4866918098   114.5909017753     27.399 
450976.000    30.4866918044   114.5909017783     27.400 
450977.000    30.4866917955   114.5909017810     27.398 
450978.000    30.4866917990   114.5909017741     27.397 
450979.000    30.4866918130   114.5909017691     27.398 
450980.000    30.4866918190   114.5909017688     27.399 
450981.000    30.4866918184   114.5909017858     27.401 
450982.000    30.4866918112   114.5909017912     27.402 
450983.000    30.4866918089   114.5909017856     27.402 
450984.000    30.4866918071   114.5909017741     27.400 
450985.000    30.4866918091   114.5909017772     27.398 
450986.000    30.4866918047   114.5909017785     27.397 
450987.000    30.4866917939   114.5909017722     27.398 
450988.000    30.4866917888   114.5909017617     27.398 
450989.000    30.4866917855   114.5909017594     27.399 
450990.000    30.4866917896   114.5909017728     27.400 
450991.000    30.4866917976   114.5909017741     27.399 
450992.000    30.4866918084   114.5909017617     27.398 
450993.000    30.4866918035   114.5909017641     27.397 
450994.000    30.4866918836   114.5909029832     27.397 
450995.000    30.4866925309   114.5909097888     27.393 
450996.000    30.4866942745   114.5909272777     27.382 
450997.000    30.4866973827   114.5909580065     27.351 
450998.000    30.4867018519   114.5910005978     27.302 
450999.000    30.4867074871   114.5910539857     27.242 
451000.000    30.4867143983   114.5911173204     27.166 
451001.000    30.4867228258   114.5911897688     27.075 
451002.000    30.4867328086   114.5912707091     26.964 
451003.000    30.4867441671   114.5913595175     26.841 
451004.000    30.4867565136   114.5914554747     26.712 
451005.000    30.4867701953   114.5915580393     26.549 
451006.000    30.4867849012   114.5916671588     26.395 
451007.000    30.4868006026   114.5917822600     26.216 
451008.000    30.4868172280   114.5919029712     26.029 
451009.000    30.4868349922   114.5920287627     25.837 
451010.000    30.4868543329   114.5921594292     25.632 
451011.000    30.4868752467   114.5922947014     25.426 
451012.000    30.4868965888   114.5924345849     25.210 
451013.000    30.4869178584   114.5925790973     24.989 
451014.000    30.4869393489   114.5927280277     24.761 
451015.000    30.4869616588   114.5928811564     24.525 
451016.000    30.4869851628   114.5930380096     24.277 
451017.000    30.4870095300   114.5931950927     24.030 
451018.000    30.4870342042   114.5933504509     23.783 
451019.000    30.4870592856   114.5935057455     23.531 
451020.000    30.4870847827   114.5936619912     23.276 
451021.000    30.4871117482   114.5938192253     23.033 
451022.000    30.4871404322   114.5939773691     22.780 
451023.000    30.4871704192   114.5941347207     22.517 
451024.000    30.4872013669   114.5942903600     22.258 
451025.000    30.4872332200   114.5944451184     22.029 
451026.000    30.4872660018   114.5945992267     21.767 
451027.000    30.4872998537   114.5947526621     21.530 
451028.000    30.4873348556   114.5949054205     21.301 
451029.000    30.4873703096   114.5950572977     21.060 
451030.000    30.4874066499   114.5952082025     20.840 
451031.000    30.4874435132   114.5953585722     20.592 
451032.000    30.4874803939   114.5955086569     20.360 
451033.000    30.4875174621   114.5956584593     20.121 
451034.000    30.4875551712   114.5958077861     19.884 
451035.000    30.4875938151   114.5959568178     19.652 
451036.000    30.4876321456   114.5961069611     19.411 
451037.000    30.4876705235   114.5962596922     19.160 
451038.000    30.4877104024   114.5964143932     18.899 
451039.000    30.4877526430   114.5965696317     18.681 
451040.000    30.4877970612   114.5967237976     18.401 
451041.000    30.4878429519   114.5968766426     18.155 
451042.000    30.4878891352   114.5970276015     17.912 
451043.000    30.4879353269   114.5971779730     17.686 
451044.000    30.4879808124   114.5973285663     17.443 
451045.000    30.4880254409   114.5974796326     17.242 
451046.000    30.4880702016   114.5976307954     16.973 
451047.000    30.4881143581   114.5977811005     16.754 
451048.000    30.4881590611   114.5979287975     16.465 
451049.000    30.4882025915   114.5980745385     16.234 
451050.000    30.4882444644   114.5982183187     16.020 
451051.000    30.4882852277   114.5983607121     15.857 
451052.000    30.4883250379   114.5985027272     15.731 
451053.000    30.4883636559   114.5986440152     15.577 
451054.000    30.4884011708   114.5987829956     15.433 
451055.000    30.4884388013   114.5989191712     15.299 
451056.000    30.4884768715   114.5990537231     15.190 
451057.000    30.4885136639   114.5991864047     15.188 
451058.000    30.4885492115   114.5993157905     15.187 
451059.000    30.4885835329   114.5994411459     15.207 
451060.000    30.4886165150   114.5995607455     15.242 
451061.000    30.4886467652   114.5996735374     15.254 
451062.000    30.4886741962   114.5997792029     15.285 
451063.000    30.4886986837   114.5998771115     15.366 
451064.000    30.4887207290   114.5999665166     15.464 
451065.000    30.4887404811   114.6000469433     15.547 
451066.000    30.4887577939   114.6001179591     15.627 
451067.000    30.4887726803   114.6001789532     15.693 
451068.000    30.4887848885   114.6002290798     15.752 
451069.000    30.4887941663   114.6002675798     15.800 
451070.000    30.4888011161   114.6002961378     15.827 
451071.000    30.4888070792   114.6003206413     15.844 
451072.000    30.4888120663   114.6003413788     15.867 
451073.000    30.4888163184   114.6003591020     15.896 
451074.000    30.4888201173   114.6003749609     15.925 
451075.000    30.4888233891   114.6003888491     15.950 
451076.000    30.4888260278   114.6004002332     15.968 
451077.000    30.4888279796   114.6004086919     15.981 
451078.000    30.4888292991   114.6004144345     15.990 
451079.000    30.4888302763   114.6004186001     15.999 
451080.000    30.4888309933   114.6004216870     16.004 
451081.000    30.4888316360   114.6004244580     16.008 
451082.000    30.4888322477   114.6004271440     16.011 
451083.000    30.4888330130   114.6004305300     16.015 
451084.000    30.4888345906   114.6004375191     16.023 
451085.000    30.4888371117   114.6004486837     16.036 
451086.000    30.4888403490   114.6004629633     16.057 
451087.000    30.4888452065   114.6004831656     16.089 
451088.000    30.4888529137   114.6005147280     16.140 
451089.000    30.4888632636   114.6005573173     16.193 
451090.000    30.4888759560   114.6006096569     16.255 
451091.000    30.4888900649   114.6006703824     16.311 
451092.000    30.4889050273   114.6007385601     16.425 
451093.000    30.4889206239   114.6008135071     16.482 
451094.000    30.4889378333   114.6008948987     16.590 
451095.000    30.4889559177   114.6009816868     16.650 
451096.000    30.4889752902   114.6010741492     16.736 
451097.000    30.4889959714   114.6011706300     16.939 
451098.000    30.4890189264   114.6012707037     17.173 
451099.000    30.4890440784   114.6013739995     17.409 
451100.000    30.4890691146   114.6014804935     17.593 
451101.000    30.4890907365   114.6015899950     17.750 
451102.000    30.4891106287   114.6017023794     17.854 
451103.000    30.4891313242   114.6018173398     17.966 
451104.000    30.4891519516   114.6019346487     18.046 
451105.000    30.4891731125   114.6020541840     18.201 
451106.000    30.4891941800   114.6021755871     18.373 
451107.000    30.4892163030   114.6022987904     18.524 
451108.000    30.4892383063   114.6024239332     18.684 
451109.000    30.4892608181   114.6025508070     18.871 
451110.000    30.4892840531   114.6026795141     19.044 
451111.000    30.4893075523   114.6028104896     19.224 
451112.000    30.4893311407   114.6029436752     19.401 
451113.000    30.4893543874   114.6030791156     19.578 
451114.000    30.4893775817   114.6032166353     19.756 
451115.000    30.4894011082   114.6033558358     19.939 
451116.000    30.4894240913   114.6034966830     20.126 
451117.000    30.4894470093   114.6036387753     20.319 
451118.000    30.4894700397   114.6037818214     20.496 
451119.000    30.4894930047   114.6039261342     20.682 
451120.000    30.4895157479   114.6040714746     20.875 
451121.000    30.4895374755   114.6042165042     21.075 
451122.000    30.4895581162   114.6043611952     21.265 
451123.000    30.4895781870   114.6045061602     21.434 
451124.000    30.4895980177   114.6046518890     21.596 
451125.000    30.4896177048   114.6047986095     21.713 
451126.000    30.4896374159   114.6049464033     21.821 
451127.000    30.4896573567   114.6050952778     21.934 
451128.000    30.4896774805   114.6052452579     22.011 
451129.000    30.4896968963   114.6053967650     22.065 
451130.000    30.4897162664   114.6055494295     22.097 
451131.000    30.4897345558   114.6057011928     22.104 
451132.000    30.4897519258   114.6058531632     22.089 
451133.000    30.4897689657   114.6060062939     22.076 
451134.000    30.4897854647   114.6061610852     22.011 
451135.000    30.4898015839   114.6063178867     21.935 
451136.000    30.4898170391   114.6064768435     21.822 
451137.000    30.4898316027   114.6066380732     21.759 
451138.000    30.4898463092   114.6068013593     21.658 
451139.000    30.4898622519   114.6069666207     21.558 
451140.000    30.4898791884   114.6071337759     21.465 
451141.000    30.4898967895   114.6073027624     21.374 
451142.000    30.4899138345   114.6074735703     21.303 
451143.000    30.4899298264   114.6076462941     21.213 
451144.000    30.4899444052   114.6078209420     21.119 
451145.000    30.4899579063   114.6079974441     21.009 
451146.000    30.4899709142   114.6081756956     20.922 
451147.000    30.4899835701   114.6083556386     20.823 
451148.000    30.4899948588   114.6085373946     20.718 
451149.000    30.4900050923   114.6087208415     20.611 
451150.000    30.4900141250   114.6089058596     20.502 
451151.000    30.4900211694   114.6090911114     20.395 
451152.000    30.4900271855   114.6092764344     20.282 
451153.000    30.4900331652   114.6094621298     20.172 
451154.000    30.4900387408   114.6096484231     20.067 
451155.000    30.4900442403   114.6098353777     19.943 
451156.000    30.4900497395   114.6100227451     19.841 
451157.000    30.4900552469   114.6102078799     19.729 
451158.000    30.4900595608   114.6103894147     19.639 
451159.000    30.4900629315   114.6105675272     19.541 
451160.000    30.4900664589   114.6107426067     19.438 
451161.000    30.4900700437   114.6109176741     19.329 
451162.000    30.4900736542   114.6110949033     19.238 
451163.000    30.4900772050   114.6112746436     19.151 
451164.000    30.4900801511   114.6114569269     19.055 
451165.000    30.4900826144   114.6116418482     18.960 
451166.000    30.4900841507   114.6118274912     18.847 
451167.000    30.4900848190   114.6120120091     18.732 
451168.000    30.4900847854   114.6121951773     18.620 
451169.000    30.4900849000   114.6123772843     18.507 
451170.000    30.4900862799   114.6125583261     18.404 
451171.000    30.4900887804   114.6127385461     18.281 
451172.000    30.4900935224   114.6129196162     18.169 
451173.000    30.4900993615   114.6131026215     18.026 
451174.000    30.4901058743   114.6132870238     17.889 
451175.000    30.4901134194   114.6134686709     17.750 
451176.000    30.4901207324   114.6136415185     17.590 
451177.000    30.4901281246   114.6138052422     17.433 
451178.000    30.4901358932   114.6139595466     17.301 
451179.000    30.4901438486   114.6141048066     17.157 
451180.000    30.4901520707   114.6142414583     17.004 
451181.000    30.4901629094   114.6143738818     16.873 
451182.000    30.4901754041   114.6145033416     16.724 
451183.000    30.4901877928   114.6146312993     16.582 
451184.000    30.4901988785   114.6147588713     16.427 
451185.000    30.4902080320   114.6148867541     16.277 
451186.000    30.4902177306   114.6150166198     16.123 
451187.000    30.4902286555   114.6151487143     15.960 
451188.000    30.4902396466   114.6152810060     15.810 
451189.000    30.4902502586   114.6154118681     15.644 
451190.000    30.4902599490   114.6155428827     15.463 
451191.000    30.4902683936   114.6156750280     15.304 
451192.000    30.4902772402   114.6158081673     15.107 
451193.000    30.4902867941   114.6159424021     14.990 
451194.000    30.4902971804   114.6160775813     14.819 
451195.000    30.4903091675   114.6162133054     14.656 
451196.000    30.4903221150   114.6163481677     14.483 
451197.000    30.4903354734   114.6164809127     14.324 
451198.000    30.4903489509   114.6166112734     14.176 
451199.000    30.4903624001   114.6167392700     14.018 
451200.000    30.4903759162   114.6168654096     13.859 
451201.000    30.4903901424   114.6169916179     13.712 
451202.000    30.4904051426   114.6171193518     13.548 
451203.000    30.4904208611   114.6172495674     13.397 
451204.000    30.4904374464   114.6173842881     13.238 
451205.000    30.4904549998   114.6175242282     13.064 
451206.000    30.4904736241   114.6176698687     12.888 
451207.000    30.4904933293   114.6178204966     12.706 
451208.000    30.4905136921   114.6179730050     12.513 
451209.000    30.4905341224   114.6181275646     12.325 
451210.000    30.4905543828   114.6182846396     12.131 
451211.000    30.4905743659   114.6184428193     11.942 
451212.000    30.4905952622   114.6185991221     11.755 
451213.000    30.4906192717   114.6187522700     11.598 
451214.000    30.4906427901   114.6189027904     11.459 
451215.000    30.4906648841   114.6190506960     11.335 
451216.000    30.4906867655   114.6191959396     11.226 
451217.000    30.4907098464   114.6193401134     11.134 
451218.000    30.4907347892   114.6194857568     11.051 
451219.000    30.4907600781   114.6196335693     10.999 
