+ (1)  软件版本信息
-      软件版本 = " version:2.3.0725 "
-      版权声明 = " 武汉迈普时空导航科技有限公司@CopyRight 2011-2018 "

+ (2)  数据路径
-      工程路径 = " E:/NavData/IntegratedNavData/20200703wnlbs/4/4.ini "
-      数据(惯导) = " E:/NavData/IntegratedNavData/20200703wnlbs/Com18_0703135800highway_2.bin "
-      数据(流动) = " E:/NavData/IntegratedNavData/20200703wnlbs/4/GNSS/4.pos "
-      数据(结果) = " E:/NavData/IntegratedNavData/20200703wnlbs/4/Loose "

+ (3)  重要处理参数
-      处理模式 = " 松组合 "
-      惯导仪器型号 = "  "
-      杆臂安装信息 = " -0.700,-0.250,-0.700 "杆臂量取至L1相位中心
-      目标杆臂信息 = " -0.700,-0.250,-0.700 "
-      基准站的坐标 = "   30 29 17.598715, 114 33 26.740074, 72.2410(m),  0.0000(m),GSL1-2020_07_03 "

+ (4)  时间信息
-      时间(导出) = " 2020/07/13 14:49:46 "
-      时间(数据) = " 2020/07/03 05:58:21 ~ 2020/07/03 06:31:43 "
-      时间(处理) = " 2020/07/03 05:58:26 ~ 2020/07/03 06:30:12 "

+ (5)  结果描述
-      平面投影信息 = 3度带投影,带号38,中央经线114,投影类型:高斯投影

+ (6)  文本输出信息
-      GPSTime      = GPS周内秒                         
453949.000    30.4735640862   114.4727350606     27.997 
453950.000    30.4735428076   114.4725556172     28.267 
453951.000    30.4735226584   114.4723825998     28.543 
453952.000    30.4735033341   114.4722153058     28.841 
453953.000    30.4734845398   114.4720530919     29.119 
453954.000    30.4734660370   114.4718961413     29.421 
453955.000    30.4734486842   114.4717462449     29.673 
453956.000    30.4734340023   114.4716045170     29.890 
453957.000    30.4734217058   114.4714702813     30.089 
453958.000    30.4734102645   114.4713434256     30.260 
453959.000    30.4733965429   114.4712231268     30.412 
453960.000    30.4733807128   114.4711096453     30.553 
453961.000    30.4733626796   114.4710036078     30.679 
453962.000    30.4733444397   114.4709050344     30.793 
453963.000    30.4733279770   114.4708133605     30.892 
453964.000    30.4733132831   114.4707289080     30.998 
453965.000    30.4733011392   114.4706527945     31.077 
453966.000    30.4732917897   114.4705854745     31.136 
453967.000    30.4732852283   114.4705276625     31.184 
453968.000    30.4732804459   114.4704806677     31.214 
453969.000    30.4732766927   114.4704444737     31.246 
453970.000    30.4732737510   114.4704160014     31.267 
453971.000    30.4732704456   114.4703817438     31.284 
453972.000    30.4732664551   114.4703355093     31.313 
453973.000    30.4732628772   114.4702906824     31.335 
453974.000    30.4732597976   114.4702547021     31.358 
453975.000    30.4732569867   114.4702218466     31.381 
453976.000    30.4732540031   114.4701910800     31.388 
453977.000    30.4732513197   114.4701656812     31.389 
453978.000    30.4732494276   114.4701473823     31.385 
453979.000    30.4732483462   114.4701372468     31.393 
453980.000    30.4732480446   114.4701338422     31.402 
453981.000    30.4732480484   114.4701338870     31.410 
453982.000    30.4732479629   114.4701329261     31.414 
453983.000    30.4732470739   114.4701242094     31.412 
453984.000    30.4732449339   114.4701021422     31.405 
453985.000    30.4732428177   114.4700786563     31.392 
453986.000    30.4732412195   114.4700609075     31.391 
453987.000    30.4732405414   114.4700527580     31.396 
453988.000    30.4732405208   114.4700524097     31.396 
453989.000    30.4732405235   114.4700524062     31.401 
453990.000    30.4732405220   114.4700524018     31.406 
453991.000    30.4732405087   114.4700523928     31.409 
453992.000    30.4732405087   114.4700523890     31.410 
453993.000    30.4732405131   114.4700523813     31.410 
453994.000    30.4732405253   114.4700523631     31.410 
453995.000    30.4732405170   114.4700523333     31.407 
453996.000    30.4732404974   114.4700522904     31.406 
453997.000    30.4732404953   114.4700523474     31.408 
453998.000    30.4732405110   114.4700523855     31.411 
453999.000    30.4732405186   114.4700523884     31.413 
454000.000    30.4732405127   114.4700524013     31.415 
454001.000    30.4732405063   114.4700524235     31.415 
454002.000    30.4732404965   114.4700524126     31.416 
454003.000    30.4732404892   114.4700523890     31.413 
454004.000    30.4732404872   114.4700523228     31.408 
454005.000    30.4732404744   114.4700522569     31.406 
454006.000    30.4732402769   114.4700504038     31.412 
454007.000    30.4732395802   114.4700418056     31.428 
454008.000    30.4732379348   114.4700253970     31.474 
454009.000    30.4732362421   114.4700096105     31.552 
454010.000    30.4732345463   114.4700007276     31.670 
454011.000    30.4732331136   114.4699993814     31.821 
454012.000    30.4732316509   114.4700020472     31.993 
454013.000    30.4732300779   114.4700067911     32.171 
454014.000    30.4732284040   114.4700128786     32.343 
454015.000    30.4732266431   114.4700197318     32.497 
454016.000    30.4732248490   114.4700272221     32.622 
454017.000    30.4732231085   114.4700352292     32.702 
454018.000    30.4732215012   114.4700436035     32.729 
454019.000    30.4732201139   114.4700521771     32.693 
454020.000    30.4732189834   114.4700607809     32.587 
454021.000    30.4732181219   114.4700692533     32.400 
454022.000    30.4732175056   114.4700770947     32.129 
454023.000    30.4732170842   114.4700834285     31.772 
454024.000    30.4732169411   114.4700895090     31.329 
454025.000    30.4732170763   114.4700955595     30.802 
454026.000    30.4732173903   114.4701005978     30.190 
454027.000    30.4732178064   114.4701045055     29.493 
454028.000    30.4732182704   114.4701072648     28.710 
454029.000    30.4732187212   114.4701089090     27.846 
454030.000    30.4732190875   114.4701095172     26.906 
454031.000    30.4732193104   114.4701091536     25.893 
454032.000    30.4732193801   114.4701079167     24.813 
454033.000    30.4732193183   114.4701059342     23.671 
454034.000    30.4732191463   114.4701033475     22.472 
454035.000    30.4732189077   114.4701003314     21.221 
454036.000    30.4732186193   114.4700970683     19.922 
454037.000    30.4732182919   114.4700937377     18.578 
454038.000    30.4732179204   114.4700904975     17.193 
454039.000    30.4732175143   114.4700874637     15.776 
454040.000    30.4732170739   114.4700847108     14.331 
454041.000    30.4732165882   114.4700823028     12.860 
454042.000    30.4732160468   114.4700802511     11.370 
454043.000    30.4732154272   114.4700785918      9.869 
454044.000    30.4732147554   114.4700773167      8.360 
454045.000    30.4732140331   114.4700764305      6.849 
454046.000    30.4732132735   114.4700759479      5.342 
454047.000    30.4732125038   114.4700758631      3.842 
454048.000    30.4732117794   114.4700761967      2.366 
454049.000    30.4732111182   114.4700769674      0.927 
454050.000    30.4732105281   114.4700782480     -0.462 
454051.000    30.4732100216   114.4700801361     -1.784 
454052.000    30.4732096260   114.4700827567     -3.023 
454053.000    30.4732093562   114.4700862787     -4.162 
454054.000    30.4732092581   114.4700908973     -5.181 
454055.000    30.4732093535   114.4700967974     -6.064 
454056.000    30.4732096753   114.4701041326     -6.789 
454057.000    30.4732102762   114.4701130024     -7.336 
454058.000    30.4732111626   114.4701233626     -7.686 
454059.000    30.4732123813   114.4701350434     -7.815 
454060.000    30.4732139158   114.4701476656     -7.706 
454061.000    30.4732158065   114.4701606435     -7.336 
454062.000    30.4732180562   114.4701730492     -6.685 
454063.000    30.4732206730   114.4701836169     -5.731 
454064.000    30.4732235352   114.4701888872     -4.453 
454065.000    30.4732263622   114.4701819078     -2.829 
454066.000    30.4732292755   114.4701587538     -0.851 
454067.000    30.4732320459   114.4701253957      1.416 
454068.000    30.4732352566   114.4700929505      3.888 
454069.000    30.4732392147   114.4700692976      6.481 
454070.000    30.4732432008   114.4700453283      9.111 
454071.000    30.4732469906   114.4700203531     11.685 
454072.000    30.4732504564   114.4699957411     14.114 
454073.000    30.4732535154   114.4699728868     16.313 
454074.000    30.4732560085   114.4699533166     18.191 
454075.000    30.4732579097   114.4699382374     19.662 
454076.000    30.4732590304   114.4699291380     20.638 
454077.000    30.4732594100   114.4699264471     21.091 
454078.000    30.4732593938   114.4699265109     21.216 
454079.000    30.4732593605   114.4699268058     21.197 
454080.000    30.4732593662   114.4699268857     21.135 
454081.000    30.4732594024   114.4699268712     21.091 
454082.000    30.4732594285   114.4699268493     21.076 
454083.000    30.4732594352   114.4699268260     21.075 
454084.000    30.4732594491   114.4699268038     21.076 
454085.000    30.4732594695   114.4699268090     21.070 
454086.000    30.4732595147   114.4699267941     21.060 
454087.000    30.4732595883   114.4699267743     21.048 
454088.000    30.4732595498   114.4699268174     21.058 
454089.000    30.4732591881   114.4699268591     21.133 
454090.000    30.4732582748   114.4699268037     21.317 
454091.000    30.4732568699   114.4699265939     21.620 
454092.000    30.4732550792   114.4699262546     22.038 
454093.000    30.4732530110   114.4699258584     22.566 
454094.000    30.4732507356   114.4699254428     23.196 
454095.000    30.4732482913   114.4699250304     23.919 
454096.000    30.4732456840   114.4699245922     24.715 
454097.000    30.4732429375   114.4699238294     25.565 
454098.000    30.4732400590   114.4699224427     26.449 
454099.000    30.4732368551   114.4699150470     27.338 
454100.000    30.4732330588   114.4698966894     28.211 
454101.000    30.4732290627   114.4698637686     29.041 
454102.000    30.4732243495   114.4698186513     29.789 
454103.000    30.4732183474   114.4697641492     30.433 
454104.000    30.4732107207   114.4697009059     30.952 
454105.000    30.4732013215   114.4696284975     31.323 
454106.000    30.4731902770   114.4695474520     31.518 
454107.000    30.4731786155   114.4694580394     31.571 
454108.000    30.4731645529   114.4693610201     31.570 
454109.000    30.4731502686   114.4692561919     31.544 
454110.000    30.4731381816   114.4691436686     31.499 
454111.000    30.4731243955   114.4690244701     31.462 
454112.000    30.4731089332   114.4688988714     31.400 
454113.000    30.4730934669   114.4687678136     31.324 
454114.000    30.4730791715   114.4686351515     31.244 
454115.000    30.4730664098   114.4685013222     31.154 
454116.000    30.4730550948   114.4683644555     31.056 
454117.000    30.4730458178   114.4682249766     30.947 
454118.000    30.4730373267   114.4680855316     30.813 
454119.000    30.4730316423   114.4679459188     30.660 
454120.000    30.4730290877   114.4678070303     30.521 
454121.000    30.4730274658   114.4676690019     30.432 
454122.000    30.4730279546   114.4675280952     30.288 
454123.000    30.4730309523   114.4673830708     30.055 
454124.000    30.4730348261   114.4672329305     29.778 
454125.000    30.4730384690   114.4670770250     29.457 
454126.000    30.4730403952   114.4669162391     29.114 
454127.000    30.4730399049   114.4667526646     28.777 
454128.000    30.4730388986   114.4665852292     28.448 
454129.000    30.4730378325   114.4664153917     28.107 
454130.000    30.4730360331   114.4662443725     27.784 
454131.000    30.4730329710   114.4660717689     27.486 
454132.000    30.4730286050   114.4658967315     27.220 
454133.000    30.4730231427   114.4657175283     26.966 
454134.000    30.4730177185   114.4655334705     26.706 
454135.000    30.4730126492   114.4653439229     26.452 
454136.000    30.4730078234   114.4651488065     26.241 
454137.000    30.4730030181   114.4649483079     26.103 
454138.000    30.4729986505   114.4647428189     25.989 
454139.000    30.4729952312   114.4645337419     25.891 
454140.000    30.4729931572   114.4643271075     25.851 
454141.000    30.4729917917   114.4641234954     25.853 
454142.000    30.4729905614   114.4639215173     25.876 
454143.000    30.4729896564   114.4637192215     25.943 
454144.000    30.4729890895   114.4635154820     26.049 
454145.000    30.4729887740   114.4633101239     26.201 
454146.000    30.4729887608   114.4631033578     26.391 
454147.000    30.4729892666   114.4628951099     26.587 
454148.000    30.4729896548   114.4626848325     26.795 
454149.000    30.4729896643   114.4624722250     27.025 
454150.000    30.4729892239   114.4622573844     27.287 
454151.000    30.4729883747   114.4620403279     27.533 
454152.000    30.4729869769   114.4618210565     27.780 
454153.000    30.4729850547   114.4615995651     28.029 
454154.000    30.4729829959   114.4613763289     28.303 
454155.000    30.4729816925   114.4611532036     28.529 
454156.000    30.4729804926   114.4609306490     28.756 
454157.000    30.4729789058   114.4607072292     28.987 
454158.000    30.4729768829   114.4604820778     29.251 
454159.000    30.4729743692   114.4602549144     29.489 
454160.000    30.4729712226   114.4600257336     29.734 
454161.000    30.4729666796   114.4597949753     29.968 
454162.000    30.4729615741   114.4595643837     30.195 
454163.000    30.4729559698   114.4593343574     30.443 
454164.000    30.4729497783   114.4591038236     30.697 
454165.000    30.4729426688   114.4588744414     30.895 
454166.000    30.4729349671   114.4586471044     31.076 
454167.000    30.4729264945   114.4584210180     31.291 
454168.000    30.4729170253   114.4581954545     31.370 
454169.000    30.4729068384   114.4579699199     31.461 
454170.000    30.4728962164   114.4577443601     31.516 
454171.000    30.4728852760   114.4575200920     31.565 
454172.000    30.4728738849   114.4572953001     31.579 
454173.000    30.4728614814   114.4570681106     31.528 
454174.000    30.4728477211   114.4568379763     31.455 
454175.000    30.4728325715   114.4566050960     31.352 
454176.000    30.4728161964   114.4563693186     31.229 
454177.000    30.4728004063   114.4561304701     31.058 
454178.000    30.4727864250   114.4558898095     30.841 
454179.000    30.4727747813   114.4556497079     30.558 
454180.000    30.4727642116   114.4554084480     30.260 
454181.000    30.4727521801   114.4551647244     29.954 
454182.000    30.4727386025   114.4549184724     29.678 
454183.000    30.4727235453   114.4546698917     29.414 
454184.000    30.4727073720   114.4544213130     29.131 
454185.000    30.4726909528   114.4541766586     28.846 
454186.000    30.4726734151   114.4539349785     28.557 
454187.000    30.4726545368   114.4536951538     28.286 
454188.000    30.4726359268   114.4534564561     28.013 
454189.000    30.4726170166   114.4532183282     27.731 
454190.000    30.4725977564   114.4529815839     27.444 
454191.000    30.4725777229   114.4527480758     27.175 
454192.000    30.4725563978   114.4525165759     26.904 
454193.000    30.4725343274   114.4522849843     26.620 
454194.000    30.4725116751   114.4520528956     26.352 
454195.000    30.4724884234   114.4518202887     26.090 
454196.000    30.4724651989   114.4515877260     25.816 
454197.000    30.4724427708   114.4513560820     25.537 
454198.000    30.4724212267   114.4511255440     25.258 
454199.000    30.4724002305   114.4508979654     24.987 
454200.000    30.4723782349   114.4506729211     24.729 
454201.000    30.4723555639   114.4504491942     24.455 
454202.000    30.4723330123   114.4502266711     24.188 
454203.000    30.4723107533   114.4500054088     23.924 
454204.000    30.4722887825   114.4497853377     23.664 
454205.000    30.4722675852   114.4495665103     23.413 
454206.000    30.4722468510   114.4493487286     23.155 
454207.000    30.4722266649   114.4491318451     22.874 
454208.000    30.4722075730   114.4489160903     22.556 
454209.000    30.4721912117   114.4487032364     22.260 
454210.000    30.4721796283   114.4484959500     21.985 
454211.000    30.4721723495   114.4482953187     21.708 
454212.000    30.4721693936   114.4480992643     21.469 
454213.000    30.4721737881   114.4479066368     21.319 
454214.000    30.4721875904   114.4477179751     21.429 
454215.000    30.4722131972   114.4475343500     21.543 
454216.000    30.4722512459   114.4473574552     21.777 
454217.000    30.4723024572   114.4471894003     22.223 
454218.000    30.4723672009   114.4470309012     22.696 
454219.000    30.4724438443   114.4468817633     23.162 
454220.000    30.4725310008   114.4467426710     23.660 
454221.000    30.4726279960   114.4466146970     24.131 
454222.000    30.4727332160   114.4464976771     24.598 
454223.000    30.4728452264   114.4463915025     25.079 
454224.000    30.4729643140   114.4462981177     25.546 
454225.000    30.4730902757   114.4462200199     25.994 
454226.000    30.4732216370   114.4461555243     26.427 
454227.000    30.4733578165   114.4461044491     26.861 
454228.000    30.4734979604   114.4460645245     27.243 
454229.000    30.4736414587   114.4460361583     27.636 
454230.000    30.4737877527   114.4460186591     27.970 
454231.000    30.4739363626   114.4460119687     28.334 
454232.000    30.4740867852   114.4460183255     28.615 
454233.000    30.4742384197   114.4460367185     28.870 
454234.000    30.4743906000   114.4460662438     29.141 
454235.000    30.4745426605   114.4461082910     29.377 
454236.000    30.4746931262   114.4461644145     29.635 
454237.000    30.4748416774   114.4462324448     29.888 
454238.000    30.4749857698   114.4463109901     30.206 
454239.000    30.4751217801   114.4463969431     30.522 
454240.000    30.4752508871   114.4464895602     30.900 
454241.000    30.4753732726   114.4465912405     31.277 
454242.000    30.4754883172   114.4467021925     31.578 
454243.000    30.4755968393   114.4468232507     31.840 
454244.000    30.4757013367   114.4469518618     32.168 
454245.000    30.4758017005   114.4470884980     32.458 
454246.000    30.4758997081   114.4472313813     32.738 
454247.000    30.4759963416   114.4473788159     33.034 
454248.000    30.4760915333   114.4475305793     33.326 
454249.000    30.4761846170   114.4476849810     33.629 
454250.000    30.4762745770   114.4478391271     33.909 
454251.000    30.4763637485   114.4479896601     34.169 
454252.000    30.4764524163   114.4481366738     34.406 
454253.000    30.4765404693   114.4482826334     34.594 
454254.000    30.4766282899   114.4484286972     34.758 
454255.000    30.4767169990   114.4485762072     34.833 
454256.000    30.4768063522   114.4487231206     34.852 
454257.000    30.4768960657   114.4488689984     34.842 
454258.000    30.4769867007   114.4490157398     34.771 
454259.000    30.4770766657   114.4491600647     34.747 
454260.000    30.4771662360   114.4493002646     34.716 
454261.000    30.4772560871   114.4494358912     34.680 
454262.000    30.4773466446   114.4495666459     34.638 
454263.000    30.4774381024   114.4496927103     34.528 
454264.000    30.4775311829   114.4498132344     34.572 
454265.000    30.4776261747   114.4499299831     34.415 
454266.000    30.4777230303   114.4500434293     34.218 
454267.000    30.4778217824   114.4501548364     33.993 
454268.000    30.4779234988   114.4502670242     33.714 
454269.000    30.4780296436   114.4503801198     33.377 
454270.000    30.4781398749   114.4504925575     32.995 
454271.000    30.4782517481   114.4506015759     32.550 
454272.000    30.4783645465   114.4507074264     32.077 
454273.000    30.4784789066   114.4508109041     31.597 
454274.000    30.4785961018   114.4509118500     31.129 
454275.000    30.4787179769   114.4510128691     30.608 
454276.000    30.4788452204   114.4511136700     30.193 
454277.000    30.4789768412   114.4512137011     29.767 
454278.000    30.4791097268   114.4513095319     29.376 
454279.000    30.4792429562   114.4514010166     29.050 
454280.000    30.4793766338   114.4514884586     28.761 
454281.000    30.4795108394   114.4515723318     28.522 
454282.000    30.4796458551   114.4516525383     28.345 
454283.000    30.4797812643   114.4517290014     28.189 
454284.000    30.4799171726   114.4518019283     28.040 
454285.000    30.4800558398   114.4518714550     27.892 
454286.000    30.4801974149   114.4519379197     27.814 
454287.000    30.4803411964   114.4520021306     27.785 
454288.000    30.4804868629   114.4520639154     27.782 
454289.000    30.4806323360   114.4521215925     27.795 
454290.000    30.4807775257   114.4521751352     27.831 
454291.000    30.4809233703   114.4522236642     27.897 
454292.000    30.4810691989   114.4522679989     28.035 
454293.000    30.4812139740   114.4523093605     28.201 
454294.000    30.4813563145   114.4523464145     28.359 
454295.000    30.4814950082   114.4523796290     28.588 
454296.000    30.4816298052   114.4524091622     28.821 
454297.000    30.4817606987   114.4524345279     29.034 
454298.000    30.4818878701   114.4524546339     29.254 
454299.000    30.4820111415   114.4524712381     29.437 
454300.000    30.4821305402   114.4524834419     29.627 
454301.000    30.4822459275   114.4524945105     29.823 
454302.000    30.4823594055   114.4525057191     30.026 
454303.000    30.4824724110   114.4525157230     30.227 
454304.000    30.4825828841   114.4525237072     30.417 
454305.000    30.4826929860   114.4525303522     30.598 
454306.000    30.4828054008   114.4525340701     30.754 
454307.000    30.4829194602   114.4525356126     30.934 
454308.000    30.4830345608   114.4525363625     31.138 
454309.000    30.4831512717   114.4525360612     31.386 
454310.000    30.4832700398   114.4525346914     31.612 
454311.000    30.4833872798   114.4525318004     31.835 
454312.000    30.4835000499   114.4525263665     32.045 
454313.000    30.4836022878   114.4525179631     32.236 
454314.000    30.4836877909   114.4525114004     32.415 
454315.000    30.4837623144   114.4525104928     32.579 
454316.000    30.4838365393   114.4525126007     32.685 
454317.000    30.4839124555   114.4525119675     32.801 
454318.000    30.4839926371   114.4525111992     32.897 
454319.000    30.4840795680   114.4525087620     33.026 
454320.000    30.4841728461   114.4525029764     33.159 
454321.000    30.4842714611   114.4524938517     33.292 
454322.000    30.4843738697   114.4524809597     33.424 
454323.000    30.4844797101   114.4524656547     33.552 
454324.000    30.4845900380   114.4524486162     33.662 
454325.000    30.4847051543   114.4524301919     33.744 
454326.000    30.4848209268   114.4524122014     33.818 
454327.000    30.4849351792   114.4523986240     33.876 
454328.000    30.4850514253   114.4523932409     33.929 
454329.000    30.4851684802   114.4523986341     33.899 
454330.000    30.4852823886   114.4524127081     33.789 
454331.000    30.4853918903   114.4524362472     33.729 
454332.000    30.4854964258   114.4524699748     33.606 
454333.000    30.4855968897   114.4525133390     33.474 
454334.000    30.4856957189   114.4525673845     33.343 
454335.000    30.4857895406   114.4526293440     33.230 
454336.000    30.4858773514   114.4526966914     33.126 
454337.000    30.4859604211   114.4527665953     33.001 
454338.000    30.4860414866   114.4528381869     32.916 
454339.000    30.4861215611   114.4529113536     32.819 
454340.000    30.4861986700   114.4529827650     32.734 
454341.000    30.4862699031   114.4530486094     32.635 
454342.000    30.4863340640   114.4531078815     32.536 
454343.000    30.4863951465   114.4531642939     32.395 
454344.000    30.4864552876   114.4532198122     32.256 
454345.000    30.4865172506   114.4532770576     32.090 
454346.000    30.4865815940   114.4533366585     31.877 
454347.000    30.4866490382   114.4533995541     31.652 
454348.000    30.4867210838   114.4534675065     31.373 
454349.000    30.4867939672   114.4535384686     31.091 
454350.000    30.4868636170   114.4536114449     30.829 
454351.000    30.4869300323   114.4536855082     30.563 
454352.000    30.4869910771   114.4537597439     30.292 
454353.000    30.4870434606   114.4538322415     30.065 
454354.000    30.4870889583   114.4539066124     29.915 
454355.000    30.4871269933   114.4539808383     29.775 
454356.000    30.4871568507   114.4540512552     29.709 
454357.000    30.4871801255   114.4541182789     29.692 
454358.000    30.4872000108   114.4541859526     29.710 
454359.000    30.4872180270   114.4542575090     29.747 
454360.000    30.4872324990   114.4543279936     29.810 
454361.000    30.4872438897   114.4544025296     29.877 
454362.000    30.4872508529   114.4544849422     29.914 
454363.000    30.4872543441   114.4545738875     29.962 
454364.000    30.4872554315   114.4546698974     30.025 
454365.000    30.4872549535   114.4547711013     30.192 
454366.000    30.4872535173   114.4548736975     30.172 
454367.000    30.4872520477   114.4549751460     30.178 
454368.000    30.4872505349   114.4550794187     30.239 
454369.000    30.4872483850   114.4551849521     30.302 
454370.000    30.4872449343   114.4552862358     30.364 
454371.000    30.4872411921   114.4553824696     30.435 
454372.000    30.4872377228   114.4554755704     30.493 
454373.000    30.4872343104   114.4555712207     30.554 
454374.000    30.4872303666   114.4556698256     30.616 
454375.000    30.4872260128   114.4557737597     30.664 
454376.000    30.4872214603   114.4558855125     30.719 
454377.000    30.4872170370   114.4560049764     30.815 
454378.000    30.4872129702   114.4561315195     30.914 
454379.000    30.4872090259   114.4562648463     31.009 
454380.000    30.4872046617   114.4564046934     31.121 
454381.000    30.4872005422   114.4565499412     31.234 
454382.000    30.4871967772   114.4566958426     31.343 
454383.000    30.4871936240   114.4568402694     31.473 
454384.000    30.4871917865   114.4569832215     31.611 
454385.000    30.4871918222   114.4571229853     31.744 
454386.000    30.4871932294   114.4572572934     31.844 
454387.000    30.4871945626   114.4573857462     32.010 
454388.000    30.4871960265   114.4575081842     32.113 
454389.000    30.4871970267   114.4576235697     32.228 
454390.000    30.4871971650   114.4577310897     32.345 
454391.000    30.4871981593   114.4578325206     32.436 
454392.000    30.4872007329   114.4579285878     32.539 
454393.000    30.4872035221   114.4580165732     32.638 
454394.000    30.4872049027   114.4580910988     32.720 
454395.000    30.4872051948   114.4581536670     32.780 
454396.000    30.4872052996   114.4582043320     32.820 
454397.000    30.4872053435   114.4582437674     32.858 
454398.000    30.4872056557   114.4582719472     32.885 
454399.000    30.4872061211   114.4582958968     32.900 
454400.000    30.4872066405   114.4583147203     32.907 
454401.000    30.4872070960   114.4583288415     32.918 
454402.000    30.4872073738   114.4583368931     32.924 
454403.000    30.4872074728   114.4583396595     32.923 
454404.000    30.4872074659   114.4583396790     32.920 
454405.000    30.4872074610   114.4583396841     32.917 
454406.000    30.4872074721   114.4583396798     32.917 
454407.000    30.4872074768   114.4583396745     32.917 
454408.000    30.4872074763   114.4583396687     32.917 
454409.000    30.4872074666   114.4583396653     32.918 
454410.000    30.4872074627   114.4583396820     32.919 
454411.000    30.4872074748   114.4583397046     32.917 
454412.000    30.4872074883   114.4583397784     32.915 
454413.000    30.4872075652   114.4583417974     32.919 
454414.000    30.4872079684   114.4583505268     32.935 
454415.000    30.4872086740   114.4583655769     32.956 
454416.000    30.4872096741   114.4583888441     32.988 
454417.000    30.4872108431   114.4584171973     33.023 
454418.000    30.4872118786   114.4584416429     33.043 
454419.000    30.4872129836   114.4584689196     33.070 
454420.000    30.4872140047   114.4584996753     33.104 
454421.000    30.4872154660   114.4585380080     33.151 
454422.000    30.4872178121   114.4585782213     33.202 
454423.000    30.4872212722   114.4586226463     33.241 
454424.000    30.4872253592   114.4586770599     33.298 
454425.000    30.4872295962   114.4587364825     33.368 
454426.000    30.4872337921   114.4588013548     33.439 
454427.000    30.4872381948   114.4588757343     33.520 
454428.000    30.4872428325   114.4589600305     33.586 
454429.000    30.4872476933   114.4590463610     33.657 
454430.000    30.4872528682   114.4591277669     33.718 
454431.000    30.4872581715   114.4592042545     33.776 
454432.000    30.4872640733   114.4592803599     33.832 
454433.000    30.4872700474   114.4593567555     33.892 
454434.000    30.4872717682   114.4594268649     33.910 
454435.000    30.4872728704   114.4594749926     33.919 
454436.000    30.4872744826   114.4595077723     33.923 
454437.000    30.4872777380   114.4595475218     33.945 
454438.000    30.4872839060   114.4595988383     33.991 
454439.000    30.4872929666   114.4596611772     34.021 
454440.000    30.4873034676   114.4597334940     34.056 
454441.000    30.4873138058   114.4598033399     34.101 
454442.000    30.4873201122   114.4598516425     34.156 
454443.000    30.4873236296   114.4598817367     34.176 
454444.000    30.4873275025   114.4599177147     34.186 
454445.000    30.4873330465   114.4599672523     34.196 
454446.000    30.4873395690   114.4600301524     34.204 
454447.000    30.4873465971   114.4601055715     34.207 
454448.000    30.4873553348   114.4601921891     34.205 
454449.000    30.4873654630   114.4602890582     34.211 
454450.000    30.4873762335   114.4603954014     34.229 
454451.000    30.4873882127   114.4605110023     34.201 
454452.000    30.4874018828   114.4606346444     34.177 
454453.000    30.4874165754   114.4607628522     34.104 
454454.000    30.4874325905   114.4608925598     34.035 
454455.000    30.4874487034   114.4610197196     33.987 
454456.000    30.4874643885   114.4611460552     33.889 
454457.000    30.4874803531   114.4612713328     33.806 
454458.000    30.4874973189   114.4613902344     33.731 
454459.000    30.4875136833   114.4614991631     33.651 
454460.000    30.4875295427   114.4616009806     33.628 
454461.000    30.4875443472   114.4616960581     33.595 
454462.000    30.4875575646   114.4617801270     33.531 
454463.000    30.4875684263   114.4618496983     33.489 
454464.000    30.4875765129   114.4619002800     33.463 
454465.000    30.4875838793   114.4619337615     33.436 
454466.000    30.4875950608   114.4619607602     33.416 
454467.000    30.4876080400   114.4619843747     33.399 
454468.000    30.4876237278   114.4620116962     33.377 
454469.000    30.4876439581   114.4620536790     33.334 
454470.000    30.4876634882   114.4621105630     33.308 
454471.000    30.4876797320   114.4621817561     33.274 
454472.000    30.4876951259   114.4622658487     33.230 
454473.000    30.4877123038   114.4623610705     33.168 
454474.000    30.4877320345   114.4624665146     33.104 
454475.000    30.4877537139   114.4625816410     33.053 
454476.000    30.4877771672   114.4627049087     32.971 
454477.000    30.4878021851   114.4628336220     32.883 
454478.000    30.4878287180   114.4629652112     32.788 
454479.000    30.4878562535   114.4631016648     32.704 
454480.000    30.4878856866   114.4632444522     32.602 
454481.000    30.4879171440   114.4633932804     32.498 
454482.000    30.4879485234   114.4635411267     32.397 
454483.000    30.4879793120   114.4636831190     32.307 
454484.000    30.4880092941   114.4638197324     32.205 
454485.000    30.4880387017   114.4639506201     32.091 
454486.000    30.4880650089   114.4640692003     32.024 
454487.000    30.4880858675   114.4641722083     31.934 
454488.000    30.4881028535   114.4642647776     31.869 
454489.000    30.4881187529   114.4643541494     31.815 
454490.000    30.4881348625   114.4644425749     31.787 
454491.000    30.4881518345   114.4645328360     31.749 
454492.000    30.4881691926   114.4646264617     31.700 
454493.000    30.4881872452   114.4647235128     31.589 
454494.000    30.4882062111   114.4648238833     31.528 
454495.000    30.4882254912   114.4649272521     31.431 
454496.000    30.4882444357   114.4650310182     31.351 
454497.000    30.4882626737   114.4651321476     31.274 
454498.000    30.4882805259   114.4652296675     31.219 
454499.000    30.4882984691   114.4653271048     31.152 
454500.000    30.4883165048   114.4654257206     31.085 
454501.000    30.4883339790   114.4655211276     31.013 
454502.000    30.4883504369   114.4656093258     30.943 
454503.000    30.4883654404   114.4656879972     30.882 
