+ (1)  软件版本信息
-      软件版本 = " version:2.3.0725 "
-      版权声明 = " 武汉迈普时空导航科技有限公司@CopyRight 2011-2018 "

+ (2)  数据路径
-      工程路径 = " E:/NavData/IntegratedNavData/20200703wnlbs/5/5.ini "
-      数据(惯导) = " E:/NavData/IntegratedNavData/20200703wnlbs/Com18_0703143107_around_wnlbs.bin "
-      数据(流动) = " E:/NavData/IntegratedNavData/20200703wnlbs/5/GNSS/5.pos "
-      数据(结果) = " E:/NavData/IntegratedNavData/20200703wnlbs/5/Loose "

+ (3)  重要处理参数
-      处理模式 = " 松组合 "
-      惯导仪器型号 = "  "
-      杆臂安装信息 = " -0.700,-0.250,-0.700 "杆臂量取至L1相位中心
-      目标杆臂信息 = " -0.700,-0.250,-0.700 "
-      基准站的坐标 = "   30 29 17.598715, 114 33 26.740074, 72.2410(m),  0.0000(m),GSL1-2020_07_03 "

+ (4)  时间信息
-      时间(导出) = " 2020/07/13 15:03:36 "
-      时间(数据) = " 2020/07/03 06:31:46 ~ 2020/07/03 07:21:06 "
-      时间(处理) = " 2020/07/03 06:32:33 ~ 2020/07/03 07:21:06 "

+ (5)  结果描述
-      平面投影信息 = 3度带投影,带号38,中央经线114,投影类型:高斯投影

+ (6)  文本输出信息
-      GPSTime      = GPS周内秒                         
456022.000    30.4830247543   114.5602050095     20.392 
456023.000    30.4830250761   114.5601051874     20.350 
456024.000    30.4830254884   114.5600063857     20.308 
456025.000    30.4830262693   114.5599089716     20.256 
456026.000    30.4830300804   114.5598129004     20.235 
456027.000    30.4830357935   114.5597177620     20.196 
456028.000    30.4830415600   114.5596252355     20.154 
456029.000    30.4830448810   114.5595364514     20.131 
456030.000    30.4830453680   114.5594501878     20.125 
456031.000    30.4830449157   114.5593641829     20.099 
456032.000    30.4830443309   114.5592779308     20.056 
456033.000    30.4830433846   114.5591892686     20.036 
456034.000    30.4830421765   114.5590977711     20.013 
456035.000    30.4830409422   114.5590040706     19.993 
456036.000    30.4830396051   114.5589079798     19.983 
456037.000    30.4830380579   114.5588073432     19.882 
456038.000    30.4830361536   114.5587020736     19.854 
456039.000    30.4830342156   114.5585930694     19.892 
456040.000    30.4830329738   114.5584814107     19.939 
456041.000    30.4830330149   114.5583672220     20.023 
456042.000    30.4830344937   114.5582496792     20.165 
456043.000    30.4830371975   114.5581285801     20.388 
456044.000    30.4830406550   114.5580054337     20.615 
456045.000    30.4830429913   114.5578813234     20.876 
456046.000    30.4830437543   114.5577564613     21.162 
456047.000    30.4830432813   114.5576308640     21.452 
456048.000    30.4830417197   114.5575042696     21.763 
456049.000    30.4830392192   114.5573761692     22.049 
456050.000    30.4830361267   114.5572464498     22.335 
456051.000    30.4830333913   114.5571152634     22.648 
456052.000    30.4830311656   114.5569826932     22.960 
456053.000    30.4830297444   114.5568487291     23.280 
456054.000    30.4830295185   114.5567133863     23.591 
456055.000    30.4830296978   114.5565766109     23.916 
456056.000    30.4830304879   114.5564385391     24.246 
456057.000    30.4830317571   114.5562998316     24.547 
456058.000    30.4830327713   114.5561613846     24.878 
456059.000    30.4830334601   114.5560252049     25.189 
456060.000    30.4830338356   114.5558924941     25.489 
456061.000    30.4830344040   114.5557618395     25.793 
456062.000    30.4830354479   114.5556306212     26.087 
456063.000    30.4830367906   114.5554977151     26.409 
456064.000    30.4830375910   114.5553631988     26.720 
456065.000    30.4830375395   114.5552277686     27.040 
456066.000    30.4830372701   114.5550921572     27.382 
456067.000    30.4830365586   114.5549547246     27.698 
456068.000    30.4830358375   114.5548156932     28.003 
456069.000    30.4830351268   114.5546774017     28.317 
456070.000    30.4830353354   114.5545385956     28.665 
456071.000    30.4830366530   114.5543995675     28.998 
456072.000    30.4830382854   114.5542624882     29.294 
456073.000    30.4830392592   114.5541260583     29.558 
456074.000    30.4830402159   114.5539904660     29.772 
456075.000    30.4830412777   114.5538551757     29.910 
456076.000    30.4830425120   114.5537182761     29.960 
456077.000    30.4830435872   114.5535781564     29.945 
456078.000    30.4830442667   114.5534358088     29.865 
456079.000    30.4830448872   114.5532925331     29.708 
456080.000    30.4830456360   114.5531477978     29.426 
456081.000    30.4830464392   114.5530008268     29.088 
456082.000    30.4830471754   114.5528511331     28.672 
456083.000    30.4830477553   114.5527002486     28.262 
456084.000    30.4830480847   114.5525502721     27.867 
456085.000    30.4830481999   114.5524013577     27.474 
456086.000    30.4830482758   114.5522535028     27.079 
456087.000    30.4830485376   114.5521068011     26.697 
456088.000    30.4830491398   114.5519611391     26.305 
456089.000    30.4830497733   114.5518164079     25.906 
456090.000    30.4830503067   114.5516723612     25.454 
456091.000    30.4830509723   114.5515288205     24.983 
456092.000    30.4830521835   114.5513856971     24.519 
456093.000    30.4830535932   114.5512428859     24.024 
456094.000    30.4830550865   114.5511004995     23.566 
456095.000    30.4830565542   114.5509582021     23.013 
456096.000    30.4830576150   114.5508159648     22.499 
456097.000    30.4830584360   114.5506737025     21.959 
456098.000    30.4830592321   114.5505314489     21.425 
456099.000    30.4830600809   114.5503891292     20.873 
456100.000    30.4830611426   114.5502467143     20.328 
456101.000    30.4830623506   114.5501042207     19.760 
456102.000    30.4830634672   114.5499619004     19.339 
456103.000    30.4830644294   114.5498205689     18.989 
456104.000    30.4830653432   114.5496806722     18.755 
456105.000    30.4830662421   114.5495429776     18.602 
456106.000    30.4830671618   114.5494081552     18.539 
456107.000    30.4830678406   114.5492768006     18.567 
456108.000    30.4830686535   114.5491498195     18.640 
456109.000    30.4830692618   114.5490270568     18.704 
456110.000    30.4830693936   114.5489086299     18.774 
456111.000    30.4830691405   114.5487944537     18.793 
456112.000    30.4830688419   114.5486842058     18.823 
456113.000    30.4830685601   114.5485742343     18.862 
456114.000    30.4830682880   114.5484607685     18.907 
456115.000    30.4830677233   114.5483442257     18.947 
456116.000    30.4830670937   114.5482276084     18.996 
456117.000    30.4830670241   114.5481116099     19.049 
456118.000    30.4830676570   114.5479928087     19.093 
456119.000    30.4830683316   114.5478709368     19.117 
456120.000    30.4830679295   114.5477492997     19.130 
456121.000    30.4830659034   114.5476277226     19.073 
456122.000    30.4830665184   114.5475021300     18.959 
456123.000    30.4830673380   114.5473718565     18.840 
456124.000    30.4830682547   114.5472393431     18.720 
456125.000    30.4830695415   114.5471064190     18.571 
456126.000    30.4830709412   114.5469716894     18.461 
456127.000    30.4830722363   114.5468357137     18.334 
456128.000    30.4830734549   114.5467018905     18.229 
456129.000    30.4830746126   114.5465708946     18.113 
456130.000    30.4830754174   114.5464423436     17.998 
456131.000    30.4830760229   114.5463142620     17.856 
456132.000    30.4830766785   114.5461859935     17.767 
456133.000    30.4830781230   114.5460578692     17.675 
456134.000    30.4830803759   114.5459302282     17.632 
456135.000    30.4830823274   114.5458036745     17.625 
456136.000    30.4830831648   114.5456780012     17.654 
456137.000    30.4830839001   114.5455525842     17.742 
456138.000    30.4830850441   114.5454269328     17.842 
456139.000    30.4830863255   114.5453035963     17.942 
456140.000    30.4830876297   114.5451843012     18.020 
456141.000    30.4830890270   114.5450661076     18.125 
456142.000    30.4830911758   114.5449491852     18.222 
456143.000    30.4830938391   114.5448366858     18.297 
456144.000    30.4830964861   114.5447287033     18.378 
456145.000    30.4830989773   114.5446255996     18.467 
456146.000    30.4831011768   114.5445274622     18.566 
456147.000    30.4831028270   114.5444343432     18.623 
456148.000    30.4831034076   114.5443463976     18.701 
456149.000    30.4831036979   114.5442634748     18.751 
456150.000    30.4831035742   114.5441863016     18.823 
456151.000    30.4831032706   114.5441144726     18.874 
456152.000    30.4831030465   114.5440483209     18.886 
456153.000    30.4831026995   114.5439880849     18.917 
456154.000    30.4831025945   114.5439309218     18.914 
456155.000    30.4831024002   114.5438725233     18.870 
456156.000    30.4831023524   114.5438119664     18.834 
456157.000    30.4831024932   114.5437489178     18.820 
456158.000    30.4831027545   114.5436831748     18.805 
456159.000    30.4831028356   114.5436131176     18.773 
456160.000    30.4831028923   114.5435366356     18.731 
456161.000    30.4831025297   114.5434544952     18.749 
456162.000    30.4831019827   114.5433681961     18.768 
456163.000    30.4831014008   114.5432767220     18.664 
456164.000    30.4831005116   114.5431788486     18.566 
456165.000    30.4830993634   114.5430749082     18.486 
456166.000    30.4830979075   114.5429656577     18.411 
456167.000    30.4830965612   114.5428516009     18.352 
456168.000    30.4830961580   114.5427330144     18.162 
456169.000    30.4830959642   114.5426092762     17.948 
456170.000    30.4830960519   114.5424804727     17.663 
456171.000    30.4830962947   114.5423466371     17.366 
456172.000    30.4830964740   114.5422081608     17.143 
456173.000    30.4830965699   114.5420667577     16.918 
456174.000    30.4830968560   114.5419262693     16.713 
456175.000    30.4830971197   114.5417856552     16.531 
456176.000    30.4830972089   114.5416446086     16.366 
456177.000    30.4830967710   114.5415026413     16.174 
456178.000    30.4830964298   114.5413596978     16.002 
456179.000    30.4830962089   114.5412164646     15.813 
456180.000    30.4830959836   114.5410751212     15.633 
456181.000    30.4830957854   114.5409363026     15.455 
456182.000    30.4830951975   114.5407995484     15.275 
456183.000    30.4830949080   114.5406651028     15.094 
456184.000    30.4830957549   114.5405328257     14.890 
456185.000    30.4830977086   114.5404043124     14.853 
456186.000    30.4831012296   114.5402792702     14.902 
456187.000    30.4831044199   114.5401601226     14.961 
456188.000    30.4831072929   114.5400523392     15.089 
456189.000    30.4831090680   114.5399594664     15.240 
456190.000    30.4831100387   114.5398827607     15.369 
456191.000    30.4831101846   114.5398226508     15.459 
456192.000    30.4831098807   114.5397748404     15.518 
456193.000    30.4831094446   114.5397338835     15.578 
456194.000    30.4831087666   114.5396872674     15.664 
456195.000    30.4831079901   114.5396369903     15.720 
456196.000    30.4831071942   114.5395797446     15.841 
456197.000    30.4831070454   114.5395146624     15.999 
456198.000    30.4831071366   114.5394413921     16.121 
456199.000    30.4831070107   114.5393602748     16.269 
456200.000    30.4831069298   114.5392718481     16.411 
456201.000    30.4831065998   114.5391773115     16.549 
456202.000    30.4831088397   114.5390777519     16.671 
456203.000    30.4831141694   114.5389721190     16.818 
456204.000    30.4831201988   114.5388606397     16.985 
456205.000    30.4831259148   114.5387434533     17.164 
456206.000    30.4831313614   114.5386207395     17.334 
456207.000    30.4831369362   114.5384928705     17.535 
456208.000    30.4831427889   114.5383597772     17.708 
456209.000    30.4831480702   114.5382216943     17.870 
456210.000    30.4831507597   114.5380789153     17.986 
456211.000    30.4831505396   114.5379342174     18.078 
456212.000    30.4831487024   114.5377886292     18.119 
456213.000    30.4831454525   114.5376426552     18.237 
456214.000    30.4831416035   114.5374998863     18.375 
456215.000    30.4831395248   114.5373641752     18.436 
456216.000    30.4831403725   114.5372369524     18.495 
456217.000    30.4831411352   114.5371208228     18.583 
456218.000    30.4831414788   114.5370181142     18.657 
456219.000    30.4831423531   114.5369282773     18.711 
456220.000    30.4831429688   114.5368500628     18.752 
456221.000    30.4831428960   114.5367808121     18.831 
456222.000    30.4831427785   114.5367188362     18.890 
456223.000    30.4831427084   114.5366646637     18.934 
456224.000    30.4831427822   114.5366197250     18.962 
456225.000    30.4831429444   114.5365840073     18.993 
456226.000    30.4831431727   114.5365474596     19.024 
456227.000    30.4831433841   114.5365046234     19.049 
456228.000    30.4831434706   114.5364655669     19.077 
456229.000    30.4831435080   114.5364349215     19.094 
456230.000    30.4831435251   114.5364088436     19.110 
456231.000    30.4831435262   114.5363884133     19.129 
456232.000    30.4831435256   114.5363770780     19.140 
456233.000    30.4831435248   114.5363741470     19.146 
456234.000    30.4831435324   114.5363741993     19.150 
456235.000    30.4831435277   114.5363741913     19.152 
456236.000    30.4831435223   114.5363741842     19.152 
456237.000    30.4831435108   114.5363741773     19.153 
456238.000    30.4831435096   114.5363741893     19.152 
456239.000    30.4831435153   114.5363741934     19.152 
456240.000    30.4831435199   114.5363742035     19.152 
456241.000    30.4831435164   114.5363741925     19.154 
456242.000    30.4831435120   114.5363741929     19.153 
456243.000    30.4831435092   114.5363741988     19.152 
456244.000    30.4831435119   114.5363742013     19.152 
456245.000    30.4831435174   114.5363742054     19.153 
456246.000    30.4831435138   114.5363741969     19.153 
456247.000    30.4831435073   114.5363742026     19.155 
456248.000    30.4831434986   114.5363741942     19.155 
456249.000    30.4831434991   114.5363729371     19.154 
456250.000    30.4831435095   114.5363676512     19.158 
456251.000    30.4831434755   114.5363564684     19.172 
456252.000    30.4831433557   114.5363449494     19.185 
456253.000    30.4831433203   114.5363411834     19.189 
456254.000    30.4831433235   114.5363412537     19.190 
456255.000    30.4831433243   114.5363412543     19.188 
456256.000    30.4831433270   114.5363412509     19.187 
456257.000    30.4831433280   114.5363412463     19.187 
456258.000    30.4831433278   114.5363412465     19.188 
456259.000    30.4831433189   114.5363412453     19.191 
456260.000    30.4831433260   114.5363412358     19.192 
456261.000    30.4831433280   114.5363412479     19.192 
456262.000    30.4831433281   114.5363412537     19.190 
456263.000    30.4831433290   114.5363412556     19.189 
456264.000    30.4831433281   114.5363412568     19.188 
456265.000    30.4831433269   114.5363412595     19.187 
456266.000    30.4831433262   114.5363412561     19.189 
456267.000    30.4831433228   114.5363412522     19.189 
456268.000    30.4831433149   114.5363410724     19.190 
456269.000    30.4831432746   114.5363382699     19.194 
456270.000    30.4831424577   114.5363252028     19.210 
456271.000    30.4831397631   114.5362960851     19.231 
456272.000    30.4831361319   114.5362507514     19.247 
456273.000    30.4831321323   114.5361910887     19.292 
456274.000    30.4831280075   114.5361193945     19.352 
456275.000    30.4831238408   114.5360368267     19.315 
456276.000    30.4831204758   114.5359443071     19.141 
456277.000    30.4831184636   114.5358427591     18.994 
456278.000    30.4831181425   114.5357342017     18.809 
456279.000    30.4831185569   114.5356249949     18.658 
456280.000    30.4831193228   114.5355126764     18.506 
456281.000    30.4831204634   114.5353961718     18.336 
456282.000    30.4831216065   114.5352769145     18.149 
456283.000    30.4831217888   114.5351561140     18.010 
456284.000    30.4831210531   114.5350310849     17.857 
456285.000    30.4831199794   114.5349007016     17.676 
456286.000    30.4831192036   114.5347645228     17.481 
456287.000    30.4831188409   114.5346229474     17.290 
456288.000    30.4831191417   114.5344763301     17.073 
456289.000    30.4831200105   114.5343249012     16.865 
456290.000    30.4831213520   114.5341725462     16.639 
456291.000    30.4831228472   114.5340226028     16.414 
456292.000    30.4831247791   114.5338761973     16.211 
456293.000    30.4831266501   114.5337366257     16.014 
456294.000    30.4831276603   114.5336065989     15.838 
456295.000    30.4831279376   114.5334871472     15.702 
456296.000    30.4831283698   114.5333776136     15.559 
456297.000    30.4831290724   114.5332782511     15.408 
456298.000    30.4831300016   114.5331905205     15.281 
456299.000    30.4831310016   114.5331154514     15.181 
456300.000    30.4831320519   114.5330539534     15.091 
456301.000    30.4831328772   114.5330075109     15.028 
456302.000    30.4831313637   114.5329745317     14.990 
456303.000    30.4831218555   114.5329502759     14.983 
456304.000    30.4831056164   114.5329372144     14.968 
456305.000    30.4830848527   114.5329353875     14.941 
456306.000    30.4830632026   114.5329485297     14.908 
456307.000    30.4830524046   114.5329722775     14.908 
456308.000    30.4830534516   114.5329993658     14.950 
456309.000    30.4830605451   114.5330365345     15.018 
456310.000    30.4830691487   114.5330865752     15.104 
456311.000    30.4830780830   114.5331483110     15.221 
456312.000    30.4830862734   114.5332210119     15.331 
456313.000    30.4830926011   114.5333039045     15.450 
456314.000    30.4830962997   114.5333948100     15.598 
456315.000    30.4830974870   114.5334893087     15.718 
456316.000    30.4830976961   114.5335876347     15.829 
456317.000    30.4830975546   114.5336880681     15.965 
456318.000    30.4830970653   114.5337897763     16.113 
456319.000    30.4830964215   114.5338929263     16.269 
456320.000    30.4830955591   114.5339941362     16.394 
456321.000    30.4830943507   114.5340948693     16.521 
456322.000    30.4830930898   114.5341963881     16.661 
456323.000    30.4830911974   114.5342953539     16.803 
456324.000    30.4830885731   114.5343936789     16.946 
456325.000    30.4830854700   114.5344917898     17.064 
456326.000    30.4830822231   114.5345862014     17.190 
456327.000    30.4830792838   114.5346799654     17.347 
456328.000    30.4830765438   114.5347702537     17.481 
456329.000    30.4830740655   114.5348553443     17.595 
456330.000    30.4830719544   114.5349374144     17.705 
456331.000    30.4830702566   114.5350140593     17.815 
456332.000    30.4830689116   114.5350854449     17.918 
456333.000    30.4830679185   114.5351536219     18.005 
456334.000    30.4830671447   114.5352159932     18.089 
456335.000    30.4830666676   114.5352713015     18.157 
456336.000    30.4830663458   114.5353181725     18.220 
456337.000    30.4830660510   114.5353576615     18.266 
456338.000    30.4830657762   114.5353927068     18.314 
456339.000    30.4830654911   114.5354221549     18.353 
456340.000    30.4830652594   114.5354487681     18.389 
456341.000    30.4830651077   114.5354730361     18.427 
456342.000    30.4830649610   114.5354949220     18.461 
456343.000    30.4830647409   114.5355166235     18.494 
456344.000    30.4830645428   114.5355399658     18.528 
456345.000    30.4830643541   114.5355613819     18.555 
456346.000    30.4830640929   114.5355820642     18.580 
456347.000    30.4830638432   114.5356027013     18.610 
456348.000    30.4830635617   114.5356233113     18.643 
456349.000    30.4830633496   114.5356437331     18.673 
456350.000    30.4830631914   114.5356600078     18.696 
456351.000    30.4830631028   114.5356707370     18.715 
456352.000    30.4830630038   114.5356784772     18.728 
456353.000    30.4830628548   114.5356866770     18.735 
456354.000    30.4830626337   114.5357014173     18.746 
456355.000    30.4830621115   114.5357267309     18.774 
456356.000    30.4830615578   114.5357624811     18.821 
456357.000    30.4830608135   114.5358071168     18.886 
456358.000    30.4830605157   114.5358584787     18.972 
456359.000    30.4830634937   114.5359178029     19.083 
456360.000    30.4830703288   114.5359854044     19.208 
456361.000    30.4830781585   114.5360614318     19.344 
456362.000    30.4830840993   114.5361459515     19.342 
456363.000    30.4830868275   114.5362387960     19.247 
456364.000    30.4830875780   114.5363393251     19.195 
456365.000    30.4830879046   114.5364461108     19.122 
456366.000    30.4830881620   114.5365568414     19.047 
456367.000    30.4830883047   114.5366718100     18.960 
456368.000    30.4830885323   114.5367902125     18.882 
456369.000    30.4830887797   114.5369107901     18.745 
456370.000    30.4830882836   114.5370314756     18.677 
456371.000    30.4830873669   114.5371515938     18.604 
456372.000    30.4830859439   114.5372711964     18.534 
456373.000    30.4830850350   114.5373897992     18.471 
456374.000    30.4830848126   114.5375075560     18.397 
456375.000    30.4830851310   114.5376267752     18.325 
456376.000    30.4830856921   114.5377483732     18.239 
456377.000    30.4830861385   114.5378721849     18.191 
456378.000    30.4830859157   114.5379964427     18.121 
456379.000    30.4830853872   114.5381178566     18.031 
456380.000    30.4830842367   114.5382361153     17.927 
456381.000    30.4830824924   114.5383512727     17.770 
456382.000    30.4830800088   114.5384606986     17.598 
456383.000    30.4830774790   114.5385614474     17.451 
456384.000    30.4830758441   114.5386542392     17.300 
456385.000    30.4830753528   114.5387388043     17.157 
456386.000    30.4830757393   114.5388149831     17.021 
456387.000    30.4830766282   114.5388821407     16.925 
456388.000    30.4830773090   114.5389400189     16.860 
456389.000    30.4830778917   114.5389922232     16.775 
456390.000    30.4830781693   114.5390415425     16.691 
456391.000    30.4830779118   114.5390977723     16.619 
456392.000    30.4830771868   114.5391642107     16.525 
456393.000    30.4830760211   114.5392408762     16.432 
456394.000    30.4830744387   114.5393273358     16.310 
456395.000    30.4830729356   114.5394228420     16.157 
456396.000    30.4830712132   114.5395266175     15.977 
456397.000    30.4830696222   114.5396384204     15.706 
456398.000    30.4830680021   114.5397570401     15.530 
456399.000    30.4830666371   114.5398821110     15.369 
456400.000    30.4830653231   114.5400131591     15.139 
456401.000    30.4830648305   114.5401500117     14.963 
456402.000    30.4830649417   114.5402915974     14.879 
456403.000    30.4830652509   114.5404371226     14.873 
456404.000    30.4830664048   114.5405853394     14.961 
456405.000    30.4830678969   114.5407351190     15.196 
456406.000    30.4830692037   114.5408842333     15.373 
456407.000    30.4830701030   114.5410303004     15.569 
456408.000    30.4830701546   114.5411737790     15.760 
456409.000    30.4830693995   114.5413160204     15.925 
456410.000    30.4830678561   114.5414575236     16.133 
456411.000    30.4830658602   114.5415984668     16.291 
456412.000    30.4830635340   114.5417390469     16.466 
456413.000    30.4830606797   114.5418778923     16.655 
456414.000    30.4830571192   114.5420118061     16.864 
456415.000    30.4830532053   114.5421406733     17.043 
456416.000    30.4830488657   114.5422673664     17.244 
456417.000    30.4830441622   114.5423907325     17.428 
456418.000    30.4830401567   114.5425080572     17.665 
456419.000    30.4830377526   114.5426149719     17.929 
456420.000    30.4830376644   114.5427084718     18.137 
456421.000    30.4830387509   114.5427877443     18.283 
456422.000    30.4830396671   114.5428528570     18.351 
456423.000    30.4830403643   114.5429048621     18.379 
456424.000    30.4830406459   114.5429429059     18.389 
456425.000    30.4830406749   114.5429705944     18.405 
456426.000    30.4830405277   114.5429949032     18.426 
456427.000    30.4830403012   114.5430154136     18.445 
456428.000    30.4830400511   114.5430330068     18.456 
456429.000    30.4830397876   114.5430483260     18.463 
456430.000    30.4830395420   114.5430597821     18.464 
456431.000    30.4830393225   114.5430671670     18.466 
456432.000    30.4830392122   114.5430710338     18.467 
456433.000    30.4830391873   114.5430717545     18.466 
456434.000    30.4830391890   114.5430717490     18.465 
456435.000    30.4830391907   114.5430717430     18.464 
456436.000    30.4830391967   114.5430717319     18.465 
456437.000    30.4830392043   114.5430717359     18.467 
456438.000    30.4830391815   114.5430722649     18.468 
456439.000    30.4830390439   114.5430776154     18.470 
456440.000    30.4830384262   114.5430951567     18.476 
456441.000    30.4830373310   114.5431276041     18.493 
456442.000    30.4830361828   114.5431749465     18.525 
456443.000    30.4830361213   114.5432346809     18.579 
456444.000    30.4830373393   114.5433046566     18.622 
456445.000    30.4830389955   114.5433839092     18.696 
456446.000    30.4830404643   114.5434718843     18.721 
456447.000    30.4830418632   114.5435676869     18.713 
456448.000    30.4830435229   114.5436699336     18.778 
456449.000    30.4830447483   114.5437788019     18.817 
456450.000    30.4830453089   114.5438945527     18.868 
456451.000    30.4830451427   114.5440164161     18.867 
456452.000    30.4830451415   114.5441420277     18.794 
456453.000    30.4830453745   114.5442713455     18.707 
456454.000    30.4830455138   114.5444047770     18.630 
456455.000    30.4830454837   114.5445411339     18.532 
456456.000    30.4830461291   114.5446795196     18.422 
456457.000    30.4830471409   114.5448211838     18.311 
456458.000    30.4830482055   114.5449662336     18.209 
456459.000    30.4830491523   114.5451148483     18.072 
456460.000    30.4830494965   114.5452675455     17.971 
456461.000    30.4830497985   114.5454239819     17.855 
456462.000    30.4830497058   114.5455821797     17.736 
456463.000    30.4830491748   114.5457412848     17.636 
456464.000    30.4830484945   114.5459025619     17.612 
456465.000    30.4830476235   114.5460638887     17.709 
456466.000    30.4830464025   114.5462231011     17.824 
456467.000    30.4830451207   114.5463826836     17.955 
456468.000    30.4830437671   114.5465435453     18.093 
456469.000    30.4830431296   114.5467065773     18.240 
456470.000    30.4830431495   114.5468720373     18.368 
456471.000    30.4830432525   114.5470371910     18.516 
456472.000    30.4830428107   114.5472001727     18.690 
456473.000    30.4830421046   114.5473614859     18.844 
456474.000    30.4830415678   114.5475211320     18.977 
456475.000    30.4830413162   114.5476820235     19.110 
456476.000    30.4830413851   114.5478446689     19.153 
456477.000    30.4830403746   114.5480087240     19.093 
456478.000    30.4830385888   114.5481751658     19.047 
456479.000    30.4830373108   114.5483447375     18.954 
456480.000    30.4830364907   114.5485165409     18.891 
456481.000    30.4830361156   114.5486881572     18.822 
456482.000    30.4830360615   114.5488608358     18.799 
456483.000    30.4830358685   114.5490363517     18.715 
456484.000    30.4830347311   114.5492149933     18.645 
456485.000    30.4830331254   114.5493966348     18.581 
456486.000    30.4830317368   114.5495809324     18.662 
456487.000    30.4830303926   114.5497670160     18.922 
456488.000    30.4830290519   114.5499542725     19.337 
456489.000    30.4830278365   114.5501418850     19.911 
456490.000    30.4830266485   114.5503291996     20.682 
456491.000    30.4830253211   114.5505159836     21.367 
456492.000    30.4830241703   114.5507025121     22.066 
456493.000    30.4830232262   114.5508887515     22.764 
456494.000    30.4830222106   114.5510746814     23.484 
456495.000    30.4830214978   114.5512606760     24.095 
456496.000    30.4830211069   114.5514465952     24.715 
456497.000    30.4830210473   114.5516327368     25.311 
456498.000    30.4830210703   114.5518191254     25.923 
456499.000    30.4830209941   114.5520059690     26.462 
456500.000    30.4830202707   114.5521936920     26.981 
456501.000    30.4830194461   114.5523822271     27.494 
456502.000    30.4830188182   114.5525715941     27.987 
456503.000    30.4830185216   114.5527617713     28.489 
456504.000    30.4830182129   114.5529524371     28.985 
456505.000    30.4830171325   114.5531421291     29.415 
456506.000    30.4830153489   114.5533285331     29.760 
456507.000    30.4830139132   114.5535118125     29.907 
456508.000    30.4830128509   114.5536933335     29.953 
456509.000    30.4830111573   114.5538749622     29.890 
456510.000    30.4830093648   114.5540581942     29.688 
456511.000    30.4830083594   114.5542441842     29.315 
456512.000    30.4830081069   114.5544334574     28.906 
456513.000    30.4830086136   114.5546262336     28.437 
456514.000    30.4830094493   114.5548226001     27.975 
456515.000    30.4830105450   114.5550224656     27.517 
456516.000    30.4830109231   114.5552249105     27.029 
456517.000    30.4830096628   114.5554295409     26.569 
456518.000    30.4830078907   114.5556332655     26.088 
456519.000    30.4830063749   114.5558348335     25.626 
456520.000    30.4830048627   114.5560343229     25.182 
456521.000    30.4830024845   114.5562317475     24.706 
456522.000    30.4830001902   114.5564270872     24.269 
456523.000    30.4829977553   114.5566203448     23.805 
456524.000    30.4829954562   114.5568113950     23.351 
456525.000    30.4829932360   114.5570003645     22.920 
456526.000    30.4829910752   114.5571871755     22.486 
456527.000    30.4829890211   114.5573718926     22.055 
456528.000    30.4829871178   114.5575549726     21.654 
456529.000    30.4829863042   114.5577383502     21.202 
456530.000    30.4829853839   114.5579232875     20.813 
456531.000    30.4829838033   114.5581067300     20.435 
456532.000    30.4829817553   114.5582869790     20.124 
456533.000    30.4829779394   114.5584603506     19.946 
456534.000    30.4829733631   114.5586255654     19.867 
456535.000    30.4829686926   114.5587821301     19.854 
456536.000    30.4829641569   114.5589259236     19.967 
456537.000    30.4829614086   114.5590462697     19.984 
456538.000    30.4829624492   114.5591358663     20.007 
456539.000    30.4829685984   114.5591921040     20.027 
456540.000    30.4829780756   114.5592221255     20.044 
456541.000    30.4829914663   114.5592409426     20.070 
456542.000    30.4830098153   114.5592501473     20.081 
456543.000    30.4830322339   114.5592479811     20.070 
456544.000    30.4830559721   114.5592262864     20.041 
456545.000    30.4830733804   114.5591838249     20.002 
456546.000    30.4830865612   114.5591257253     19.965 
456547.000    30.4830972021   114.5590564354     19.912 
456548.000    30.4831051693   114.5589795439     19.868 
456549.000    30.4831091795   114.5588960211     19.824 
456550.000    30.4831097795   114.5588067291     19.753 
456551.000    30.4831108364   114.5587116489     19.710 
456552.000    30.4831115088   114.5586141960     19.664 
456553.000    30.4831110061   114.5585176402     19.624 
456554.000    30.4831104691   114.5584239467     19.586 
456555.000    30.4831121929   114.5583341617     19.545 
456556.000    30.4831223474   114.5582496611     19.498 
456557.000    30.4831468304   114.5581737751     19.389 
456558.000    30.4831868477   114.5581120071     19.296 
456559.000    30.4832413528   114.5580701832     19.223 
456560.000    30.4833037386   114.5580474330     19.151 
456561.000    30.4833703330   114.5580368370     19.129 
456562.000    30.4834416462   114.5580305951     19.180 
456563.000    30.4835187692   114.5580252372     19.193 
456564.000    30.4836020156   114.5580204411     19.217 
456565.000    30.4836911974   114.5580164939     19.232 
456566.000    30.4837859098   114.5580138901     19.273 
456567.000    30.4838858746   114.5580132369     19.329 
456568.000    30.4839907929   114.5580136632     19.373 
456569.000    30.4841003778   114.5580141227     19.450 
456570.000    30.4842143067   114.5580143169     19.553 
456571.000    30.4843323632   114.5580151923     19.686 
456572.000    30.4844545570   114.5580167491     19.865 
456573.000    30.4845806525   114.5580202399     20.068 
456574.000    30.4847105128   114.5580246516     20.268 
456575.000    30.4848440392   114.5580287121     20.503 
456576.000    30.4849809290   114.5580325693     20.710 
