+ (1)  软件版本信息
-      软件版本 = " version:2.3.0725 "
-      版权声明 = " 武汉迈普时空导航科技有限公司@CopyRight 2011-2018 "

+ (2)  数据路径
-      工程路径 = " E:/NavData/IntegratedNavData/20200703wnlbs/2/2.ini "
-      数据(惯导) = " E:/NavData/IntegratedNavData/20200703wnlbs/Com18_0703133220_2.bin "
-      数据(流动) = " E:/NavData/IntegratedNavData/20200703wnlbs/2/GNSS/2.pos "
-      数据(结果) = " E:/NavData/IntegratedNavData/20200703wnlbs/2/Loose "

+ (3)  重要处理参数
-      处理模式 = " 松组合 "
-      惯导仪器型号 = "  "
-      杆臂安装信息 = " -0.700,-0.250,-0.700 "杆臂量取至L1相位中心
-      目标杆臂信息 = " -0.700,-0.250,-0.700 "
-      基准站的坐标 = "   30 29 17.598715, 114 33 26.740074, 72.2410(m),  0.0000(m),GSL1-2020_07_03 "

+ (4)  时间信息
-      时间(导出) = " 2020/07/13 14:48:42 "
-      时间(数据) = " 2020/07/03 05:32:41 ~ 2020/07/03 05:54:17 "
-      时间(处理) = " 2020/07/03 05:33:00 ~ 2020/07/03 05:47:41 "

+ (5)  结果描述
-      平面投影信息 = 3度带投影,带号38,中央经线114,投影类型:高斯投影

+ (6)  文本输出信息
-      GPSTime      = GPS周内秒                         
452409.000    30.4570886957   114.6603093074     12.706 
452410.000    30.4570886920   114.6603093065     12.707 
452411.000    30.4570886900   114.6603093073     12.708 
452412.000    30.4570886950   114.6603093050     12.707 
452413.000    30.4570886964   114.6603093146     12.709 
452414.000    30.4570886928   114.6603093147     12.710 
452415.000    30.4570886862   114.6603093122     12.709 
452416.000    30.4570886886   114.6603093023     12.708 
452417.000    30.4570886889   114.6603093149     12.708 
452418.000    30.4570886941   114.6603093193     12.708 
452419.000    30.4570886941   114.6603093030     12.709 
452420.000    30.4570886912   114.6603093087     12.708 
452421.000    30.4570886959   114.6603093154     12.706 
452422.000    30.4570886988   114.6603093132     12.705 
452423.000    30.4570890147   114.6603095005     12.705 
452424.000    30.4570926721   114.6603116067     12.692 
452425.000    30.4571022424   114.6603155762     12.657 
452426.000    30.4571165960   114.6603187078     12.609 
452427.000    30.4571350607   114.6603232832     12.549 
452428.000    30.4571576627   114.6603300556     12.468 
452429.000    30.4571833259   114.6603397643     12.376 
452430.000    30.4572137990   114.6603535526     12.294 
452431.000    30.4572498251   114.6603728541     12.225 
452432.000    30.4572899255   114.6603967559     12.163 
452433.000    30.4573344869   114.6604233360     12.090 
452434.000    30.4573843266   114.6604523348     11.977 
452435.000    30.4574400574   114.6604839917     11.901 
452436.000    30.4575008936   114.6605177949     11.778 
452437.000    30.4575670096   114.6605527036     11.600 
452438.000    30.4576384270   114.6605876949     11.436 
452439.000    30.4577150097   114.6606208775     11.305 
452440.000    30.4577959691   114.6606522957     11.174 
452441.000    30.4578796513   114.6606813588     11.063 
452442.000    30.4579661286   114.6607079145     10.838 
452443.000    30.4580552736   114.6607314138     10.702 
452444.000    30.4581453412   114.6607509772     10.598 
452445.000    30.4582347762   114.6607655594     10.509 
452446.000    30.4583248703   114.6607744071     10.351 
452447.000    30.4584161043   114.6607784347     10.182 
452448.000    30.4585097759   114.6607801882      9.991 
452449.000    30.4586064444   114.6607804881      9.794 
452450.000    30.4587057181   114.6607793837      9.675 
452451.000    30.4588057279   114.6607764304      9.574 
452452.000    30.4589055324   114.6607719112      9.564 
452453.000    30.4590057758   114.6607657329      9.484 
452454.000    30.4591071452   114.6607583562      9.398 
452455.000    30.4592109696   114.6607499822      9.326 
452456.000    30.4593171663   114.6607414474      9.199 
452457.000    30.4594256509   114.6607313759      9.130 
452458.000    30.4595359811   114.6607192326      9.052 
452459.000    30.4596461624   114.6607054190      9.008 
452460.000    30.4597550114   114.6606904728      8.965 
452461.000    30.4598642229   114.6606746610      8.969 
452462.000    30.4599742796   114.6606579877      8.971 
452463.000    30.4600845690   114.6606407149      8.977 
452464.000    30.4601928061   114.6606233807      8.991 
452465.000    30.4602998443   114.6606069005      8.961 
452466.000    30.4604070180   114.6605905444      8.999 
452467.000    30.4605156157   114.6605739949      9.003 
452468.000    30.4606252118   114.6605577602      8.996 
452469.000    30.4607363900   114.6605419136      8.967 
452470.000    30.4608499720   114.6605251875      8.989 
452471.000    30.4609667238   114.6605077672      9.025 
452472.000    30.4610870090   114.6604895805      9.022 
452473.000    30.4612109772   114.6604711540      9.008 
452474.000    30.4613384299   114.6604524775      8.968 
452475.000    30.4614693407   114.6604336568      9.004 
452476.000    30.4616033163   114.6604141743      9.027 
452477.000    30.4617404208   114.6603942694      9.041 
452478.000    30.4618806677   114.6603740695      9.008 
452479.000    30.4620235264   114.6603538578      8.969 
452480.000    30.4621650842   114.6603342946      8.948 
452481.000    30.4623059575   114.6603144203      8.943 
452482.000    30.4624490978   114.6602934531      8.917 
452483.000    30.4625955309   114.6602713701      8.881 
452484.000    30.4627453770   114.6602486360      8.843 
452485.000    30.4628951015   114.6602263597      8.846 
452486.000    30.4630417074   114.6602054389      8.796 
452487.000    30.4631848119   114.6601850991      8.777 
452488.000    30.4633245868   114.6601648119      8.763 
452489.000    30.4634610669   114.6601447110      8.728 
452490.000    30.4635943627   114.6601248108      8.697 
452491.000    30.4637244618   114.6601050666      8.683 
452492.000    30.4638514483   114.6600855132      8.639 
452493.000    30.4639760778   114.6600660810      8.597 
452494.000    30.4641009623   114.6600459585      8.582 
452495.000    30.4642271631   114.6600250200      8.538 
452496.000    30.4643539110   114.6600035333      8.556 
452497.000    30.4644821535   114.6599815319      8.534 
452498.000    30.4646108260   114.6599596679      8.548 
452499.000    30.4647369194   114.6599399856      8.552 
452500.000    30.4648600810   114.6599214558      8.468 
452501.000    30.4649802351   114.6599029943      8.477 
452502.000    30.4650969936   114.6598845120      8.455 
452503.000    30.4652105406   114.6598652887      8.463 
452504.000    30.4653228262   114.6598460616      8.472 
452505.000    30.4654347048   114.6598263940      8.491 
452506.000    30.4655469343   114.6598062591      8.509 
452507.000    30.4656613287   114.6597864034      8.533 
452508.000    30.4657787537   114.6597669688      8.541 
452509.000    30.4658992999   114.6597473343      8.557 
452510.000    30.4660231356   114.6597268088      8.571 
452511.000    30.4661494940   114.6597052878      8.602 
452512.000    30.4662746671   114.6596834157      8.620 
452513.000    30.4663939074   114.6596628321      8.650 
452514.000    30.4665000853   114.6596446896      8.663 
452515.000    30.4665980983   114.6596283260      8.675 
452516.000    30.4666927378   114.6596129779      8.672 
452517.000    30.4667846748   114.6595985350      8.677 
452518.000    30.4668748429   114.6595857313      8.700 
452519.000    30.4669635293   114.6595743835      8.695 
452520.000    30.4670507004   114.6595630954      8.716 
452521.000    30.4671362408   114.6595510957      8.725 
452522.000    30.4672207031   114.6595387612      8.731 
452523.000    30.4673062937   114.6595255668      8.733 
452524.000    30.4673911661   114.6595130975      8.713 
452525.000    30.4674753955   114.6595013232      8.717 
452526.000    30.4675614039   114.6594890168      8.725 
452527.000    30.4676510384   114.6594765440      8.744 
452528.000    30.4677421055   114.6594639597      8.752 
452529.000    30.4678296850   114.6594513567      8.751 
452530.000    30.4679067942   114.6594393046      8.770 
452531.000    30.4679671554   114.6594273365      8.783 
452532.000    30.4680046920   114.6594122790      8.798 
452533.000    30.4680229401   114.6593955022      8.812 
452534.000    30.4680355310   114.6593729082      8.824 
452535.000    30.4680414629   114.6593409895      8.826 
452536.000    30.4680337474   114.6593043273      8.798 
452537.000    30.4680085400   114.6592722667      8.741 
452538.000    30.4679655038   114.6592564793      8.713 
452539.000    30.4679116805   114.6592566346      8.687 
452540.000    30.4678494974   114.6592657932      8.678 
452541.000    30.4677785817   114.6592763503      8.685 
452542.000    30.4676991402   114.6592877966      8.682 
452543.000    30.4676118273   114.6593014270      8.689 
452544.000    30.4675170867   114.6593176585      8.659 
452545.000    30.4674154614   114.6593355455      8.646 
452546.000    30.4673070569   114.6593554441      8.650 
452547.000    30.4671924201   114.6593767251      8.644 
452548.000    30.4670717299   114.6593991121      8.622 
452549.000    30.4669452509   114.6594226626      8.621 
452550.000    30.4668134700   114.6594476858      8.625 
452551.000    30.4666775112   114.6594739097      8.589 
452552.000    30.4665385128   114.6595016405      8.591 
452553.000    30.4663972132   114.6595297148      8.576 
452554.000    30.4662553083   114.6595571678      8.572 
452555.000    30.4661129637   114.6595841645      8.550 
452556.000    30.4659692487   114.6596117361      8.498 
452557.000    30.4658275714   114.6596390075      8.491 
452558.000    30.4656858602   114.6596659632      8.526 
452559.000    30.4655415514   114.6596933650      8.533 
452560.000    30.4653937657   114.6597213598      8.461 
452561.000    30.4652421145   114.6597496194      8.418 
452562.000    30.4650865944   114.6597778695      8.449 
452563.000    30.4649278995   114.6598067714      8.526 
452564.000    30.4647666602   114.6598352615      8.458 
452565.000    30.4646020122   114.6598632103      8.528 
452566.000    30.4644346260   114.6598887419      8.544 
452567.000    30.4642652016   114.6599136828      8.509 
452568.000    30.4640937886   114.6599391526      8.596 
452569.000    30.4639196810   114.6599651849      8.637 
452570.000    30.4637433017   114.6599904093      8.681 
452571.000    30.4635652600   114.6600158959      8.712 
452572.000    30.4633873286   114.6600412550      8.771 
452573.000    30.4632110031   114.6600664562      8.819 
452574.000    30.4630351509   114.6600919839      8.854 
452575.000    30.4628584841   114.6601192318      8.895 
452576.000    30.4626805957   114.6601486563      8.913 
452577.000    30.4625017880   114.6601780832      8.955 
452578.000    30.4623234158   114.6602056320      8.951 
452579.000    30.4621441607   114.6602329791      8.971 
452580.000    30.4619628735   114.6602603211      8.993 
452581.000    30.4617792816   114.6602882679      9.006 
452582.000    30.4615934717   114.6603164889      8.997 
452583.000    30.4614059578   114.6603455128      8.996 
452584.000    30.4612171351   114.6603743386      9.038 
452585.000    30.4610292786   114.6604025506      9.052 
452586.000    30.4608448676   114.6604303664      9.043 
452587.000    30.4606642948   114.6604575515      9.030 
452588.000    30.4604854982   114.6604845621      9.061 
452589.000    30.4603060699   114.6605112999      9.063 
452590.000    30.4601259385   114.6605369673      9.043 
452591.000    30.4599464382   114.6605614671      9.010 
452592.000    30.4597700498   114.6605846428      9.030 
452593.000    30.4595959046   114.6606074930      9.044 
452594.000    30.4594234084   114.6606307777      9.067 
452595.000    30.4592542903   114.6606522364      9.165 
452596.000    30.4590883661   114.6606698073      9.220 
452597.000    30.4589249946   114.6606832600      9.326 
452598.000    30.4587642384   114.6606928327      9.426 
452599.000    30.4586056183   114.6606993978      9.578 
452600.000    30.4584500734   114.6607013920      9.854 
452601.000    30.4582993464   114.6606963753     10.097 
452602.000    30.4581539060   114.6606803567     10.279 
452603.000    30.4580138573   114.6606525996     10.509 
452604.000    30.4578792841   114.6606130563     10.751 
452605.000    30.4577501141   114.6605636637     10.998 
452606.000    30.4576263362   114.6605091764     11.212 
452607.000    30.4575103173   114.6604490085     11.565 
452608.000    30.4574026916   114.6603803231     11.730 
452609.000    30.4572988122   114.6603054279     11.864 
452610.000    30.4571959696   114.6602264551     12.048 
452611.000    30.4570940103   114.6601428870     12.222 
452612.000    30.4569935757   114.6600534442     12.389 
452613.000    30.4568961178   114.6599558702     12.554 
452614.000    30.4568019475   114.6598499135     12.722 
452615.000    30.4567110638   114.6597356608     12.874 
452616.000    30.4566241037   114.6596131235     13.145 
452617.000    30.4565427270   114.6594816046     13.384 
452618.000    30.4564660549   114.6593420544     13.617 
452619.000    30.4563926654   114.6591958938     13.856 
452620.000    30.4563224469   114.6590436890     14.078 
452621.000    30.4562565534   114.6588852247     14.342 
452622.000    30.4561947646   114.6587210513     14.605 
452623.000    30.4561356975   114.6585521572     14.838 
452624.000    30.4560789535   114.6583794422     15.087 
452625.000    30.4560248584   114.6582083709     15.320 
452626.000    30.4559718970   114.6580389961     15.556 
452627.000    30.4559195747   114.6578685620     15.795 
452628.000    30.4558672434   114.6576970377     16.012 
452629.000    30.4558144606   114.6575247865     16.253 
452630.000    30.4557616082   114.6573529671     16.479 
452631.000    30.4557092881   114.6571826095     16.742 
452632.000    30.4556570439   114.6570132388     16.993 
452633.000    30.4556050302   114.6568444157     17.234 
452634.000    30.4555531467   114.6566760100     17.455 
452635.000    30.4555013157   114.6565080185     17.691 
452636.000    30.4554495928   114.6563398891     17.926 
452637.000    30.4553977098   114.6561699867     18.160 
452638.000    30.4553457435   114.6560010747     18.402 
452639.000    30.4552953157   114.6558371461     18.628 
452640.000    30.4552467301   114.6556786887     18.849 
452641.000    30.4551985932   114.6555233110     19.070 
452642.000    30.4551502720   114.6553680028     19.264 
452643.000    30.4551011567   114.6552108334     19.481 
452644.000    30.4550510068   114.6550504444     19.696 
452645.000    30.4549996786   114.6548865717     19.940 
452646.000    30.4549471565   114.6547190885     20.162 
452647.000    30.4548937817   114.6545478680     20.410 
452648.000    30.4548396531   114.6543730049     20.680 
452649.000    30.4547844803   114.6541948160     20.937 
452650.000    30.4547281404   114.6540133609     21.180 
452651.000    30.4546711707   114.6538285578     21.437 
452652.000    30.4546135583   114.6536405512     21.693 
452653.000    30.4545550523   114.6534493951     21.955 
452654.000    30.4544952890   114.6532554367     22.208 
452655.000    30.4544346024   114.6530587568     22.496 
452656.000    30.4543730304   114.6528598767     22.780 
452657.000    30.4543109915   114.6526594258     23.035 
452658.000    30.4542486357   114.6524566408     23.291 
452659.000    30.4541860157   114.6522515541     23.541 
452660.000    30.4541231560   114.6520449803     23.797 
452661.000    30.4540593808   114.6518371739     24.061 
452662.000    30.4539947248   114.6516280508     24.305 
452663.000    30.4539295958   114.6514179363     24.538 
452664.000    30.4538657971   114.6512115312     24.768 
452665.000    30.4538037634   114.6510101836     24.958 
452666.000    30.4537435604   114.6508118430     25.113 
452667.000    30.4536840279   114.6506133757     25.243 
452668.000    30.4536237634   114.6504142467     25.367 
452669.000    30.4535627178   114.6502142964     25.464 
452670.000    30.4535005934   114.6500130953     25.536 
452671.000    30.4534375333   114.6498109006     25.577 
452672.000    30.4533744657   114.6496092750     25.611 
452673.000    30.4533120210   114.6494070449     25.640 
452674.000    30.4532499586   114.6492035803     25.625 
452675.000    30.4531883268   114.6490006919     25.631 
452676.000    30.4531270753   114.6488002007     25.639 
452677.000    30.4530671712   114.6486034952     25.635 
452678.000    30.4530097701   114.6484103083     25.563 
452679.000    30.4529567903   114.6482195155     25.460 
452680.000    30.4529077257   114.6480311339     25.288 
452681.000    30.4528619922   114.6478450719     25.092 
452682.000    30.4528208077   114.6476594837     24.885 
452683.000    30.4527836438   114.6474716730     24.625 
452684.000    30.4527494805   114.6472810125     24.318 
452685.000    30.4527179191   114.6470875383     24.032 
452686.000    30.4526885629   114.6468921702     23.730 
452687.000    30.4526614298   114.6466983368     23.451 
452688.000    30.4526366446   114.6465066721     23.188 
452689.000    30.4526148182   114.6463151983     22.899 
452690.000    30.4525954954   114.6461223177     22.599 
452691.000    30.4525776726   114.6459279083     22.324 
452692.000    30.4525608064   114.6457327148     22.015 
452693.000    30.4525444737   114.6455379248     21.744 
452694.000    30.4525274423   114.6453438603     21.533 
452695.000    30.4525090830   114.6451505254     21.356 
452696.000    30.4524905941   114.6449570779     21.227 
452697.000    30.4524725189   114.6447626540     21.158 
452698.000    30.4524551309   114.6445674351     21.114 
452699.000    30.4524382113   114.6443728665     21.119 
452700.000    30.4524210364   114.6441783525     21.183 
452701.000    30.4524031904   114.6439821187     21.274 
452702.000    30.4523853531   114.6437839705     21.426 
452703.000    30.4523683901   114.6435840632     21.642 
452704.000    30.4523521698   114.6433825505     21.860 
452705.000    30.4523355021   114.6431831904     22.129 
452706.000    30.4523192270   114.6429889463     22.439 
452707.000    30.4523039766   114.6427980985     22.725 
452708.000    30.4522900382   114.6426078749     22.991 
452709.000    30.4522759584   114.6424175768     23.274 
452710.000    30.4522619025   114.6422265189     23.540 
452711.000    30.4522480727   114.6420359181     23.822 
452712.000    30.4522345821   114.6418488368     24.083 
452713.000    30.4522207954   114.6416612137     24.335 
452714.000    30.4522065485   114.6414713274     24.569 
452715.000    30.4521914978   114.6412784410     24.793 
452716.000    30.4521750861   114.6410827934     25.012 
452717.000    30.4521575612   114.6408853655     25.220 
452718.000    30.4521383270   114.6406865195     25.431 
452719.000    30.4521169879   114.6404858454     25.652 
452720.000    30.4520934260   114.6402835427     25.899 
452721.000    30.4520699262   114.6400804806     26.156 
452722.000    30.4520468492   114.6398762266     26.387 
452723.000    30.4520244675   114.6396698133     26.624 
452724.000    30.4520031814   114.6394608819     26.826 
452725.000    30.4519828752   114.6392490061     26.920 
452726.000    30.4519615286   114.6390344366     26.956 
452727.000    30.4519394911   114.6388181762     26.899 
452728.000    30.4519166887   114.6386010258     26.731 
452729.000    30.4518931075   114.6383832505     26.553 
452730.000    30.4518678745   114.6381649978     26.348 
452731.000    30.4518421216   114.6379464738     26.178 
452732.000    30.4518157693   114.6377308870     25.977 
452733.000    30.4517888524   114.6375170661     25.782 
452734.000    30.4517610284   114.6373022695     25.588 
452735.000    30.4517315351   114.6370853099     25.376 
452736.000    30.4517012675   114.6368668108     25.155 
452737.000    30.4516698816   114.6366491431     24.949 
452738.000    30.4516378439   114.6364323687     24.775 
452739.000    30.4516061232   114.6362164612     24.571 
452740.000    30.4515755744   114.6360006810     24.401 
452741.000    30.4515464362   114.6357876105     24.241 
452742.000    30.4515149432   114.6355788719     24.089 
452743.000    30.4514831049   114.6353739544     23.935 
452744.000    30.4514525441   114.6351722623     23.750 
452745.000    30.4514226999   114.6349729342     23.609 
452746.000    30.4513933800   114.6347751285     23.427 
452747.000    30.4513649490   114.6345780411     23.273 
452748.000    30.4513362570   114.6343811112     23.137 
452749.000    30.4513074305   114.6341840773     22.967 
452750.000    30.4512783451   114.6339868449     22.803 
452751.000    30.4512488591   114.6337893623     22.628 
452752.000    30.4512190849   114.6335914869     22.425 
452753.000    30.4511895365   114.6333930425     22.233 
452754.000    30.4511601767   114.6331939635     22.040 
452755.000    30.4511307205   114.6329941742     21.813 
452756.000    30.4511010202   114.6327936827     21.616 
452757.000    30.4510711561   114.6325924319     21.405 
452758.000    30.4510414121   114.6323903883     21.194 
452759.000    30.4510111353   114.6321878117     21.010 
452760.000    30.4509806128   114.6319847113     20.858 
452761.000    30.4509500724   114.6317811933     20.691 
452762.000    30.4509198925   114.6315772284     20.569 
452763.000    30.4508899094   114.6313729672     20.447 
452764.000    30.4508598327   114.6311686053     20.359 
452765.000    30.4508292537   114.6309643977     20.342 
452766.000    30.4507988448   114.6307603724     20.301 
452767.000    30.4507693732   114.6305582955     20.295 
452768.000    30.4507411642   114.6303605564     20.291 
452769.000    30.4507126202   114.6301673474     20.309 
452770.000    30.4506843360   114.6299772157     20.329 
452771.000    30.4506567157   114.6297898554     20.338 
452772.000    30.4506294795   114.6296055674     20.352 
452773.000    30.4506018895   114.6294238732     20.384 
452774.000    30.4505749168   114.6292441194     20.394 
452775.000    30.4505492155   114.6290667837     20.378 
452776.000    30.4505241801   114.6288931871     20.357 
452777.000    30.4504998163   114.6287213858     20.400 
452778.000    30.4504755290   114.6285495343     20.396 
452779.000    30.4504509772   114.6283794610     20.394 
452780.000    30.4504260836   114.6282108826     20.411 
452781.000    30.4504010274   114.6280410191     20.418 
452782.000    30.4503758665   114.6278716366     20.411 
452783.000    30.4503485359   114.6277030114     20.424 
452784.000    30.4503204759   114.6275336005     20.420 
452785.000    30.4502930356   114.6273632748     20.404 
452786.000    30.4502667696   114.6271934649     20.373 
452787.000    30.4502417684   114.6270243196     20.388 
452788.000    30.4502174058   114.6268556859     20.328 
452789.000    30.4501930039   114.6266875322     20.341 
452790.000    30.4501681843   114.6265181634     20.335 
452791.000    30.4501437016   114.6263454464     20.296 
452792.000    30.4501191026   114.6261699439     20.285 
452793.000    30.4500939930   114.6259961916     20.262 
452794.000    30.4500685353   114.6258258979     20.282 
452795.000    30.4500427784   114.6256587562     20.309 
452796.000    30.4500166141   114.6254956711     20.312 
452797.000    30.4499887879   114.6253368269     20.314 
452798.000    30.4499600824   114.6251803818     20.310 
452799.000    30.4499304097   114.6250232495     20.299 
452800.000    30.4499000615   114.6248673178     20.269 
452801.000    30.4498688549   114.6247141244     20.231 
452802.000    30.4498365575   114.6245633114     20.241 
452803.000    30.4498040233   114.6244160144     20.227 
452804.000    30.4497727431   114.6242720252     20.198 
452805.000    30.4497421380   114.6241314696     20.178 
452806.000    30.4497080311   114.6239962880     20.171 
452807.000    30.4496698917   114.6238675341     20.145 
452808.000    30.4496306230   114.6237433094     20.074 
452809.000    30.4495925010   114.6236261387     19.980 
452810.000    30.4495545376   114.6235145562     19.917 
452811.000    30.4495174991   114.6234063110     19.889 
452812.000    30.4494822256   114.6233014644     19.896 
452813.000    30.4494479927   114.6232007448     19.910 
452814.000    30.4494152767   114.6231040810     19.926 
452815.000    30.4493834352   114.6230098355     19.926 
452816.000    30.4493503845   114.6229152090     19.925 
452817.000    30.4493147894   114.6228188949     19.932 
452818.000    30.4492765660   114.6227200689     19.925 
452819.000    30.4492362882   114.6226208876     19.907 
452820.000    30.4491945630   114.6225198705     19.904 
452821.000    30.4491514002   114.6224163040     19.908 
452822.000    30.4491057703   114.6223087677     19.885 
452823.000    30.4490571628   114.6221976266     19.884 
452824.000    30.4490072850   114.6220875278     19.887 
452825.000    30.4489567685   114.6219805715     19.898 
452826.000    30.4489055226   114.6218772643     19.906 
452827.000    30.4488542092   114.6217764395     19.897 
452828.000    30.4488038025   114.6216781388     19.869 
452829.000    30.4487547566   114.6215829839     19.830 
452830.000    30.4487065053   114.6214896938     19.770 
452831.000    30.4486570071   114.6213961487     19.709 
452832.000    30.4486064892   114.6213013613     19.629 
452833.000    30.4485551364   114.6212050155     19.551 
452834.000    30.4485022579   114.6211063175     19.456 
452835.000    30.4484487723   114.6210074708     19.363 
452836.000    30.4483957165   114.6209101113     19.254 
452837.000    30.4483410950   114.6208104669     19.110 
452838.000    30.4482848562   114.6207073749     18.941 
452839.000    30.4482272386   114.6206011251     18.764 
452840.000    30.4481693030   114.6204936256     18.573 
452841.000    30.4481100808   114.6203836534     18.393 
452842.000    30.4480499758   114.6202726335     18.196 
452843.000    30.4479886046   114.6201593997     17.993 
452844.000    30.4479269153   114.6200452879     17.796 
452845.000    30.4478662656   114.6199329286     17.603 
452846.000    30.4478066207   114.6198223444     17.412 
452847.000    30.4477471002   114.6197124113     17.235 
452848.000    30.4476880759   114.6196034238     17.038 
452849.000    30.4476298081   114.6194961638     16.828 
452850.000    30.4475723840   114.6193907957     16.643 
452851.000    30.4475160890   114.6192872418     16.473 
452852.000    30.4474611633   114.6191854002     16.308 
452853.000    30.4474076396   114.6190853201     16.157 
452854.000    30.4473553111   114.6189872246     15.992 
452855.000    30.4473037988   114.6188915107     15.837 
452856.000    30.4472537716   114.6187977221     15.688 
452857.000    30.4472058155   114.6187056218     15.559 
452858.000    30.4471592964   114.6186157884     15.437 
452859.000    30.4471137244   114.6185288051     15.332 
452860.000    30.4470690846   114.6184448533     15.245 
