   GPSTime         Latitude        Longitude      H-Ell      Vel-N      Vel-E    Vel-U   
     (sec)            (Deg)            (Deg)        (m)      (m/s)      (m/s)    (m/s)  
 486548.00    30.4871449317   114.5638123353     26.461     -2.755     -8.007   -0.110 
 486549.00    30.4870702025   114.5637818826     26.333     -3.032     -8.563   -0.108 
 486550.00    30.4869928014   114.5637496274     26.183     -3.124     -8.608   -0.155 
 486551.00    30.4869142847   114.5637165328     26.036     -3.230     -8.817   -0.135 
 486552.00    30.4868338379   114.5636828517     25.886     -3.221     -9.028   -0.106 
 486553.00    30.4867517266   114.5636499275     25.753     -3.143     -9.185   -0.114 
 486554.00    30.4866680406   114.5636182757     25.607     -2.984     -9.400   -0.154 
 486555.00    30.4865815592   114.5635889810     25.441     -2.751     -9.744   -0.177 
 486556.00    30.4864927450   114.5635637497     25.281     -2.262     -9.927   -0.158 
 486557.00    30.4864020646   114.5635441730     25.122     -1.719    -10.196   -0.166 
 486558.00    30.4863086701   114.5635298547     24.946     -1.223    -10.502   -0.167 
 486559.00    30.4862127726   114.5635199079     24.765     -0.861    -10.750   -0.197 
 486560.00    30.4861148625   114.5635123621     24.595     -0.646    -10.975   -0.167 
 486561.00    30.4860151184   114.5635080456     24.437     -0.296    -11.105   -0.184 
 486562.00    30.4859154959   114.5635078024     24.266      0.119    -11.024   -0.195 
 486563.00    30.4858160917   114.5635119573     24.081      0.549    -11.061   -0.205 
 486564.00    30.4857152227   114.5635201673     23.898      0.894    -11.302   -0.166 
 486565.00    30.4856127563   114.5635314848     23.745      1.185    -11.422   -0.166 
 486566.00    30.4855086681   114.5635452193     23.558      1.385    -11.690   -0.208 
 486567.00    30.4854022666   114.5635603742     23.399      1.487    -11.875   -0.095 
 486568.00    30.4852947166   114.5635758821     23.342      1.471    -11.986   -0.086 
 486569.00    30.4851863674   114.5635897545     23.219      1.265    -12.019   -0.098 
 486570.00    30.4850786412   114.5636015976     23.135      1.069    -11.806   -0.126 
 486571.00    30.4849727654   114.5636139363     23.066      1.175    -11.676   -0.027 
 486572.00    30.4848677580   114.5636275720     23.018      1.359    -11.637   -0.024 
 486573.00    30.4847625768   114.5636422007     23.007      1.421    -11.712    0.002 
 486574.00    30.4846562393   114.5636569913     22.965      1.412    -11.872   -0.044 
 486575.00    30.4845490805   114.5636708393     22.911      1.260    -11.846   -0.042 
 486576.00    30.4844422197   114.5636828853     22.868      1.110    -11.891   -0.007 
 486577.00    30.4843345093   114.5636939953     22.859      1.049    -11.966   -0.014 
 486578.00    30.4842266364   114.5637043992     22.842      0.989    -11.952   -0.022 
 486579.00    30.4841189492   114.5637157013     22.791      1.139    -11.964    0.015 
 486580.00    30.4840112949   114.5637284029     22.778      1.254    -11.944   -0.011 
 486581.00    30.4839035446   114.5637425457     22.754      1.434    -11.969    0.048 
 486582.00    30.4837958999   114.5637582518     22.746      1.503    -11.931    0.027 
 486583.00    30.4836899522   114.5637726557     22.764      1.333    -11.542    0.028 
 486584.00    30.4835877373   114.5637851856     22.773      1.121    -11.069   -0.060 
 486585.00    30.4834903728   114.5637961191     22.802      1.016    -10.467   -0.005 
 486586.00    30.4833985920   114.5638063101     22.800      0.948     -9.817   -0.005 
 486587.00    30.4833161867   114.5638155065     22.817      0.798     -8.408    0.008 
 486588.00    30.4832442902   114.5638237253     22.835      0.772     -7.692   -0.007 
 486589.00    30.4831775613   114.5638315301     22.843      0.747     -7.098    0.008 
 486590.00    30.4831168287   114.5638405731     22.857      0.851     -6.237    0.018 
 486591.00    30.4830682933   114.5638492114     22.868      0.749     -4.767   -0.009 
 486592.00    30.4830285677   114.5638576260     22.868      0.778     -4.200    0.013 
 486593.00    30.4829881373   114.5638705728     22.865      1.416     -4.684    0.084 
 486594.00    30.4829487461   114.5638933122     22.952      2.329     -4.213    0.088 
 486595.00    30.4829150353   114.5639303895     23.035      3.916     -3.669    0.052 
 486596.00    30.4828871271   114.5639833903     23.082      5.509     -3.016    0.047 
 486597.00    30.4828637711   114.5640484817     23.140      6.602     -2.351    0.050 
 486598.00    30.4828482509   114.5641245249     23.232      7.647     -1.526    0.111 
 486599.00    30.4828354521   114.5642086798     23.329      8.427     -1.434    0.072 
 486600.00    30.4828221510   114.5642998107     23.427      9.026     -1.537    0.130 
 486601.00    30.4828075368   114.5643960438     23.563      9.422     -1.701    0.141 
 486602.00    30.4827906674   114.5644923271     23.687      9.049     -1.995    0.136 
 486603.00    30.4827709409   114.5645843792     23.801      8.714     -2.285    0.111 
 486604.00    30.4827501630   114.5646740730     23.912      8.538     -2.275    0.154 
 486605.00    30.4827308466   114.5647645653     24.052      8.858     -2.108    0.119 
 486606.00    30.4827111574   114.5648562048     24.132      8.679     -2.192    0.029 
 486607.00    30.4826924301   114.5649440242     24.205      8.201     -2.057    0.101 
 486608.00    30.4826721152   114.5650270754     24.333      7.929     -2.399    0.153 
