
GPSTime         Latitude        Longitude      H-Ell      Vel-N      Vel-E    Vel-U       Q  
(sec)            (Deg)            (Deg)        (m)      (m/s)      (m/s)    (m/s)          
396535.000    22.7495854335   113.8799995416     22.483     -2.582      6.840    0.017       1 
396536.000    22.7495625414   113.8800680478     22.527     -2.592      7.241    0.114       1 
396537.000    22.7495381086   113.8801414464     22.574     -2.854      7.794    0.045       1 
396538.000    22.7495115077   113.8802196418     22.619     -3.023      8.256    0.012       1 
396539.000    22.7494828542   113.8803023747     22.676     -3.222      8.705    0.043       1 
396540.000    22.7494535272   113.8803876044     22.728     -3.265      8.798    0.060       1 
396541.000    22.7494227545   113.8804757227     22.781     -3.533      9.343    0.057       1 
396542.000    22.7493909922   113.8805671735     22.833     -3.467      9.417   -0.010       1 
396543.000    22.7493598627   113.8806600588     22.883     -3.403      9.451    0.026       1 
396544.000    22.7493292565   113.8807529423     22.962     -3.489      9.617    0.059       1 
396545.000    22.7492960101   113.8808481953     23.023     -3.777     10.032    0.024       1 
396546.000    22.7492616621   113.8809456570     23.080     -3.797      9.913    0.099       1 
396547.000    22.7492280251   113.8810438793     23.142     -3.736     10.315    0.061       1 
396548.000    22.7491931207   113.8811449196     23.196     -3.858     10.487    0.078       1 
396549.000    22.7491571321   113.8812474258     23.269     -3.986     10.663    0.022       1 
396550.000    22.7491213925   113.8813512301     23.321     -3.927     10.781    0.013       1 
396551.000    22.7490851465   113.8814568653     23.397     -4.043     11.024    0.107       1 
396552.000    22.7490484452   113.8815640544     23.463     -4.108     11.042    0.079       1 
396553.000    22.7490115061   113.8816712553     23.519     -4.029     10.899    0.035       1 
396554.000    22.7489755999   113.8817778575     23.589     -3.961     10.996    0.003       1 
396555.000    22.7489389560   113.8818832937     23.663     -4.115     10.727    0.064       1 
396556.000    22.7489018442   113.8819874310     23.725     -4.119     10.828    0.068       1 
396557.000    22.7488647780   113.8820929361     23.784     -4.114     10.849    0.121       1 
396558.000    22.7488277213   113.8821987801     23.853     -4.062     10.873    0.058       1 
396559.000    22.7487910236   113.8823047549     23.916     -4.046     10.856   -0.080       1 
396560.000    22.7487548683   113.8824104929     23.985     -3.953     10.945    0.178       1 
396561.000    22.7487183246   113.8825153491     24.053     -4.072     10.819    0.052       1 
396562.000    22.7486816029   113.8826201116     24.041     -4.062     10.762    0.054       1 
396563.000    22.7486446468   113.8827248552     24.091     -4.110     10.736    0.037       1 
396564.000    22.7486077438   113.8828298027     24.181     -4.099     10.822    0.110       1 
396565.000    22.7485704668   113.8829350616     24.294     -4.113     10.831    0.136       1 
396566.000    22.7485336848   113.8830387178     24.462     -4.042     10.526    0.175       1 
396567.000    22.7484973665   113.8831394334     24.628     -4.012     10.212    0.198       1 
396568.000    22.7484615216   113.8832378691     24.798     -3.921     10.036    0.194       1 
396569.000    22.7484268962   113.8833348821     24.963     -3.777      9.913    0.173       1 
396570.000    22.7483932514   113.8834311785     25.136     -3.750      9.871    0.161       1 
396571.000    22.7483558364   113.8835262423     25.317     -4.363      9.781    0.184       1 
396572.000    22.7483144144   113.8836208894     25.499     -4.690      9.770    0.208       1 
396573.000    22.7482714970   113.8837147697     25.687     -4.553      9.147    0.176       1 
396574.000    22.7482340916   113.8837936846     25.839     -3.624      6.943    0.126       1 
396575.000    22.7482044871   113.8838526299     25.962     -3.104      5.631    0.119       1 
396576.000    22.7481768189   113.8839044255     26.080     -2.970      5.035    0.106       1 
396577.000    22.7481505613   113.8839506751     26.182     -2.791      4.468    0.100       1 
396578.000    22.7481280907   113.8839941353     26.278     -2.388      4.285    0.076       1 
396579.000    22.7481086466   113.8840367108     26.355     -2.166      4.496    0.089       1 
396580.000    22.7480880782   113.8840812861     26.453     -2.262      4.581    0.107       1 
396581.000    22.7480656665   113.8841221614     26.542     -2.382      4.067    0.072       1 
396582.000    22.7480430247   113.8841567147     26.624     -2.330      3.317    0.080       1 
396583.000    22.7480221058   113.8841854893     26.699     -2.152      2.752    0.076       1 
396584.000    22.7480035605   113.8842098996     26.764     -1.879      2.352    0.056       1 
396585.000    22.7479888854   113.8842286337     26.814     -1.294      1.582    0.038       1 
396586.000    22.7479786718   113.8842412406     26.848     -0.984      1.155    0.034       1 
396587.000    22.7479703778   113.8842511933     26.873     -0.821      0.937    0.022       1 
396588.000    22.7479634059   113.8842593486     26.893     -0.678      0.771    0.026       1 
396589.000    22.7479576424   113.8842659887     26.909     -0.588      0.613    0.018       1 
396590.000    22.7479525848   113.8842718635     26.921     -0.587      0.619    0.021       1 
396591.000    22.7479467543   113.8842786572     26.935     -0.893      0.933    0.014       1 
396592.000    22.7479336471   113.8842939066     26.974     -1.882      2.047    0.071       1 
396593.000    22.7479146431   113.8843160303     27.026     -2.386      2.541    0.062       1 
396594.000    22.7478905881   113.8843440416     27.096     -2.952      3.196    0.077       1 
396595.000    22.7478607472   113.8843782044     27.183     -3.689      3.827    0.108       1 
396596.000    22.7478233331   113.8844176869     27.290     -4.457      4.264    0.106       1 
396597.000    22.7477808734   113.8844601721     27.418     -4.903      4.514    0.138       1 
396598.000    22.7477341889   113.8845041974     27.565     -5.381      4.655    0.170       1 
396599.000    22.7476828957   113.8845511223     27.727     -5.855      4.988    0.136       1 
396600.000    22.7476270090   113.8846010064     27.896     -6.359      5.234    0.149       1 
396601.000    22.7475671807   113.8846522131     28.039     -6.744      5.357    0.112       1 
396602.000    22.7475040545   113.8847027202     28.098     -7.169      5.164    0.035       1 
396603.000    22.7474362275   113.8847528020     28.119     -7.718      5.166    0.066       1 
396604.000    22.7473634627   113.8848020288     28.233     -8.287      5.069    0.141       1 
396605.000    22.7472861245   113.8848511334     28.387     -8.663      5.048    0.138       1 
396606.000    22.7472063857   113.8849003324     28.552     -8.966      5.133    0.179       1 
396607.000    22.7471244029   113.8849483378     28.719     -9.171      4.867    0.161       1 
396608.000    22.7470384321   113.8849924354     28.899     -9.719      4.482    0.196       1 
396609.000    22.7469480491   113.8850331628     29.081    -10.081      4.112    0.207       1 
396610.000    22.7468555530   113.8850699263     29.285    -10.347      3.714    0.236       1 
396611.000    22.7467597625   113.8851029425     29.490    -10.789      3.308    0.196       1 
396612.000    22.7466617415   113.8851336348     29.673    -10.878      3.162    0.181       1 
396613.000    22.7465624565   113.8851623465     29.865    -11.000      2.742    0.198       1 
396614.000    22.7464616278   113.8851853484     30.045    -11.308      2.273    0.155       1 
396615.000    22.7463571756   113.8852035214     30.224    -11.665      1.715    0.188       1 
396616.000    22.7462501674   113.8852179793     30.428    -12.001      1.442    0.183       1 
396617.000    22.7461401032   113.8852290186     30.565    -12.199      0.973    0.106       1 
396618.000    22.7460294071   113.8852342069     30.694    -12.221      0.443    0.068       1 
396619.000    22.7459192187   113.8852350932     30.756    -12.156      0.004    0.057       1 
396620.000    22.7458092972   113.8852315665     30.813    -12.134     -0.437    0.050       1 
396621.000    22.7457001721   113.8852231813     30.821    -12.001     -1.077   -0.002       1 
396622.000    22.7455914947   113.8852093568     30.822    -12.033     -1.490   -0.037       1 
396623.000    22.7454823224   113.8851923051     30.787    -12.045     -1.873   -0.031       1 
