   GPSTime         Latitude        Longitude      H-Ell      Vel-N      Vel-E    Vel-U   
     (sec)            (Deg)            (Deg)        (m)      (m/s)      (m/s)    (m/s)  
 483829.00    30.4888616343   114.5587885684     27.126     10.313     -1.193    0.125 
 483830.00    30.4888486890   114.5588987258     27.249     10.902     -1.612    0.144 
 483831.00    30.4888330132   114.5590154342     27.406     11.543     -1.840    0.154 
 483832.00    30.4888158000   114.5591393170     27.542     12.248     -1.940    0.123 
 483833.00    30.4887978318   114.5592702456     27.687     12.905     -2.041    0.137 
 483834.00    30.4887787663   114.5594075668     27.842     13.480     -2.183    0.183 
 483835.00    30.4887587258   114.5595508510     27.980     13.931     -2.256    0.118 
 483836.00    30.4887379912   114.5596946322     28.082     13.626     -2.304    0.076 
 483837.00    30.4887173572   114.5598358010     28.152     13.579     -2.254    0.080 
 483838.00    30.4886973463   114.5599788101     28.216     13.947     -2.261    0.003 
 483839.00    30.4886764496   114.5601266590     28.261     14.454     -2.331    0.046 
 483840.00    30.4886553442   114.5602801449     28.302     14.969     -2.349    0.011 
 483841.00    30.4886339610   114.5604359873     28.324     14.866     -2.380   -0.006 
 483842.00    30.4886122673   114.5605889217     28.375     14.536     -2.409    0.025 
 483843.00    30.4885901279   114.5607395355     28.431     14.460     -2.505    0.075 
 483844.00    30.4885677777   114.5608903787     28.463     14.432     -2.454    0.028 
 483845.00    30.4885459320   114.5610395707     28.510     14.201     -2.385    0.031 
 483846.00    30.4885245384   114.5611867230     28.560     14.156     -2.359    0.019 
 483847.00    30.4885028861   114.5613349622     28.599     14.336     -2.407    0.052 
 483848.00    30.4884812570   114.5614855138     28.639     14.569     -2.393    0.072 
 483849.00    30.4884599493   114.5616384214     28.691     14.785     -2.359    0.073 
 483850.00    30.4884384536   114.5617938417     28.741     15.067     -2.441    0.053 
 483851.00    30.4884163942   114.5619524010     28.788     15.376     -2.453    0.050 
 483852.00    30.4883941585   114.5621136912     28.848     15.576     -2.475    0.045 
 483853.00    30.4883718061   114.5622764029     28.878     15.588     -2.473    0.034 
 483854.00    30.4883491771   114.5624375971     28.927     15.458     -2.567    0.016 
 483855.00    30.4883256999   114.5625971697     28.956     15.136     -2.602    0.055 
 483856.00    30.4883027528   114.5627527879     28.954     14.758     -2.500    0.000 
 483857.00    30.4882805501   114.5629043337     28.937     14.341     -2.440    0.008 
 483858.00    30.4882590032   114.5630495083     28.879     13.411     -2.323   -0.098 
 483859.00    30.4882384650   114.5631870749     28.837     12.996     -2.174   -0.058 
 483860.00    30.4882204768   114.5633200486     28.799     12.458     -1.811   -0.042 
 483861.00    30.4882070600   114.5634409734     28.766     10.899     -1.307   -0.026 
 483862.00    30.4881959901   114.5635524730     28.745     10.508     -1.244   -0.013 
 483863.00    30.4881833799   114.5636592068     28.719     10.037     -1.481   -0.045 
 483864.00    30.4881694948   114.5637610831     28.701      9.559     -1.553   -0.022 
 483865.00    30.4881554570   114.5638582736     28.683      9.125     -1.521   -0.016 
 483866.00    30.4881423744   114.5639507662     28.701      8.643     -1.364   -0.009 
 483867.00    30.4881328557   114.5640383098     28.727      7.957     -0.732    0.068 
 483868.00    30.4881312900   114.5641142986     28.861      6.413      0.226    0.197 
 483869.00    30.4881399580   114.5641759969     29.021      5.147      1.348    0.098 
 483870.00    30.4881575452   114.5642235248     29.178      3.585      2.102    0.158 
 483871.00    30.4881800135   114.5642559510     29.323      2.728      2.626    0.132 
 483872.00    30.4882096922   114.5642827663     29.468      2.325      3.763    0.159 
 483873.00    30.4882507133   114.5643042583     29.643      1.778      5.053    0.191 
 483874.00    30.4883004105   114.5643237189     29.839      1.973      5.878    0.207 
 483875.00    30.4883567673   114.5643457993     30.070      2.239      6.614    0.264 
 483876.00    30.4884191620   114.5643703457     30.331      2.455      7.232    0.246 
 483877.00    30.4884875852   114.5643969846     30.600      2.689      7.936    0.266 
 483878.00    30.4885619082   114.5644264800     30.907      2.930      8.510    0.366 
 483879.00    30.4886413010   114.5644589212     31.211      3.244      9.026    0.311 
 483880.00    30.4887215422   114.5644929941     31.507      3.311      8.739    0.334 
 483881.00    30.4887995387   114.5645273311     31.813      3.270      8.444    0.256 
 483882.00    30.4888728056   114.5645604644     32.040      3.096      7.769    0.219 
 483883.00    30.4889394686   114.5645921613     32.273      3.101      6.966    0.177 
 483884.00    30.4889970374   114.5646259903     32.506      3.344      5.840    0.239 
 483885.00    30.4890428296   114.5646615835     32.658      3.570      4.461    0.012 
 483886.00    30.4890758638   114.5647002095     32.676      3.869      3.057    0.020 
 483887.00    30.4890958195   114.5647408441     32.694      4.235      1.934    0.022 
 483888.00    30.4891088146   114.5647899084     32.739      5.415      1.231    0.055 
 483889.00    30.4891133770   114.5648495243     32.767      6.254      0.246    0.041 
 483890.00    30.4891111409   114.5649177195     32.781      7.064     -0.493    0.023 
 483891.00    30.4891036872   114.5649952583     32.793      7.954     -0.959    0.023 
 483892.00    30.4890941078   114.5650825922     32.827      8.841     -1.151    0.026 
 483893.00    30.4890823122   114.5651790022     32.854      9.707     -1.469    0.037 
 483894.00    30.4890665285   114.5652834533     32.904     10.421     -1.926    0.008 
 483895.00    30.4890480336   114.5653949920     32.937     10.963     -2.051    0.039 
 483896.00    30.4890311882   114.5655090432     33.002     10.832     -1.712    0.077 
 483897.00    30.4890161261   114.5656226475     33.094     10.967     -1.664    0.111 
 483898.00    30.4890016962   114.5657379781     33.207     11.245     -1.597    0.122 
 483899.00    30.4889869703   114.5658571440     33.322     11.605     -1.672    0.140 
 483900.00    30.4889713228   114.5659793019     33.459     11.837     -1.796    0.150 
 483901.00    30.4889543633   114.5661020622     33.611     11.566     -1.915    0.145 
 483902.00    30.4889377278   114.5662132453     33.736      9.667     -1.679    0.094 
 483903.00    30.4889247145   114.5663024198     33.837      7.359     -1.219    0.095 
 483904.00    30.4889160327   114.5663651194     33.906      4.574     -0.712    0.049 
 483905.00    30.4889119766   114.5663960011     33.944      1.433     -0.212    0.017 
 483906.00    30.4889115089   114.5663995312     33.960      0.004      0.007   -0.005 
 483907.00    30.4889115048   114.5663995735     33.962     -0.004     -0.012    0.026 
 483908.00    30.4889115041   114.5663995709     33.961      0.000      0.007   -0.012 
 483909.00    30.4889114967   114.5663995752     33.961      0.002     -0.011    0.019 
 483910.00    30.4889114908   114.5663995820     33.961      0.004      0.015   -0.029 
 483911.00    30.4889114838   114.5663995923     33.961     -0.003     -0.000   -0.000 
 483912.00    30.4889114772   114.5663995974     33.961     -0.001     -0.003    0.001 
 483913.00    30.4889114743   114.5663996033     33.960      0.002      0.016   -0.034 
 483914.00    30.4889114737   114.5663996009     33.960     -0.006     -0.014    0.029 
 483915.00    30.4889114806   114.5663995987     33.961      0.000      0.008   -0.009 
 483916.00    30.4889114905   114.5663995983     33.962      0.006      0.012   -0.020 
 483917.00    30.4889114939   114.5663995959     33.962      0.002     -0.012    0.027 
 483918.00    30.4889114991   114.5663995915     33.963      0.002      0.018   -0.032 
 483919.00    30.4889115042   114.5663995932     33.963      0.000      0.000   -0.001 
 483920.00    30.4889115060   114.5663995996     33.963      0.001      0.001   -0.003 
 483921.00    30.4889115039   114.5663995992     33.963      0.000     -0.002    0.001 
 483922.00    30.4889114995   114.5663995986     33.963      0.005     -0.005    0.007 
 483923.00    30.4889114936   114.5663995948     33.963      0.001     -0.004    0.009 
 483924.00    30.4889114914   114.5663995940     33.963     -0.003     -0.004    0.013 
 483925.00    30.4889114924   114.5663995894     33.964      0.001     -0.016    0.035 
 483926.00    30.4889114987   114.5663995877     33.965      0.003      0.005   -0.007 
 483927.00    30.4889115055   114.5663995859     33.965      0.000     -0.002    0.008 
 483928.00    30.4889115069   114.5663995821     33.965     -0.004     -0.008    0.014 
 483929.00    30.4889115017   114.5663995813     33.965     -0.005     -0.013    0.023 
 483930.00    30.4889114942   114.5663995804     33.966     -0.008     -0.009    0.014 
 483931.00    30.4889114871   114.5663995792     33.966      0.001     -0.004    0.008 
 483932.00    30.4889114834   114.5663995791     33.966      0.002      0.009   -0.017 
 483933.00    30.4889114846   114.5663995743     33.967      0.001      0.013   -0.019 
 483934.00    30.4889114888   114.5663995723     33.967      0.007     -0.003    0.009 
 483935.00    30.4889114930   114.5663995726     33.967     -0.002     -0.003    0.010 
 483936.00    30.4889114959   114.5663995782     33.967     -0.005     -0.009    0.015 
 483937.00    30.4889114939   114.5663995732     33.967     -0.005     -0.004    0.005 
 483938.00    30.4889114218   114.5664001723     33.970      0.349     -0.055   -0.015 
 483939.00    30.4889098572   114.5664122111     33.993      2.044     -0.303    0.020 
 483940.00    30.4889059311   114.5664426217     34.037      3.819     -0.567    0.054 
 483941.00    30.4888997466   114.5664906467     34.108      5.379     -0.803    0.078 
 483942.00    30.4888918207   114.5665490664     34.173      5.549     -0.892    0.063 
 483943.00    30.4888832591   114.5666068462     34.234      5.770     -1.017    0.067 
 483944.00    30.4888732788   114.5666709535     34.305      6.620     -1.176    0.096 
 483945.00    30.4888622888   114.5667440440     34.391      7.224     -1.221    0.087 
 483946.00    30.4888515744   114.5668175348     34.477      7.067     -1.184    0.107 
 483947.00    30.4888407385   114.5668940451     34.576      7.704     -1.235    0.123 
 483948.00    30.4888292502   114.5669777501     34.684      8.342     -1.293    0.097 
 483949.00    30.4888183266   114.5670682381     34.784      8.944     -1.155    0.158 
 483950.00    30.4888097354   114.5671645037     34.926      9.430     -0.934    0.152 
 483951.00    30.4888011572   114.5672643132     35.056      9.679     -0.961    0.125 
 483952.00    30.4887928016   114.5673633484     35.188      9.267     -0.921    0.144 
 483953.00    30.4887848323   114.5674586625     35.317      9.146     -0.878    0.122 
 483954.00    30.4887779902   114.5675528214     35.425      8.891     -0.633    0.119 
 483955.00    30.4887752446   114.5676452955     35.542      8.738     -0.030    0.159 
 483956.00    30.4887764016   114.5677369143     35.658      8.903      0.108    0.156 
 483957.00    30.4887768855   114.5678307924     35.812      9.149     -0.010    0.130 
 483958.00    30.4887759495   114.5679271840     35.946      9.291     -0.185    0.140 
 483959.00    30.4887725198   114.5680232593     36.087      9.323     -0.520    0.172 
 483960.00    30.4887663052   114.5681202333     36.223      9.332     -0.800    0.124 
 483961.00    30.4887579744   114.5682169730     36.364      9.374     -0.968    0.070 
 483962.00    30.4887478398   114.5683159233     36.486      9.644     -1.245    0.072 
 483963.00    30.4887351302   114.5684175461     36.591      9.902     -1.467    0.131 
 483964.00    30.4887214353   114.5685221257     36.709     10.178     -1.562    0.145 
 483965.00    30.4887068756   114.5686296208     36.820     10.471     -1.665    0.093 
 483966.00    30.4886910830   114.5687391023     36.901     10.406     -1.842    0.119 
 483967.00    30.4886743232   114.5688477742     36.998     10.564     -1.895    0.042 
 483968.00    30.4886571758   114.5689589922     37.078     10.767     -1.883    0.103 
 483969.00    30.4886399349   114.5690723379     37.150     10.992     -1.918    0.045 
 483970.00    30.4886227791   114.5691867451     37.201     10.900     -1.898    0.090 
 483971.00    30.4886063546   114.5693007198     37.257     11.012     -1.804    0.069 
 483972.00    30.4885902295   114.5694162269     37.310     11.125     -1.782    0.021 
 483973.00    30.4885738206   114.5695330328     37.354     11.342     -1.859    0.023 
 483974.00    30.4885566878   114.5696532464     37.380     11.752     -1.937    0.016 
 483975.00    30.4885393201   114.5697778053     37.402     12.133     -1.904   -0.000 
 483976.00    30.4885220433   114.5699057649     37.415     12.396     -1.905    0.010 
 483977.00    30.4885049089   114.5700360301     37.425     12.599     -1.883   -0.047 
 483978.00    30.4884873990   114.5701687778     37.419     12.924     -1.985    0.022 
 483979.00    30.4884690400   114.5703055823     37.396     13.363     -2.093   -0.020 
 483980.00    30.4884496358   114.5704467140     37.365     13.785     -2.193   -0.106 
 483981.00    30.4884289131   114.5705907142     37.331     13.782     -2.371    0.020 
 483982.00    30.4884080969   114.5707327530     37.260     13.509     -2.252   -0.052 
 483983.00    30.4883873512   114.5708720610     37.184     13.359     -2.390   -0.047 
 483984.00    30.4883653272   114.5710120206     37.097     13.534     -2.446   -0.101 
 483985.00    30.4883437744   114.5711545457     37.009     13.814     -2.348   -0.074 
 483986.00    30.4883233100   114.5712987715     36.914     13.772     -2.207   -0.084 
 483987.00    30.4883031614   114.5714430961     36.789     13.942     -2.240   -0.126 
 483988.00    30.4882835925   114.5715893000     36.646     14.074     -2.125   -0.131 
 483989.00    30.4882647099   114.5717369538     36.504     14.271     -2.117   -0.142 
 483990.00    30.4882450877   114.5718862176     36.342     14.415     -2.238   -0.183 
 483991.00    30.4882241488   114.5720369738     36.152     14.556     -2.382   -0.202 
 483992.00    30.4882018693   114.5721889522     35.960     14.617     -2.503   -0.247 
 483993.00    30.4881792647   114.5723416061     35.745     14.701     -2.509   -0.205 
 483994.00    30.4881568561   114.5724946460     35.519     14.705     -2.438   -0.360 
 483995.00    30.4881347919   114.5726476245     35.268     14.756     -2.438   -0.263 
 483996.00    30.4881126686   114.5728024671     35.006     14.884     -2.463   -0.257 
 483997.00    30.4880903978   114.5729571499     34.742     14.856     -2.485   -0.279 
 483998.00    30.4880681722   114.5731116197     34.465     14.857     -2.455   -0.254 
 483999.00    30.4880465414   114.5732665173     34.177     14.881     -2.365   -0.273 
 484000.00    30.4880252451   114.5734218234     33.899     14.933     -2.383   -0.281 
 484001.00    30.4880033659   114.5735786752     33.611     15.207     -2.466   -0.284 
 484002.00    30.4879806873   114.5737388150     33.319     15.507     -2.538   -0.298 
 484003.00    30.4879574862   114.5739019896     33.011     15.821     -2.605   -0.303 
 484004.00    30.4879339283   114.5740682271     32.697     16.107     -2.618   -0.356 
 484005.00    30.4879102069   114.5742375002     32.384     16.402     -2.626   -0.344 
 484006.00    30.4878864424   114.5744100224     32.054     16.705     -2.621   -0.360 
 484007.00    30.4878629539   114.5745858605     31.722     17.054     -2.624   -0.255 
 484008.00    30.4878391274   114.5747635825     31.416     16.986     -2.684   -0.330 
 484009.00    30.4878145713   114.5749395419     31.113     16.928     -2.753   -0.314 
 484010.00    30.4877893977   114.5751176665     30.784     17.290     -2.819   -0.339 
 484011.00    30.4877636255   114.5752999933     30.462     17.718     -2.892   -0.340 
 484012.00    30.4877367899   114.5754864683     30.105     18.084     -3.057   -0.328 
 484013.00    30.4877088742   114.5756765598     29.756     18.415     -3.160   -0.323 
 484014.00    30.4876801899   114.5758697752     29.398     18.625     -3.229   -0.331 
 484015.00    30.4876511044   114.5760629773     29.053     18.508     -3.220   -0.398 
 484016.00    30.4876220883   114.5762562601     28.692     18.615     -3.211   -0.376 
 484017.00    30.4875933280   114.5764502915     28.328     18.606     -3.145   -0.359 
 484018.00    30.4875651990   114.5766441371     27.969     18.625     -3.109   -0.347 
 484019.00    30.4875373114   114.5768377834     27.599     18.456     -3.078   -0.347 
 484020.00    30.4875098897   114.5770289368     27.241     18.222     -3.012   -0.343 
 484021.00    30.4874830532   114.5772173252     26.903     17.954     -2.895   -0.328 
 484022.00    30.4874570145   114.5774029078     26.562     17.694     -2.846   -0.271 
 484023.00    30.4874317314   114.5775857489     26.206     17.397     -2.787   -0.307 
 484024.00    30.4874067674   114.5777658629     25.874     17.186     -2.751   -0.358 
 484025.00    30.4873819994   114.5779432972     25.540     16.913     -2.749   -0.322 
 484026.00    30.4873573460   114.5781180471     25.241     16.653     -2.706   -0.342 
 484027.00    30.4873329866   114.5782901271     24.912     16.408     -2.713   -0.283 
 484028.00    30.4873084085   114.5784594536     24.602     16.124     -2.726   -0.314 
