   GPSTime         Latitude        Longitude      H-Ell      Vel-N      Vel-E    Vel-U       Q  
     (sec)            (Deg)            (Deg)        (m)      (m/s)      (m/s)    (m/s)          
128680.000    30.3815002843   114.4034169285     12.297    -10.973      7.818   -0.341       1 
128681.000    30.3813991269   114.4034975875     11.939    -11.445      7.815   -0.340       1 
128682.000    30.3812935421   114.4035795063     11.653    -12.016      7.929   -0.245       0 
128683.000    30.3811822050   114.4036611620     11.512    -12.770      7.763   -0.073       0 
128684.000    30.3810642433   114.4037394818     11.526    -13.428      7.403    0.109       0 
128685.000    30.3809413572   114.4038144415     11.700    -13.732      7.011    0.251       0 
128686.000    30.3808180230   114.4038843651     12.001    -13.736      6.493    0.369       2 
128687.000    30.3806935496   114.4039499116     12.392    -13.951      6.161    0.393       2 
128688.000    30.3805664475   114.4040118018     12.770    -14.325      5.716    0.332       1 
128689.000    30.3804355638   114.4040675973     13.094    -14.746      5.102    0.288       1 
128690.000    30.3803010900   114.4041180588     13.361    -15.105      4.683    0.242       1 
128691.000    30.3801634714   114.4041639666     13.576    -15.441      4.189    0.182       1 
128692.000    30.3800239350   114.4042043297     13.735    -15.398      3.596    0.139       2 
128693.000    30.3798862182   114.4042389321     13.791    -15.194      3.116   -0.000       2 
128694.000    30.3797492420   114.4042706909     13.723    -15.181      3.054   -0.121       1 
128695.000    30.3796118681   114.4043027727     13.555    -15.232      3.188   -0.226       1 
128696.000    30.3794744249   114.4043391284     13.345    -15.197      3.753   -0.218       1 
128697.000    30.3793365865   114.4043788509     13.118    -15.386      3.781   -0.276       1 
128698.000    30.3791974389   114.4044174546     12.902    -15.373      3.652   -0.218       1 
128699.000    30.3790599961   114.4044538466     12.747    -15.170      3.368   -0.118       1 
128700.000    30.3789233735   114.4044871169     12.626    -15.148      3.066   -0.116       1 
128701.000    30.3787866534   114.4045178100     12.510    -15.175      2.860   -0.105       1 
128702.000    30.3786497599   114.4045467194     12.433    -15.181      2.749   -0.080       1 
128703.000    30.3785128160   114.4045749817     12.363    -15.162      2.665   -0.089       1 
128704.000    30.3783758955   114.4046033340     12.284    -15.173      2.802   -0.073       1 
128705.000    30.3782390938   114.4046334928     12.225    -15.200      2.967   -0.066       1 
128706.000    30.3781015418   114.4046651225     12.155    -15.299      3.098   -0.110       1 
128707.000    30.3779636572   114.4046974166     12.083    -15.173      3.096   -0.059       1 
128708.000    30.3778281090   114.4047293339     12.017    -14.874      2.991   -0.033       1 
128709.000    30.3776954278   114.4047601273     11.983    -14.540      2.895   -0.029       1 
128710.000    30.3775664511   114.4047892590     12.016    -14.078      2.692    0.082       1 
128711.000    30.3774423426   114.4048161857     12.131    -13.362      2.533    0.154       1 
128712.000    30.3773262260   114.4048433499     12.308    -12.286      2.550    0.247       1 
128713.000    30.3772215841   114.4048693941     12.534    -10.823      2.384    0.194       1 
128714.000    30.3771325488   114.4048905684     12.741     -8.934      1.673    0.177       1 
128715.000    30.3770611252   114.4049046147     12.885     -6.912      1.093    0.108       1 
128716.000    30.3770087418   114.4049130038     12.991     -4.806      0.611    0.086       1 
128717.000    30.3769705477   114.4049181130     13.058     -3.686      0.397    0.067       1 
128718.000    30.3769431637   114.4049211836     13.108     -2.570      0.259    0.042       1 
128719.000    30.3769224262   114.4049233431     13.156     -2.076      0.178    0.046       1 
128720.000    30.3769064300   114.4049249532     13.187     -1.483      0.133    0.026       1 
128721.000    30.3768945618   114.4049260360     13.216     -1.295      0.097    0.044       1 
128722.000    30.3768825165   114.4049269501     13.238     -1.417      0.065    0.021       1 
128723.000    30.3768698727   114.4049268047     13.258     -1.471     -0.056    0.028       1 
128724.000    30.3768567926   114.4049249911     13.276     -1.577     -0.215    0.036       1 
128725.000    30.3768434572   114.4049210845     13.289     -1.572     -0.421    0.011       1 
128726.000    30.3768301178   114.4049153481     13.309     -1.574     -0.573    0.005       1 
128727.000    30.3768175398   114.4049080499     13.326     -1.362     -0.697    0.019       1 
128728.000    30.3768069420   114.4049008317     13.340     -1.114     -0.628    0.012       1 
128729.000    30.3767981669   114.4048943880     13.350     -0.909     -0.557    0.016       1 
128730.000    30.3767912730   114.4048886963     13.356     -0.748     -0.529   -0.011       1 
128731.000    30.3767844692   114.4048818981     13.361     -0.886     -0.778    0.005       1 
