   GPSTime         Latitude        Longitude      H-Ell      Vel-N      Vel-E    Vel-U   
     (sec)            (Deg)            (Deg)        (m)      (m/s)      (m/s)    (m/s)  
 486548.00    30.4871511621   114.5638096208     27.027     -2.772     -8.028   -0.121 
 486549.00    30.4870764787   114.5637792185     26.895     -3.043     -8.578   -0.117 
 486550.00    30.4869990792   114.5637469957     26.746     -3.133     -8.611   -0.151 
 486551.00    30.4869205666   114.5637139470     26.600     -3.233     -8.813   -0.126 
 486552.00    30.4868401139   114.5636801704     26.447     -3.217     -9.038   -0.123 
 486553.00    30.4867579886   114.5636471297     26.311     -3.131     -9.184   -0.125 
 486554.00    30.4866742366   114.5636153043     26.166     -2.964     -9.390   -0.158 
 486555.00    30.4865876605   114.5635857745     26.000     -2.721     -9.714   -0.164 
 486556.00    30.4864987013   114.5635601734     25.839     -2.226     -9.902   -0.158 
 486557.00    30.4864078453   114.5635402199     25.679     -1.687    -10.166   -0.154 
 486558.00    30.4863142555   114.5635255779     25.505     -1.202    -10.478   -0.154 
 486559.00    30.4862182275   114.5635154686     25.329     -0.849    -10.741   -0.196 
 486560.00    30.4861202304   114.5635077483     25.156     -0.625    -10.963   -0.171 
 486561.00    30.4860203605   114.5635032240     24.997     -0.263    -11.069   -0.167 
 486562.00    30.4859205628   114.5635027409     24.826      0.153    -11.001   -0.196 
 486563.00    30.4858209775   114.5635066558     24.640      0.570    -11.045   -0.203 
 486564.00    30.4857199952   114.5635147092     24.456      0.909    -11.281   -0.153 
 486565.00    30.4856174133   114.5635259162     24.304      1.197    -11.407   -0.158 
 486566.00    30.4855132494   114.5635396247     24.123      1.365    -11.688   -0.186 
 486567.00    30.4854068652   114.5635547644     23.961      1.501    -11.876   -0.109 
 486568.00    30.4852993293   114.5635702327     23.898      1.466    -11.994   -0.093 
 486569.00    30.4851910463   114.5635842385     23.781      1.254    -12.044   -0.121 
 486570.00    30.4850833826   114.5635961318     23.695      1.095    -11.774   -0.108 
 486571.00    30.4849774630   114.5636083962     23.623      1.175    -11.686   -0.040 
 486572.00    30.4848724174   114.5636219617     23.573      1.359    -11.640   -0.027 
 486573.00    30.4847672251   114.5636365606     23.561      1.421    -11.717   -0.004 
 486574.00    30.4846608851   114.5636513775     23.522      1.402    -11.878   -0.042 
 486575.00    30.4845537920   114.5636653145     23.469      1.243    -11.854   -0.036 
 486576.00    30.4844469889   114.5636774276     23.426      1.108    -11.905   -0.024 
 486577.00    30.4843393088   114.5636885366     23.414      1.048    -11.969   -0.017 
 486578.00    30.4842314588   114.5636989501     23.395      0.986    -11.959   -0.030 
 486579.00    30.4841237069   114.5637101733     23.343      1.144    -11.987   -0.021 
 486580.00    30.4840160093   114.5637228287     23.331      1.249    -11.946   -0.009 
 486581.00    30.4839081913   114.5637368624     23.304      1.425    -12.002    0.011 
 486582.00    30.4838005078   114.5637525760     23.300      1.454    -11.982    0.004 
 486583.00    30.4836946457   114.5637670692     23.318      1.308    -11.553    0.036 
 486584.00    30.4835924549   114.5637796791     23.332      1.114    -11.034   -0.007 
 486585.00    30.4834951403   114.5637906234     23.357      1.010    -10.457    0.014 
 486586.00    30.4834033369   114.5638008315     23.359      0.941     -9.820   -0.004 
 486587.00    30.4833209212   114.5638100106     23.375      0.788     -8.412    0.013 
 486588.00    30.4832490223   114.5638182368     23.393      0.771     -7.704   -0.022 
 486589.00    30.4831822899   114.5638259621     23.395      0.777     -7.071    0.017 
 486590.00    30.4831214001   114.5638348743     23.413      0.857     -6.224    0.030 
 486591.00    30.4830727525   114.5638434181     23.426      0.762     -4.753   -0.003 
 486592.00    30.4830328790   114.5638516759     23.425      0.810     -4.188    0.000 
 486593.00    30.4829919140   114.5638641041     23.417      1.496     -4.654    0.049 
 486594.00    30.4829513692   114.5638860361     23.492      2.503     -4.083    0.100 
 486595.00    30.4829156047   114.5639224781     23.568      4.118     -3.525    0.058 
 486596.00    30.4828859464   114.5639756188     23.622      5.598     -2.951    0.051 
