
   GPSTime         Latitude        Longitude      H-Ell          Roll         Pitch       Heading  
     (sec)            (Deg)            (Deg)        (m)         (Deg)         (Deg)         (Deg)  
453617.000    30.4632030016   114.5602807510     23.430    3.90934403    1.38917463  284.61298091 
453618.000    30.4632627644   114.5600351251     23.343    4.04059905    1.35893180  284.62980576 
453619.000    30.4633220384   114.5597912877     23.250    3.95275081    1.31635938  284.63563880 
453620.000    30.4633807219   114.5595509426     23.171    4.05959155    1.43976207  284.69397132 
453621.000    30.4634392758   114.5593113557     23.134    3.99068012    1.57362531  284.62437887 
453622.000    30.4634976276   114.5590707101     23.176    4.05531305    1.51031958  284.41420972 
453623.000    30.4635546659   114.5588303164     23.340    3.91267017    1.45902447  284.25910495 
453624.000    30.4636096912   114.5585914027     23.620    3.83114116    1.52609671  284.11808329 
453625.000    30.4636634637   114.5583540714     23.923    3.72769219    1.41945826  284.08426781 
453626.000    30.4637171719   114.5581178770     24.158    3.87565688    1.53280343  284.05605384 
453627.000    30.4637718090   114.5578812587     24.277    3.88180406    1.55580658  284.08851174 
453628.000    30.4638278617   114.5576425328     24.291    3.90092506    1.48175437  284.07926373 
453629.000    30.4638851018   114.5574010985     24.231    3.97557935    1.45826016  284.07500955 
453630.000    30.4639431329   114.5571586665     24.118    3.96700686    1.23805986  284.14901271 
453631.000    30.4640012062   114.5569198879     23.938    3.92105447    1.08356907  284.17925275 
453632.000    30.4640595460   114.5566845128     23.631    3.78697732    1.32811267  284.36324277 
453633.000    30.4641196355   114.5564493168     23.164    3.63884806    1.34110592  284.72510879 
453634.000    30.4641818057   114.5562131136     22.678    3.64710765    1.53130037  285.20708236 
453635.000    30.4642444226   114.5559754594     22.293    3.93603967    1.47524817  285.29191184 
453636.000    30.4643057757   114.5557402339     22.029    3.72440750    1.14055174  285.35064415 
453637.000    30.4643663466   114.5555082803     21.875    3.53924007    1.56088852  285.54696449 
453638.000    30.4644276355   114.5552763922     21.820    4.02857120    1.47959898  285.52092822 
453639.000    30.4644892121   114.5550419960     21.801    3.89778513    1.58496156  285.39739063 
453640.000    30.4645514230   114.5548043928     21.759    4.29428139    1.48440836  285.38224636 
453641.000    30.4646155230   114.5545635777     21.654    4.00075491    1.71097393  285.81132611 
453642.000    30.4646816687   114.5543206555     21.615    4.08009756    1.36330923  286.07965936 
453643.000    30.4647484234   114.5540785369     21.546    4.12651789    1.47798743  286.14817094 
453644.000    30.4648149211   114.5538366551     21.465    3.98806234    1.43082526  286.02816588 
453645.000    30.4648801511   114.5535977628     21.384    4.17916655    1.38222381  285.86614130 
453646.000    30.4649447365   114.5533626022     21.322    3.98879873    1.70283062  286.17311602 
453647.000    30.4650099374   114.5531309958     21.262    4.00365694    1.29868724  286.46275543 
453648.000    30.4650750054   114.5529036181     21.160    3.87221544    1.30066671  286.85771551 
453649.000    30.4651406798   114.5526794380     21.092    3.81310117    1.49525737  287.23468344 
453650.000    30.4652055664   114.5524575629     21.020    4.13499308    1.34172044  286.65267365 
453651.000    30.4652682109   114.5522390519     20.946    3.94874286    1.32243309  286.65391485 
453652.000    30.4653299824   114.5520244408     20.871    3.97293367    1.41158244  286.72689292 
453653.000    30.4653911836   114.5518137850     20.810    3.94942147    1.36890406  286.95470574 
453654.000    30.4654523840   114.5516074229     20.750    4.05332892    1.46714912  287.30180180 
453655.000    30.4655137088   114.5514048962     20.673    4.03077986    1.54488375  287.66196872 
453656.000    30.4655751103   114.5512034413     20.620    4.21877387    1.46229320  287.55874460 
453657.000    30.4656362049   114.5510012033     20.548    4.44512016    1.57236759  287.27013914 
453658.000    30.4656972839   114.5507974731     20.491    4.39061100    1.54894115  287.26646080 
453659.000    30.4657597964   114.5505909491     20.427    4.36846870    1.54273794  287.51570077 
453660.000    30.4658242974   114.5503808616     20.364    4.33404904    1.64444438  287.72436219 
453661.000    30.4658902606   114.5501667407     20.304    4.13103754    1.59211171  287.64411821 
453662.000    30.4659571929   114.5499485343     20.279    4.12924823    1.65424481  287.56562077 
453663.000    30.4660261345   114.5497266394     20.186    4.05871135    1.59279886  287.88066140 
453664.000    30.4660965857   114.5495012824     20.124    4.28393024    1.56179742  287.95562055 
453665.000    30.4661684783   114.5492770151     20.055    4.23690008    1.37449343  288.68010853 
453666.000    30.4662415288   114.5490556390     19.975    4.13045348    1.61394793  288.89852066 
453667.000    30.4663149838   114.5488336171     19.939    4.52777515    1.69626831  288.74700451 
453668.000    30.4663884010   114.5486083675     19.837    4.05940671    1.57919537  288.53404873 
453669.000    30.4664627782   114.5483793070     19.758    4.33215715    1.73398696  288.52989528 
453670.000    30.4665393200   114.5481468018     19.686    4.46117615    1.58311953  288.98436350 
453671.000    30.4666183096   114.5479109317     19.564    4.40774028    1.47804657  289.08172229 
