
   GPSTime         Latitude        Longitude      H-Ell          Roll         Pitch       Heading  
     (sec)            (Deg)            (Deg)        (m)         (Deg)         (Deg)         (Deg)  
450742.000    30.4891037676   114.5648552596     32.869    3.50340752    2.35673327   87.60177962 
450743.000    30.4890959120   114.5649221302     32.880    4.49681290    2.44616270   96.80382340 
450744.000    30.4890853825   114.5649951225     32.893    4.72302240    2.59279969   97.94389462 
450745.000    30.4890746108   114.5650747369     32.926    4.77329295    2.66704027   97.38578434 
450746.000    30.4890637403   114.5651603170     32.946    4.57408711    2.45292164   96.97247321 
450747.000    30.4890522658   114.5652512213     32.988    4.71877678    2.72019893   96.80462388 
450748.000    30.4890411741   114.5653471389     33.026    4.80437492    2.48799598   95.99696598 
450749.000    30.4890299222   114.5654490166     33.076    4.69471439    2.71399558   95.84086835 
450750.000    30.4890177707   114.5655562006     33.161    4.55967615    2.80039858   96.24247241 
450751.000    30.4890034909   114.5656677003     33.252    4.70684969    2.85871094   97.25886877 
450752.000    30.4889882321   114.5657832211     33.364    4.69906991    2.85460850   96.93216763 
450753.000    30.4889736570   114.5659018604     33.487    4.76352469    2.82139674   96.46997750 
450754.000    30.4889589409   114.5660219729     33.630    4.68995911    2.90097955   96.55513518 
450755.000    30.4889435065   114.5661432177     33.789    4.63001932    2.86509107   96.97354944 
450756.000    30.4889270141   114.5662648489     33.922    4.66579977    2.72127446   97.43883912 
450757.000    30.4889098774   114.5663864056     34.070    4.92239078    2.76337853   97.68683396 
450758.000    30.4888926117   114.5665075574     34.231    4.94132847    2.88500388   97.67372183 
450759.000    30.4888761543   114.5666285681     34.366    4.94977277    2.69282372   97.09949177 
450760.000    30.4888600676   114.5667507847     34.517    4.79534382    2.83885444   96.98641392 
450761.000    30.4888440499   114.5668749591     34.674    4.98724443    2.91356909   96.51097735 
450762.000    30.4888296188   114.5670012721     34.836    5.22713805    2.74222644   95.44784516 
450763.000    30.4888166991   114.5671291827     35.001    4.21590182    2.84827334   94.83033837 
450764.000    30.4888049733   114.5672566523     35.170    3.99938607    2.88563009   94.07422874 
450765.000    30.4887946177   114.5673838602     35.341    2.77317487    2.79673682   93.59395909 
450766.000    30.4887839332   114.5675120424     35.506    3.70868565    2.72778936   93.68449597 
450767.000    30.4887747121   114.5676417020     35.666    4.09694971    2.81882334   92.26972994 
450768.000    30.4887672255   114.5677729860     35.814    4.40974623    2.90302761   91.87389454 
