GPSTime         Latitude        Longitude      H-Ell      Vel-N      Vel-E    Vel-U       Q  
(sec)            (Deg)            (Deg)        (m)      (m/s)      (m/s)    (m/s)          
125724.000    39.9429004019   116.7250427788     14.261      3.118      6.215   -0.080       1 
125725.000    39.9429281384   116.7251155812     14.206      3.118      6.323   -0.040       1 
125726.000    39.9429571516   116.7251929210     14.163      3.269      6.759   -0.039       1 
125727.000    39.9429862426   116.7252712804     14.190      3.166      6.643    0.013       1 
125728.000    39.9430144245   116.7253480969     14.182      3.123      6.542   -0.022       1 
125729.000    39.9430439036   116.7254278083     14.158      3.493      7.161   -0.018       1 
125730.000    39.9430775987   116.7255155853     14.190      3.965      7.811    0.032       1 
125731.000    39.9431148900   116.7256099531     14.216      4.301      8.264    0.013       1 
125732.000    39.9431551022   116.7257098210     14.220      4.608      8.792   -0.006       1 
125733.000    39.9431968480   116.7258131334     14.222      4.618      8.808    0.028       1 
125734.000    39.9432377952   116.7259154745     14.250      4.475      8.651    0.030       1 
125735.000    39.9432774585   116.7260156763     14.226      4.310      8.481    0.033       1 
125736.000    39.9433168192   116.7261161565     14.215      4.484      8.810   -0.022       1 
125737.000    39.9433574310   116.7262209234     14.199      4.501      8.948   -0.010       1 
125738.000    39.9433968258   116.7263248069     14.210      4.248      8.804    0.020       1 
125739.000    39.9434332952   116.7264270948     14.224      3.860      8.709    0.026       1 
125740.000    39.9434658541   116.7265281418     14.234      3.399      8.575   -0.006       1 
125741.000    39.9434937347   116.7266261560     14.239      2.833      8.200   -0.007       1 
125742.000    39.9435154619   116.7267176885     14.241      2.054      7.531   -0.026       1 
125743.000    39.9435304557   116.7268009693     14.236      1.412      6.844   -0.010       1 
125744.000    39.9435410144   116.7268775248     14.231      1.025      6.306   -0.023       1 
125745.000    39.9435496313   116.7269445722     14.219      0.891      5.112   -0.012       1 
125746.000    39.9435569796   116.7269969975     14.211      0.717      3.842   -0.023       1 
125747.000    39.9435623654   116.7270345149     14.206      0.472      2.575   -0.010       1 
125748.000    39.9435655973   116.7270577146     14.203      0.276      1.543    0.008       1 
125749.000    39.9435676805   116.7270731875     14.202      0.203      1.145    0.004       1 
125750.000    39.9435693343   116.7270856862     14.202      0.176      1.027    0.002       1 
125751.000    39.9435707688   116.7270966170     14.203      0.135      0.794    0.000       1 
125752.000    39.9435717882   116.7271044734     14.204      0.098      0.568   -0.001       1 
125753.000    39.9435725028   116.7271099735     14.203      0.063      0.354   -0.002       1 
125754.000    39.9435728048   116.7271122146     14.202      0.007      0.034   -0.002       1 
125755.000    39.9435728184   116.7271122084     14.200     -0.000     -0.004    0.002       1 
125756.000    39.9435728283   116.7271121922     14.199      0.001     -0.006    0.002       1 
125757.000    39.9435728319   116.7271121772     14.198     -0.001     -0.000   -0.001       1 
