+ (1)  软件版本信息
-      软件版本 = " version:2.3.0725 "
-      版权声明 = " 武汉迈普时空导航科技有限公司@CopyRight 2011-2018 "

+ (2)  数据路径
-      工程路径 = " E:/NavData/IntegratedNavData/20200703wnlbs/2/2.ini "
-      数据(基站) = " E:/NavData/IntegratedNavData/20200703wnlbs/GSL1-2020_07_03.20o "
-      数据(流动) = " E:/NavData/IntegratedNavData/20200703wnlbs/Com18_0703133220_2.20O "
-      数据(结果) = " E:/NavData/IntegratedNavData/20200703wnlbs/2/GNSS "

+ (3)  重要处理参数
-      处理模式 = " 动态差分后处理(PPK) "
-      目标杆臂信息 = " -0.700,-0.250,-0.700 "
-      基准站的坐标 = "   30 29 17.598715, 114 33 26.740074, 72.2410(m),  0.0000(m),GSL1-2020_07_03 "
-      卫星定位系统 = "  +GPS +北斗 "

+ (4)  时间信息
-      时间(导出) = " 2020/07/13 11:22:51 "
-      时间(数据) = " 2020/07/03 05:32:41 ~ 2020/07/03 05:54:17 "
-      时间(处理) = " 2020/07/03 05:32:41 ~ 2020/07/03 05:54:17 "

+ (5)  结果描述
-      平面投影信息 = 3度带投影,带号38,中央经线114,投影类型:高斯投影

+ (6)  文本输出信息
-      GPSTime      = GPS周内秒                         
-      Latitude     = 纬度                             
-      Longitude    = 经度                             
-      H-Ell        = 椭球高                            
-      ECEF X       = ECEF X                         
-      ECEF Y       = ECEF Y                         
-      ECEF Z       = ECEF Z                         
----------------------------------END OF HEADER--------------------------------------

   GPSTime         Latitude        Longitude      H-Ell         ECEF X         ECEF Y         ECEF Z  
     (sec)            (Deg)            (Deg)        (m)            (m)            (m)            (m)  
452467.000    30.4605156028   114.6605739760      9.003   -2295898.747    5000703.109    3214486.767 
452468.000    30.4606252483   114.6605577596      8.991   -2295894.756    5000698.149    3214497.239 
452469.000    30.4607363804   114.6605419291      8.961   -2295890.758    5000693.085    3214507.843 
452470.000    30.4608499561   114.6605251687      8.990   -2295886.642    5000687.978    3214518.711 
452471.000    30.4609667322   114.6605077873      9.020   -2295882.398    5000682.734    3214529.885 
452472.000    30.4610870122   114.6604895610      9.020   -2295877.986    5000677.320    3214541.379 
452473.000    30.4612109819   114.6604711665      9.005   -2295873.468    5000671.714    3214553.218 
452474.000    30.4613384203   114.6604524808      8.971   -2295868.837    5000665.927    3214565.378 
452475.000    30.4614693553   114.6604336368      8.990   -2295864.129    5000660.010    3214577.900 
452476.000    30.4616032893   114.6604141875      9.044   -2295859.310    5000653.990    3214590.726 
452477.000    30.4617404557   114.6603942716      9.022   -2295854.348    5000647.766    3214603.822 
452478.000    30.4618806615   114.6603740723      9.012   -2295849.293    5000641.406    3214617.215 
452479.000    30.4620235117   114.6603538370      8.962   -2295844.159    5000634.881    3214630.840 
452480.000    30.4621650967   114.6603343029      8.940   -2295839.126    5000628.415    3214644.358 
452481.000    30.4623059577   114.6603144262      8.942   -2295834.089    5000622.018    3214657.820 
452482.000    30.4624490888   114.6602934480      8.917   -2295828.893    5000615.528    3214671.484 
452483.000    30.4625955211   114.6602713732      8.881   -2295823.519    5000608.905    3214685.459 
452484.000    30.4627453908   114.6602486430      8.838   -2295818.006    5000602.128    3214699.758 
452485.000    30.4628951167   114.6602263492      8.842   -2295812.550    5000595.376    3214714.067 
452486.000    30.4630416901   114.6602054421      8.798   -2295807.272    5000588.693    3214728.051 
452487.000    30.4631848030   114.6601851061      8.775   -2295802.133    5000582.180    3214741.715 
452488.000    30.4633246121   114.6601648085      8.760   -2295797.077    5000575.839    3214755.067 
452489.000    30.4634610413   114.6601447084      8.727   -2295792.112    5000569.651    3214768.087 
452490.000    30.4635943716   114.6601247969      8.696   -2295787.236    5000563.613    3214780.812 
452491.000    30.4637244709   114.6601050937      8.675   -2295782.459    5000557.742    3214793.233 
452492.000    30.4638514474   114.6600854993      8.635   -2295777.756    5000552.010    3214805.346 
452493.000    30.4639760692   114.6600660758      8.615   -2295773.131    5000546.406    3214817.244 
452494.000    30.4641009648   114.6600459436      8.575   -2295768.431    5000540.802    3214829.158 
452495.000    30.4642271572   114.6600250262      8.533   -2295763.631    5000535.161    3214841.196 
452496.000    30.4643539071   114.6600035463      8.556   -2295758.792    5000529.565    3214853.319 
452497.000    30.4644821684   114.6599815176      8.530   -2295753.852    5000523.876    3214865.562 
452498.000    30.4646108171   114.6599596715      8.545   -2295748.934    5000518.192    3214877.863 
452499.000    30.4647369414   114.6599400057      8.544   -2295744.259    5000512.536    3214889.914 
452500.000    30.4648600620   114.6599214443      8.475   -2295739.727    5000506.937    3214901.644 
452501.000    30.4649802217   114.6599029780      8.487   -2295735.302    5000501.548    3214913.131 
452502.000    30.4650970148   114.6598845097      8.428   -2295730.930    5000496.276    3214924.262 
452503.000    30.4652105253   114.6598653054      8.484   -2295726.612    5000491.291    3214935.137 
452504.000    30.4653228280   114.6598460658      8.464   -2295722.292    5000486.310    3214945.858 
452505.000    30.4654347157   114.6598263826      8.479   -2295717.956    5000481.395    3214956.557 
452506.000    30.4655469217   114.6598062540      8.505   -2295713.577    5000476.490    3214967.292 
452507.000    30.4656613294   114.6597864064      8.530   -2295709.171    5000471.461    3214978.237 
452508.000    30.4657787677   114.6597669678      8.541   -2295704.724    5000466.249    3214989.464 
452509.000    30.4658992805   114.6597473469      8.559   -2295700.192    5000460.893    3215000.988 
452510.000    30.4660231429   114.6597267975      8.564   -2295695.495    5000455.393    3215012.826 
452511.000    30.4661494974   114.6597052772      8.600   -2295690.667    5000449.829    3215024.918 
452512.000    30.4662746880   114.6596834103      8.615   -2295685.828    5000444.321    3215036.888 
452513.000    30.4663939223   114.6596628826      8.639   -2295681.248    5000439.072    3215048.294 
452514.000    30.4665000529   114.6596446602      8.674   -2295677.182    5000434.408    3215058.453 
452515.000    30.4665980826   114.6596282795      8.712   -2295673.467    5000430.086    3215067.839 
452516.000    30.4666927351   114.6596129417      8.692   -2295669.901    5000425.850    3215076.873 
452517.000    30.4667847038   114.6595985591      8.656   -2295666.476    5000421.700    3215085.643 
452518.000    30.4668748620   114.6595857693      8.691   -2295663.258    5000417.634    3215094.276 
452519.000    30.4669634918   114.6595743562      8.680   -2295660.179    5000413.555    3215102.739 
452520.000    30.4670506952   114.6595630627      8.724   -2295657.164    5000409.587    3215111.094 
452521.000    30.4671362678   114.6595511615      8.713   -2295654.115    5000405.684    3215119.265 
452522.000    30.4672206832   114.6595387139      8.753   -2295651.063    5000401.902    3215127.351 
452523.000    30.4673062935   114.6595255788      8.727   -2295647.900    5000398.035    3215135.519 
452524.000    30.4673911740   114.6595131028      8.701   -2295644.811    5000394.177    3215143.616 
452525.000    30.4674753924   114.6595013267      8.703   -2295641.809    5000390.348    3215151.664 
452526.000    30.4675614093   114.6594890241      8.709   -2295638.720    5000386.452    3215159.886 
452527.000    30.4676510297   114.6594764778      8.765   -2295635.543    5000382.421    3215168.478 
452528.000    30.4677420921   114.6594639336      8.757   -2295632.310    5000378.265    3215177.175 
452529.000    30.4678297158   114.6594513824      8.742   -2295629.154    5000374.279    3215185.540 
452530.000    30.4679067584   114.6594393268      8.782   -2295626.309    5000370.858    3215192.922 
452531.000    30.4679672004   114.6594274007      8.772   -2295623.847    5000368.240    3215198.692 
452532.000    30.4680046372   114.6594122657      8.820   -2295621.666    5000366.972    3215202.294 
452533.000    30.4680229470   114.6593955184      8.810   -2295619.771    5000366.700    3215204.039 
452534.000    30.4680355679   114.6593729239      8.819   -2295617.506    5000366.967    3215205.249 
452535.000    30.4680415044   114.6593409569      8.824   -2295614.579    5000367.949    3215205.819 
452536.000    30.4680336941   114.6593042807      8.804   -2295611.554    5000369.801    3215205.062 
452537.000    30.4680084807   114.6592722517      8.735   -2295609.325    5000372.318    3215202.618 
452538.000    30.4679654952   114.6592565651      8.709   -2295608.955    5000375.123    3215198.498 
452539.000    30.4679117307   114.6592566667      8.699   -2295610.221    5000377.857    3215193.355 
452540.000    30.4678495145   114.6592657624      8.688   -2295612.470    5000380.663    3215187.405 
452541.000    30.4677785974   114.6592763159      8.683   -2295615.053    5000383.859    3215180.626 
452542.000    30.4676991144   114.6592877839      8.687   -2295617.919    5000387.463    3215173.033 
452543.000    30.4676118214   114.6593014603      8.682   -2295621.158    5000391.371    3215164.690 
452544.000    30.4675170809   114.6593175828      8.659   -2295624.779    5000395.547    3215155.625 
452545.000    30.4674154908   114.6593355983      8.663   -2295628.735    5000400.018    3215145.920 
452546.000    30.4673070513   114.6593554618      8.663   -2295633.012    5000404.761    3215135.558 
452547.000    30.4671924102   114.6593767015      8.644   -2295637.548    5000409.752    3215124.595 
452548.000    30.4670717365   114.6593991035      8.614   -2295642.322    5000414.995    3215113.048 
452549.000    30.4669452649   114.6594226703      8.620   -2295647.347    5000420.517    3215100.967 
452550.000    30.4668134418   114.6594476837      8.643   -2295652.630    5000426.266    3215088.382 
452551.000    30.4666775132   114.6594738962      8.588   -2295658.086    5000432.117    3215075.366 
452552.000    30.4665385169   114.6595016705      8.587   -2295663.769    5000438.104    3215062.084 
452553.000    30.4663972068   114.6595297100      8.575   -2295669.526    5000444.190    3215048.575 
452554.000    30.4662553239   114.6595571521      8.564   -2295675.244    5000450.329    3215035.012 
452555.000    30.4661129494   114.6595841622      8.576   -2295680.945    5000456.530    3215021.414 
452556.000    30.4659692542   114.6596117420      8.492   -2295686.692    5000462.699    3215007.641 
452557.000    30.4658275675   114.6596390240      8.502   -2295692.399    5000468.852    3214994.107 
452558.000    30.4656858583   114.6596659550      8.528   -2295698.082    5000475.032    3214980.579 
452559.000    30.4655415600   114.6596933704      8.537   -2295703.862    5000481.312    3214966.795 
452560.000    30.4653937641   114.6597213635      8.464   -2295709.745    5000487.683    3214952.636 
452561.000    30.4652421195   114.6597496074      8.419   -2295715.750    5000494.262    3214938.123 
452562.000    30.4650865830   114.6597778654      8.445   -2295721.873    5000501.095    3214923.274 
452563.000    30.4649278840   114.6598067668      8.521   -2295728.145    5000508.103    3214908.148 
452564.000    30.4647666878   114.6598352849      8.476   -2295734.398    5000515.159    3214892.722 
452565.000    30.4646020080   114.6598632207      8.539   -2295740.721    5000522.502    3214877.018 
452566.000    30.4644346309   114.6598887362      8.546   -2295746.875    5000530.034    3214861.027 
452567.000    30.4642651893   114.6599136654      8.500   -2295753.008    5000537.655    3214844.813 
452568.000    30.4640938103   114.6599391259      8.583   -2295759.279    5000545.454    3214828.479 
452569.000    30.4639196766   114.6599652238      8.657   -2295765.667    5000553.361    3214811.877 
452570.000    30.4637432816   114.6599904066      8.696   -2295772.015    5000561.393    3214795.041 
452571.000    30.4635652375   114.6600158745      8.721   -2295778.422    5000569.486    3214778.041 
452572.000    30.4633873949   114.6600412732      8.743   -2295784.818    5000577.570    3214761.058 
452573.000    30.4632109702   114.6600664459      8.829   -2295791.182    5000585.640    3214744.243 
452574.000    30.4630351452   114.6600919634      8.855   -2295797.542    5000593.618    3214727.455 
452575.000    30.4628584794   114.6601192580      8.907   -2295804.086    5000601.589    3214710.599 
452576.000    30.4626806082   114.6601486343      8.908   -2295810.821    5000609.498    3214693.603 
452577.000    30.4625017778   114.6601780909      8.961   -2295817.605    5000617.494    3214676.541 
452578.000    30.4623234266   114.6602056204      8.944   -2295824.184    5000625.487    3214659.490 
452579.000    30.4621441504   114.6602329883      8.974   -2295830.787    5000633.571    3214642.374 
452580.000    30.4619628766   114.6602603130      8.996   -2295837.431    5000641.753    3214625.063 
452581.000    30.4617792921   114.6602882641      9.007   -2295844.179    5000650.018    3214607.526 
452582.000    30.4615934511   114.6603164879      9.009   -2295851.001    5000658.380    3214589.768 
452583.000    30.4614059810   114.6603455352      8.992   -2295857.926    5000666.778    3214571.845 
452584.000    30.4612171274   114.6603743320      9.041   -2295864.886    5000675.309    3214553.823 
452585.000    30.4610292809   114.6604025336      9.053   -2295871.756    5000683.782    3214535.879 
452586.000    30.4608448699   114.6604303560      9.044   -2295878.506    5000692.080    3214518.253 
452587.000    30.4606642933   114.6604575771      9.038   -2295885.114    5000700.207    3214500.994 
452588.000    30.4604855062   114.6604845435      9.057   -2295891.667    5000708.273    3214483.919 
452589.000    30.4603060503   114.6605112968      9.064   -2295898.212    5000716.371    3214466.773 
452590.000    30.4601259385   114.6605369647      9.044   -2295904.669    5000724.527    3214449.552 
452591.000    30.4599464466   114.6605615089      9.023   -2295911.012    5000732.694    3214432.389 
452592.000    30.4597700641   114.6605845915      9.024   -2295917.163    5000740.778    3214415.534 
452593.000    30.4595958952   114.6606075019      9.046   -2295923.255    5000748.773    3214398.902 
452594.000    30.4594233943   114.6606307821      9.062   -2295929.337    5000756.662    3214382.426 
452595.000    30.4592542964   114.6606522608      9.178   -2295935.218    5000764.528    3214366.325 
452596.000    30.4590883818   114.6606697840      9.217   -2295940.652    5000772.331    3214350.490 
452597.000    30.4589249725   114.6606832527      9.327   -2295945.699    5000780.222    3214334.930 
452598.000    30.4587642552   114.6606928400      9.436   -2295950.344    5000788.132    3214319.628 
452599.000    30.4586056139   114.6606993897      9.580   -2295954.687    5000796.085    3214304.541 
452600.000    30.4584500710   114.6607014040      9.856   -2295958.609    5000804.164    3214289.817 
452601.000    30.4582993624   114.6606963620     10.089   -2295961.787    5000812.245    3214275.533 
452602.000    30.4581538997   114.6606803720     10.280   -2295963.870    5000820.464    3214261.729 
452603.000    30.4580138367   114.6606526114     10.524   -2295964.819    5000828.921    3214248.468 
452604.000    30.4578792877   114.6606130278     10.743   -2295964.598    5000837.551    3214235.721 
452605.000    30.4577501227   114.6605636524     10.996   -2295963.408    5000846.324    3214223.506 
452606.000    30.4576263520   114.6605092184     11.220   -2295961.639    5000855.001    3214211.792 
452607.000    30.4575103116   114.6604490136     11.572   -2295959.232    5000863.616    3214200.881 
452608.000    30.4574026890   114.6603803015     11.729   -2295955.815    5000871.989    3214190.677 
452609.000    30.4572988127   114.6603054388     11.863   -2295951.764    5000880.399    3214180.818 
452610.000    30.4571959729   114.6602264583     12.050   -2295947.349    5000888.962    3214171.085 
452611.000    30.4570940125   114.6601428756     12.222   -2295942.506    5000897.653    3214161.428 
452612.000    30.4569935635   114.6600534676     12.394   -2295937.120    5000906.500    3214151.916 
452613.000    30.4568961221   114.6599558448     12.551   -2295930.940    5000915.511    3214142.684 
452614.000    30.4568019487   114.6598499403     12.728   -2295923.968    5000924.703    3214133.774 
452615.000    30.4567110592   114.6597356656     12.873   -2295916.177    5000934.037    3214125.162 
452616.000    30.4566241090   114.6596131108     13.150   -2295907.618    5000943.606    3214116.994 
452617.000    30.4565427330   114.6594815848     13.380   -2295898.129    5000953.212    3214109.334 
452618.000    30.4564660596   114.6593420678     13.617   -2295887.834    5000962.904    3214102.126 
452619.000    30.4563926542   114.6591958994     13.865   -2295876.886    5000972.704    3214095.237 
452620.000    30.4563224453   114.6590436843     14.076   -2295865.322    5000982.554    3214088.635 
452621.000    30.4562565531   114.6588852208     14.340   -2295853.131    5000992.475    3214082.471 
452622.000    30.4561947629   114.6587210554     14.610   -2295840.347    5001002.421    3214076.704 
452623.000    30.4561357012   114.6585521598     14.833   -2295827.070    5001012.379    3214071.172 
452624.000    30.4560789500   114.6583794316     15.092   -2295813.418    5001022.402    3214065.881 
452625.000    30.4560248652   114.6582083775     15.316   -2295799.836    5001032.193    3214060.825 
452626.000    30.4559718943   114.6580390001     15.559   -2295786.381    5001041.875    3214055.886 
452627.000    30.4559195817   114.6578685589     15.795   -2295772.815    5001051.561    3214051.007 
452628.000    30.4558672388   114.6576970412     16.017   -2295759.151    5001061.281    3214046.117 
452629.000    30.4558144573   114.6575247820     16.250   -2295745.437    5001071.061    3214041.191 
452630.000    30.4557616077   114.6573529636     16.480   -2295731.761    5001080.824    3214036.257 
452631.000    30.4557092988   114.6571826214     16.741   -2295718.213    5001090.526    3214031.391 
452632.000    30.4556570342   114.6570132264     16.993   -2295704.743    5001100.179    3214026.524 
452633.000    30.4556050268   114.6568444195     17.238   -2295691.316    5001109.791    3214021.678 
452634.000    30.4555531648   114.6566760174     17.456   -2295677.911    5001119.358    3214016.833 
452635.000    30.4555013009   114.6565080104     17.689   -2295664.546    5001128.921    3214011.995 
452636.000    30.4554495947   114.6563398914     17.925   -2295651.168    5001138.481    3214007.173 
452637.000    30.4553977086   114.6561699833     18.160   -2295637.639    5001148.123    3214002.333 
452638.000    30.4553457415   114.6560010811     18.404   -2295624.202    5001157.736    3213997.491 
452639.000    30.4552953255   114.6558371437     18.624   -2295611.153    5001167.051    3213992.785 
452640.000    30.4552467271   114.6556786824     18.849   -2295598.542    5001176.058    3213988.254 
452641.000    30.4551985922   114.6555233183     19.073   -2295586.189    5001184.916    3213983.767 
452642.000    30.4551502717   114.6553679983     19.261   -2295573.832    5001193.755    3213979.245 
452643.000    30.4551011640   114.6552108419     19.486   -2295561.346    5001202.735    3213974.666 
452644.000    30.4550510015   114.6550504312     19.692   -2295548.594    5001211.885    3213969.977 
452645.000    30.4549996775   114.6548865706     19.939   -2295535.583    5001221.264    3213965.197 
452646.000    30.4549471564   114.6547190958     20.168   -2295522.278    5001230.836    3213960.294 
452647.000    30.4548937831   114.6545478777     20.402   -2295508.668    5001240.605    3213955.313 
452648.000    30.4548396559   114.6543729885     20.682   -2295494.771    5001250.595    3213950.281 
452649.000    30.4547844593   114.6541948270     20.944   -2295480.608    5001260.757    3213945.139 
452650.000    30.4547281540   114.6540133555     21.179   -2295466.172    5001271.087    3213939.878 
452651.000    30.4546711722   114.6538285564     21.431   -2295451.467    5001281.598    3213934.560 
452652.000    30.4546135686   114.6536405560     21.695   -2295436.502    5001292.278    3213929.189 
452653.000    30.4545550575   114.6534493919     21.957   -2295421.281    5001303.130    3213923.730 
452654.000    30.4544952839   114.6532554224     22.205   -2295405.840    5001314.148    3213918.143 
452655.000    30.4544345831   114.6530587838     22.504   -2295390.206    5001325.360    3213912.494 
452656.000    30.4543730266   114.6528598607     22.778   -2295374.383    5001336.687    3213906.750 
452657.000    30.4543110123   114.6526594244     23.030   -2295358.431    5001348.081    3213900.952 
452658.000    30.4542486228   114.6524566527     23.294   -2295342.288    5001359.598    3213895.123 
452659.000    30.4541860200   114.6522515494     23.539   -2295325.940    5001371.204    3213889.265 
452660.000    30.4541231854   114.6520449657     23.794   -2295309.472    5001382.888    3213883.389 
452661.000    30.4540593571   114.6518371942     24.065   -2295292.928    5001394.683    3213877.427 
452662.000    30.4539947173   114.6516280408     24.317   -2295276.277    5001406.561    3213871.377 
452663.000    30.4539296030   114.6514179328     24.527   -2295259.538    5001418.467    3213865.261 
452664.000    30.4538657870   114.6512115490     24.764   -2295243.103    5001430.180    3213859.282 
452665.000    30.4538037915   114.6510101560     24.961   -2295227.047    5001441.567    3213853.457 
452666.000    30.4537435447   114.6508118677     25.114   -2295211.205    5001452.707    3213847.777 
452667.000    30.4536840198   114.6506133630     25.254   -2295195.322    5001463.809    3213842.160 
452668.000    30.4536237695   114.6504142451     25.359   -2295179.391    5001474.944    3213836.455 
452669.000    30.4535626512   114.6502143462     25.438   -2295163.402    5001486.135    3213830.655 
452670.000    30.4535007175   114.6500129959     25.605   -2295147.337    5001497.494    3213824.820 
452671.000    30.4534374807   114.6498109456     25.561   -2295131.166    5001508.783    3213818.755 
452672.000    30.4533744653   114.6496092726     25.613   -2295115.056    5001520.121    3213812.759 
452673.000    30.4533120025   114.6494070592     25.625   -2295098.873    5001531.420    3213806.796 
452674.000    30.4532499774   114.6492035602     25.638   -2295082.567    5001542.749    3213800.875 
452675.000    30.4531883291   114.6490007021     25.621   -2295066.297    5001554.009    3213794.974 
452676.000    30.4531271021   114.6488001736     25.660   -2295050.241    5001565.199    3213789.143 
452677.000    30.4530671358   114.6486035287     25.634   -2295034.471    5001576.118    3213783.399 
452678.000    30.4530097696   114.6484103046     25.561   -2295018.921    5001586.730    3213777.880 
452679.000    30.4529568057   114.6482195095     25.456   -2295003.470    5001596.995    3213772.765 
452680.000    30.4529077289   114.6480311312     25.291   -2294988.116    5001606.917    3213767.991 
452681.000    30.4528619822   114.6478450728     25.092   -2294972.874    5001616.551    3213763.519 
452682.000    30.4528207992   114.6476594935     24.878   -2294957.562    5001625.919    3213759.474 
452683.000    30.4527836560   114.6474716798     24.629   -2294941.948    5001635.144    3213755.799 
452684.000    30.4527494714   114.6472809907     24.322   -2294925.993    5001644.287    3213752.376 
452685.000    30.4527179403   114.6470875450     24.039   -2294909.742    5001653.423    3213749.219 
452686.000    30.4526885489   114.6468921796     23.715   -2294893.260    5001662.496    3213746.246 
452687.000    30.4526614026   114.6466983337     23.454   -2294876.881    5001671.442    3213743.520 
452688.000    30.4526366734   114.6465066672     23.188   -2294860.633    5001680.173    3213741.022 
452689.000    30.4526148032   114.6463152080     22.904   -2294844.330    5001688.736    3213738.787 
452690.000    30.4525954884   114.6461223394     22.587   -2294827.832    5001697.199    3213736.781 
452691.000    30.4525777097   114.6459278697     22.337   -2294811.182    5001705.700    3213734.955 
452692.000    30.4525607798   114.6457327356     22.008   -2294794.426    5001714.122    3213733.170 
452693.000    30.4525444857   114.6455379242     21.746   -2294777.707    5001722.552    3213731.481 
452694.000    30.4525273602   114.6453438563     21.539   -2294761.092    5001731.037    3213729.739 
452695.000    30.4525092727   114.6451505260     21.340   -2294744.567    5001739.547    3213727.909 
452696.000    30.4524904975   114.6449570818     21.232   -2294728.081    5001748.169    3213726.060 
452697.000    30.4524724666   114.6447626443     21.160   -2294711.504    5001756.821    3213724.301 
452698.000    30.4524551555   114.6445674452     21.115   -2294694.853    5001765.487    3213722.624 
452699.000    30.4524382676   114.6443728664     21.119   -2294678.264    5001774.146    3213721.012 
452700.000    30.4524210206   114.6441783445     21.177   -2294661.708    5001782.863    3213719.393 
452701.000    30.4524031503   114.6439821339     21.278   -2294645.034    5001791.712    3213717.736 
452702.000    30.4523854003   114.6437839489     21.429   -2294628.203    5001800.674    3213716.116 
452703.000    30.4523683607   114.6435840804     21.635   -2294611.228    5001809.710    3213714.592 
452704.000    30.4523521689   114.6433825449     21.846   -2294594.090    5001818.774    3213713.152 
452705.000    30.4523354856   114.6431832074     22.135   -2294577.182    5001827.835    3213711.704 
452706.000    30.4523192296   114.6429889254     22.452   -2294560.717    5001836.694    3213710.311 
452707.000    30.4523039997   114.6427981178     22.727   -2294544.515    5001845.329    3213708.995 
452708.000    30.4522900139   114.6426078491     22.981   -2294528.324    5001853.862    3213707.787 
452709.000    30.4522759827   114.6424176032     23.279   -2294512.152    5001862.431    3213706.597 
452710.000    30.4522618931   114.6422265103     23.539   -2294495.893    5001871.007    3213705.383 
452711.000    30.4522480869   114.6420359023     23.820   -2294479.678    5001879.565    3213704.206 
452712.000    30.4522345404   114.6418488557     24.081   -2294463.760    5001887.952    3213703.043 
452713.000    30.4522208174   114.6416612238     24.324   -2294447.788    5001896.357    3213701.855 
452714.000    30.4522065282   114.6414713036     24.591   -2294431.639    5001904.902    3213700.625 
452715.000    30.4521915053   114.6412784394     24.783   -2294415.223    5001913.543    3213699.286 
452716.000    30.4521750909   114.6410827998     25.011   -2294398.610    5001922.393    3213697.833 
452717.000    30.4521575623   114.6408853745     25.221   -2294381.861    5001931.359    3213696.264 
452718.000    30.4521383241   114.6406865137     25.432   -2294365.027    5001940.470    3213694.533 
452719.000    30.4521169804   114.6404858383     25.650   -2294348.086    5001949.767    3213692.603 
452720.000    30.4520934351   114.6402835457     25.896   -2294331.066    5001959.263    3213690.478 
452721.000    30.4520699363   114.6400804840     26.154   -2294313.981    5001968.796    3213688.363 
452722.000    30.4520468282   114.6398762294     26.395   -2294296.778    5001978.345    3213686.277 
452723.000    30.4520244677   114.6396698108     26.627   -2294279.364    5001987.933    3213684.257 
452724.000    30.4520031967   114.6394608795     26.825   -2294261.694    5001997.541    3213682.325 
452725.000    30.4519828868   114.6392490051     26.919   -2294243.706    5002007.136    3213680.431 
452726.000    30.4519615158   114.6390344436     26.953   -2294225.488    5002016.846    3213678.407 
452727.000    30.4519394752   114.6388181696     26.899   -2294207.104    5002026.589    3213676.273 
452728.000    30.4519167010   114.6386010297     26.734   -2294188.621    5002036.318    3213674.013 
452729.000    30.4518931016   114.6383832463     26.543   -2294170.092    5002046.093    3213671.660 
452730.000    30.4518678970   114.6381650030     26.346   -2294151.559    5002055.965    3213669.152 
452731.000    30.4518421212   114.6379464696     26.177   -2294133.023    5002065.899    3213666.603 
452732.000    30.4518157651   114.6377308949     25.989   -2294114.753    5002075.729    3213663.989 
452733.000    30.4517888413   114.6375170560     25.776   -2294096.638    5002085.499    3213661.308 
452734.000    30.4517610255   114.6373022698     25.584   -2294078.469    5002095.369    3213658.552 
452735.000    30.4517315969   114.6370853148     25.381   -2294060.144    5002105.400    3213655.637 
452736.000    30.4517012029   114.6368668038     25.148   -2294041.696    5002115.518    3213652.614 
452737.000    30.4516698815   114.6366491631     24.949   -2294023.357    5002125.676    3213649.520 
452738.000    30.4516378690   114.6364323363     24.784   -2294005.118    5002135.863    3213646.377 
452739.000    30.4516061059   114.6362164838     24.564   -2293986.938    5002145.955    3213643.230 
452740.000    30.4515755838   114.6360006839     24.403   -2293968.755    5002156.027    3213640.231 
452741.000    30.4515464291   114.6357876002     24.239   -2293950.776    5002165.919    3213637.362 
452742.000    30.4515149479   114.6355788785     24.083   -2293933.235    5002175.762    3213634.274 
452743.000    30.4514830912   114.6353739635     23.949   -2293916.042    5002185.487    3213631.162 
452744.000    30.4514525719   114.6351722404     23.757   -2293899.077    5002194.972    3213628.148 
452745.000    30.4514226274   114.6349729392     23.598   -2293882.321    5002204.356    3213625.206 
452746.000    30.4513934443   114.6347751339     23.412   -2293865.668    5002213.620    3213622.322 
452747.000    30.4513649502   114.6345780435     23.285   -2293849.083    5002222.866    3213619.535 
452748.000    30.4513362638   114.6343810960     23.149   -2293832.511    5002232.109    3213616.724 
452749.000    30.4513074267   114.6341840771     22.961   -2293815.918    5002241.322    3213613.873 
452750.000    30.4512783234   114.6339868607     22.803   -2293799.325    5002250.580    3213611.012 
452751.000    30.4512488795   114.6337893647     22.628   -2293782.709    5002259.853    3213608.109 
452752.000    30.4512190691   114.6335914666     22.436   -2293766.060    5002269.148    3213605.163 
452753.000    30.4511895487   114.6333930668     22.224   -2293749.354    5002278.432    3213602.234 
452754.000    30.4511601464   114.6331939575     22.023   -2293732.587    5002287.748    3213599.323 
452755.000    30.4511307912   114.6329941703     21.829   -2293715.762    5002297.093    3213596.419 
452756.000    30.4511009535   114.6327936798     21.617   -2293698.881    5002306.477    3213593.460 
452757.000    30.4510711375   114.6325924511     21.392   -2293681.929    5002315.878    3213590.496 
452758.000    30.4510414083   114.6323903694     21.199   -2293664.913    5002325.335    3213587.557 
452759.000    30.4510111684   114.6321878335     21.002   -2293647.868    5002334.834    3213584.568 
452760.000    30.4509806295   114.6319846557     20.890   -2293630.804    5002344.439    3213581.592 
452761.000    30.4509500735   114.6317812173     20.695   -2293613.687    5002353.991    3213578.573 
452762.000    30.4509198772   114.6315772451     20.560   -2293596.538    5002363.592    3213575.619 
452763.000    30.4508899123   114.6313729441     20.454   -2293579.364    5002373.218    3213572.702 
452764.000    30.4508598331   114.6311686116     20.343   -2293562.189    5002382.847    3213569.771 
452765.000    30.4508292403   114.6309644039     20.352   -2293545.079    5002392.590    3213566.851 
452766.000    30.4507988567   114.6307603664     20.299   -2293527.957    5002402.268    3213563.921 
452767.000    30.4507693761   114.6305583010     20.300   -2293511.006    5002411.863    3213561.104 
452768.000    30.4507411760   114.6303605506     20.285   -2293494.396    5002421.207    3213558.401 
452769.000    30.4507126036   114.6301673477     20.311   -2293478.206    5002430.420    3213555.683 
452770.000    30.4506843439   114.6299772133     20.321   -2293462.271    5002439.483    3213552.988 
452771.000    30.4506567006   114.6297898697     20.338   -2293446.567    5002448.407    3213550.355 
452772.000    30.4506295016   114.6296055494     20.366   -2293431.121    5002457.196    3213547.770 
