+ (1)  软件版本信息
-      软件版本 = " version:2.3.0725 "
-      版权声明 = " 武汉迈普时空导航科技有限公司@CopyRight 2011-2018 "

+ (2)  数据路径
-      工程路径 = " E:/NavData/IntegratedNavData/20200703wnlbs/2/2.ini "
-      数据(基站) = " E:/NavData/IntegratedNavData/20200703wnlbs/GSL1-2020_07_03.20o "
-      数据(流动) = " E:/NavData/IntegratedNavData/20200703wnlbs/Com18_0703133220_2.20O "
-      数据(结果) = " E:/NavData/IntegratedNavData/20200703wnlbs/2/GNSS "

+ (3)  重要处理参数
-      处理模式 = " 动态差分后处理(PPK) "
-      目标杆臂信息 = " -0.700,-0.250,-0.700 "
-      基准站的坐标 = "   30 29 17.598715, 114 33 26.740074, 72.2410(m),  0.0000(m),GSL1-2020_07_03 "
-      卫星定位系统 = "  +GPS +北斗 "

+ (4)  时间信息
-      时间(导出) = " 2020/07/13 11:22:51 "
-      时间(数据) = " 2020/07/03 05:32:41 ~ 2020/07/03 05:54:17 "
-      时间(处理) = " 2020/07/03 05:32:41 ~ 2020/07/03 05:54:17 "

+ (5)  结果描述
-      平面投影信息 = 3度带投影,带号38,中央经线114,投影类型:高斯投影

+ (6)  文本输出信息
-      GPSTime      = GPS周内秒                         
-      Latitude     = 纬度                             
-      Longitude    = 经度                             
-      H-Ell        = 椭球高                            
-      ECEF X       = ECEF X                         
-      ECEF Y       = ECEF Y                         
-      ECEF Z       = ECEF Z                         
----------------------------------END OF HEADER--------------------------------------

   GPSTime         Latitude        Longitude      H-Ell         ECEF X         ECEF Y         ECEF Z  
     (sec)            (Deg)            (Deg)        (m)            (m)            (m)            (m)  
452161.000    30.4570885170   114.6603091656     12.635   -2295957.298    5000891.594    3214161.113 
452162.000    30.4570885189   114.6603091772     12.637   -2295957.299    5000891.594    3214161.114 
452163.000    30.4570885167   114.6603091673     12.635   -2295957.298    5000891.594    3214161.113 
452164.000    30.4570885340   114.6603091625     12.632   -2295957.296    5000891.590    3214161.112 
452165.000    30.4570885327   114.6603091768     12.638   -2295957.299    5000891.594    3214161.115 
452166.000    30.4570885123   114.6603091754     12.640   -2295957.301    5000891.597    3214161.115 
452167.000    30.4570885294   114.6603091704     12.645   -2295957.301    5000891.600    3214161.119 
452168.000    30.4570885383   114.6603091617     12.635   -2295957.297    5000891.593    3214161.115 
452169.000    30.4570885277   114.6603091541     12.637   -2295957.297    5000891.595    3214161.114 
452170.000    30.4570885273   114.6603091638     12.636   -2295957.298    5000891.594    3214161.114 
452171.000    30.4570885266   114.6603091697     12.633   -2295957.297    5000891.591    3214161.113 
452172.000    30.4570885298   114.6603091583     12.638   -2295957.298    5000891.596    3214161.115 
452173.000    30.4570885172   114.6603091733     12.633   -2295957.298    5000891.592    3214161.112 
452174.000    30.4570885187   114.6603091692     12.639   -2295957.300    5000891.597    3214161.115 
452175.000    30.4570885267   114.6603091704     12.631   -2295957.296    5000891.589    3214161.111 
452176.000    30.4570885342   114.6603091785     12.634   -2295957.298    5000891.591    3214161.114 
452177.000    30.4570885662   114.6603092038     12.637   -2295957.301    5000891.591    3214161.118 
452178.000    30.4570885631   114.6603092153     12.638   -2295957.302    5000891.591    3214161.118 
452179.000    30.4570885768   114.6603092040     12.637   -2295957.301    5000891.591    3214161.119 
452180.000    30.4570885785   114.6603092256     12.632   -2295957.300    5000891.585    3214161.117 
452181.000    30.4570885860   114.6603092289     12.637   -2295957.302    5000891.589    3214161.120 
452182.000    30.4570885683   114.6603092270     12.640   -2295957.304    5000891.592    3214161.120 
452183.000    30.4570885815   114.6603092379     12.641   -2295957.305    5000891.592    3214161.122 
452184.000    30.4570886073   114.6603092393     12.633   -2295957.301    5000891.584    3214161.120 
452185.000    30.4570886002   114.6603092598     12.634   -2295957.303    5000891.584    3214161.120 
452186.000    30.4570885993   114.6603092546     12.633   -2295957.303    5000891.584    3214161.119 
452187.000    30.4570885981   114.6603092597     12.642   -2295957.307    5000891.591    3214161.124 
452188.000    30.4570886098   114.6603092571     12.640   -2295957.305    5000891.589    3214161.124 
452189.000    30.4570885952   114.6603092544     12.641   -2295957.306    5000891.590    3214161.123 
452190.000    30.4570886005   114.6603092761     12.642   -2295957.308    5000891.590    3214161.124 
452191.000    30.4570886015   114.6603092638     12.643   -2295957.307    5000891.591    3214161.125 
452192.000    30.4570886132   114.6603092735     12.640   -2295957.307    5000891.588    3214161.124 
452193.000    30.4570886036   114.6603092613     12.639   -2295957.306    5000891.589    3214161.123 
452194.000    30.4570886050   114.6603092494     12.644   -2295957.306    5000891.593    3214161.126 
452195.000    30.4570886213   114.6603092756     12.641   -2295957.307    5000891.588    3214161.125 
452196.000    30.4570886075   114.6603092788     12.642   -2295957.308    5000891.590    3214161.125 
452197.000    30.4570886233   114.6603092767     12.642   -2295957.307    5000891.589    3214161.126 
452198.000    30.4570886228   114.6603092837     12.642   -2295957.308    5000891.588    3214161.126 
452199.000    30.4570886281   114.6603092847     12.638   -2295957.307    5000891.586    3214161.125 
452200.000    30.4570886364   114.6603092785     12.640   -2295957.307    5000891.587    3214161.126 
452201.000    30.4570886364   114.6603092795     12.641   -2295957.307    5000891.587    3214161.127 
452202.000    30.4570886245   114.6603092821     12.645   -2295957.309    5000891.591    3214161.128 
452203.000    30.4570886282   114.6603092925     12.642   -2295957.309    5000891.588    3214161.127 
452204.000    30.4570886266   114.6603092732     12.642   -2295957.307    5000891.589    3214161.126 
452205.000    30.4570886209   114.6603092881     12.646   -2295957.310    5000891.592    3214161.128 
452206.000    30.4570886310   114.6603092812     12.645   -2295957.309    5000891.591    3214161.128 
452207.000    30.4570886506   114.6603092737     12.647   -2295957.308    5000891.592    3214161.131 
452208.000    30.4570886356   114.6603092819     12.651   -2295957.311    5000891.595    3214161.132 
452209.000    30.4570886316   114.6603092848     12.649   -2295957.311    5000891.594    3214161.131 
452210.000    30.4570886373   114.6603092790     12.644   -2295957.308    5000891.590    3214161.129 
452211.000    30.4570886421   114.6603092878     12.647   -2295957.310    5000891.592    3214161.131 
452212.000    30.4570886382   114.6603092812     12.648   -2295957.310    5000891.593    3214161.131 
452213.000    30.4570886341   114.6603092659     12.654   -2295957.311    5000891.598    3214161.133 
452214.000    30.4570886216   114.6603092740     12.651   -2295957.310    5000891.596    3214161.130 
452215.000    30.4570886344   114.6603092770     12.647   -2295957.309    5000891.593    3214161.130 
452216.000    30.4570886386   114.6603092704     12.649   -2295957.309    5000891.594    3214161.131 
452217.000    30.4570886459   114.6603092771     12.649   -2295957.309    5000891.593    3214161.132 
452218.000    30.4570886432   114.6603092824     12.647   -2295957.309    5000891.592    3214161.131 
452219.000    30.4570886422   114.6603092844     12.648   -2295957.310    5000891.592    3214161.131 
452220.000    30.4570886354   114.6603092961     12.643   -2295957.309    5000891.589    3214161.128 
452221.000    30.4570886349   114.6603092712     12.649   -2295957.309    5000891.594    3214161.131 
452222.000    30.4570886462   114.6603092716     12.648   -2295957.309    5000891.593    3214161.132 
452223.000    30.4570886511   114.6603092899     12.646   -2295957.309    5000891.590    3214161.131 
452224.000    30.4570886386   114.6603092606     12.648   -2295957.308    5000891.594    3214161.131 
452225.000    30.4570886543   114.6603092909     12.648   -2295957.310    5000891.591    3214161.132 
452226.000    30.4570886492   114.6603092656     12.649   -2295957.308    5000891.593    3214161.132 
452227.000    30.4570886528   114.6603092743     12.652   -2295957.310    5000891.595    3214161.134 
452228.000    30.4570886507   114.6603092807     12.646   -2295957.309    5000891.591    3214161.131 
452229.000    30.4570886268   114.6603092736     12.654   -2295957.311    5000891.598    3214161.133 
452230.000    30.4570886498   114.6603092957     12.645   -2295957.309    5000891.589    3214161.130 
452231.000    30.4570886505   114.6603092788     12.648   -2295957.309    5000891.593    3214161.132 
452232.000    30.4570886544   114.6603092947     12.650   -2295957.311    5000891.593    3214161.133 
452233.000    30.4570886511   114.6603092846     12.651   -2295957.311    5000891.594    3214161.133 
452234.000    30.4570886560   114.6603092674     12.652   -2295957.309    5000891.595    3214161.134 
452235.000    30.4570886457   114.6603092737     12.649   -2295957.309    5000891.593    3214161.132 
452236.000    30.4570886628   114.6603092779     12.651   -2295957.310    5000891.594    3214161.134 
452237.000    30.4570886510   114.6603093022     12.644   -2295957.310    5000891.588    3214161.130 
452238.000    30.4570886659   114.6603093051     12.643   -2295957.309    5000891.586    3214161.131 
452239.000    30.4570886644   114.6603092831     12.647   -2295957.309    5000891.590    3214161.133 
452240.000    30.4570886650   114.6603093161     12.644   -2295957.311    5000891.587    3214161.131 
452241.000    30.4570886705   114.6603093100     12.650   -2295957.312    5000891.591    3214161.135 
452242.000    30.4570886697   114.6603093146     12.649   -2295957.312    5000891.591    3214161.134 
452243.000    30.4570886557   114.6603092959     12.650   -2295957.311    5000891.593    3214161.133 
452244.000    30.4570886603   114.6603092997     12.657   -2295957.314    5000891.598    3214161.138 
452245.000    30.4570886647   114.6603093105     12.649   -2295957.312    5000891.591    3214161.134 
452246.000    30.4570886426   114.6603093034     12.663   -2295957.317    5000891.603    3214161.139 
452247.000    30.4570886468   114.6603093023     12.657   -2295957.314    5000891.598    3214161.136 
452248.000    30.4570886606   114.6603093185     12.654   -2295957.315    5000891.595    3214161.136 
452249.000    30.4570886556   114.6603093057     12.655   -2295957.314    5000891.596    3214161.136 
452250.000    30.4570886644   114.6603093025     12.655   -2295957.314    5000891.596    3214161.137 
452251.000    30.4570886532   114.6603093207     12.655   -2295957.315    5000891.596    3214161.136 
452252.000    30.4570886704   114.6603093028     12.659   -2295957.315    5000891.599    3214161.139 
452253.000    30.4570886599   114.6603093125     12.657   -2295957.315    5000891.597    3214161.137 
452254.000    30.4570886629   114.6603093244     12.660   -2295957.317    5000891.599    3214161.139 
452255.000    30.4570886800   114.6603093311     12.655   -2295957.316    5000891.594    3214161.138 
452256.000    30.4570886593   114.6603093303     12.660   -2295957.318    5000891.599    3214161.139 
452257.000    30.4570886573   114.6603093260     12.657   -2295957.316    5000891.597    3214161.137 
452258.000    30.4570886610   114.6603093426     12.660   -2295957.319    5000891.598    3214161.139 
452259.000    30.4570886635   114.6603093210     12.661   -2295957.317    5000891.600    3214161.140 
452260.000    30.4570886643   114.6603093378     12.660   -2295957.318    5000891.598    3214161.139 
452261.000    30.4570886621   114.6603093429     12.661   -2295957.319    5000891.599    3214161.139 
452262.000    30.4570886698   114.6603093325     12.656   -2295957.316    5000891.596    3214161.138 
452263.000    30.4570886707   114.6603093282     12.656   -2295957.316    5000891.595    3214161.138 
452264.000    30.4570886801   114.6603093562     12.653   -2295957.317    5000891.591    3214161.137 
452265.000    30.4570886638   114.6603093566     12.656   -2295957.319    5000891.595    3214161.137 
452266.000    30.4570886693   114.6603093342     12.663   -2295957.319    5000891.600    3214161.141 
452267.000    30.4570886735   114.6603093276     12.662   -2295957.318    5000891.600    3214161.141 
452268.000    30.4570886560   114.6603093599     12.662   -2295957.321    5000891.600    3214161.139 
452269.000    30.4570886579   114.6603093579     12.661   -2295957.321    5000891.599    3214161.139 
452270.000    30.4570886615   114.6603093473     12.653   -2295957.317    5000891.593    3214161.136 
452271.000    30.4570886610   114.6603093529     12.662   -2295957.320    5000891.599    3214161.140 
452272.000    30.4570886546   114.6603093484     12.660   -2295957.320    5000891.599    3214161.138 
452273.000    30.4570886716   114.6603093722     12.658   -2295957.320    5000891.595    3214161.139 
452274.000    30.4570886696   114.6603093496     12.659   -2295957.319    5000891.597    3214161.139 
452275.000    30.4570886712   114.6603093571     12.660   -2295957.320    5000891.597    3214161.140 
452276.000    30.4570886663   114.6603093531     12.663   -2295957.321    5000891.600    3214161.141 
452277.000    30.4570886547   114.6603093507     12.664   -2295957.321    5000891.602    3214161.140 
452278.000    30.4570886600   114.6603093666     12.664   -2295957.322    5000891.601    3214161.141 
452279.000    30.4570886601   114.6603093623     12.663   -2295957.321    5000891.600    3214161.140 
452280.000    30.4570886594   114.6603093595     12.667   -2295957.323    5000891.603    3214161.142 
452281.000    30.4570886584   114.6603093658     12.664   -2295957.322    5000891.601    3214161.141 
452282.000    30.4570886576   114.6603093749     12.666   -2295957.324    5000891.602    3214161.142 
452283.000    30.4570886607   114.6603093745     12.665   -2295957.323    5000891.601    3214161.141 
452284.000    30.4570886579   114.6603093696     12.671   -2295957.325    5000891.606    3214161.144 
452285.000    30.4570886622   114.6603093642     12.667   -2295957.323    5000891.603    3214161.143 
452286.000    30.4570886724   114.6603093895     12.663   -2295957.324    5000891.598    3214161.141 
452287.000    30.4570886732   114.6603093658     12.664   -2295957.322    5000891.600    3214161.142 
452288.000    30.4570886615   114.6603093846     12.661   -2295957.323    5000891.598    3214161.140 
452289.000    30.4570886531   114.6603093464     12.666   -2295957.322    5000891.604    3214161.141 
452290.000    30.4570886567   114.6603093652     12.666   -2295957.323    5000891.603    3214161.142 
452291.000    30.4570886580   114.6603093775     12.665   -2295957.324    5000891.602    3214161.141 
452292.000    30.4570886723   114.6603093471     12.665   -2295957.321    5000891.602    3214161.143 
452293.000    30.4570886661   114.6603093639     12.665   -2295957.322    5000891.601    3214161.142 
452294.000    30.4570886631   114.6603093672     12.665   -2295957.323    5000891.601    3214161.142 
452295.000    30.4570886617   114.6603093582     12.669   -2295957.323    5000891.605    3214161.143 
452296.000    30.4570886482   114.6603093541     12.670   -2295957.324    5000891.607    3214161.143 
452297.000    30.4570886874   114.6603094517     12.689   -2295957.338    5000891.616    3214161.156 
452298.000    30.4570886590   114.6603094941     12.698   -2295957.346    5000891.622    3214161.158 
452299.000    30.4570886800   114.6603093629     12.669   -2295957.323    5000891.604    3214161.145 
452300.000    30.4570886695   114.6603093339     12.664   -2295957.319    5000891.602    3214161.142 
452301.000    30.4570886868   114.6603093538     12.665   -2295957.321    5000891.600    3214161.144 
452302.000    30.4570886770   114.6603093376     12.667   -2295957.320    5000891.603    3214161.144 
452303.000    30.4570886890   114.6603093415     12.671   -2295957.322    5000891.606    3214161.147 
452304.000    30.4570886745   114.6603093662     12.665   -2295957.322    5000891.601    3214161.143 
452305.000    30.4570886765   114.6603093467     12.668   -2295957.322    5000891.604    3214161.144 
452306.000    30.4570886739   114.6603093694     12.665   -2295957.323    5000891.601    3214161.143 
452307.000    30.4570886594   114.6603093637     12.680   -2295957.328    5000891.613    3214161.149 
452308.000    30.4570886676   114.6603093731     12.668   -2295957.324    5000891.603    3214161.144 
452309.000    30.4570886864   114.6603093830     12.674   -2295957.327    5000891.606    3214161.148 
452310.000    30.4570886802   114.6603093723     12.675   -2295957.326    5000891.608    3214161.148 
452311.000    30.4570886782   114.6603093717     12.675   -2295957.326    5000891.608    3214161.148 
452312.000    30.4570886714   114.6603093873     12.674   -2295957.327    5000891.607    3214161.147 
452313.000    30.4570886888   114.6603093794     12.674   -2295957.326    5000891.607    3214161.149 
452314.000    30.4570886849   114.6603093766     12.681   -2295957.329    5000891.613    3214161.152 
452315.000    30.4570886875   114.6603093980     12.677   -2295957.329    5000891.608    3214161.150 
452316.000    30.4570886907   114.6603093876     12.676   -2295957.328    5000891.608    3214161.150 
452317.000    30.4570886887   114.6603093972     12.669   -2295957.326    5000891.602    3214161.146 
452318.000    30.4570886815   114.6603093527     12.684   -2295957.328    5000891.616    3214161.153 
452319.000    30.4570886895   114.6603093777     12.676   -2295957.327    5000891.608    3214161.150 
452320.000    30.4570886743   114.6603093688     12.681   -2295957.328    5000891.613    3214161.151 
452321.000    30.4570886732   114.6603093688     12.681   -2295957.328    5000891.614    3214161.151 
452322.000    30.4570886853   114.6603093822     12.679   -2295957.329    5000891.611    3214161.151 
452323.000    30.4570886706   114.6603093840     12.685   -2295957.331    5000891.616    3214161.153 
452324.000    30.4570886785   114.6603093621     12.683   -2295957.328    5000891.615    3214161.152 
452325.000    30.4570886770   114.6603093699     12.684   -2295957.329    5000891.615    3214161.152 
452326.000    30.4570886628   114.6603093553     12.682   -2295957.328    5000891.615    3214161.150 
452327.000    30.4570886720   114.6603093739     12.680   -2295957.328    5000891.612    3214161.150 
452328.000    30.4570886855   114.6603093713     12.687   -2295957.330    5000891.617    3214161.155 
452329.000    30.4570886883   114.6603093451     12.679   -2295957.325    5000891.612    3214161.151 
452330.000    30.4570886930   114.6603093566     12.680   -2295957.326    5000891.612    3214161.152 
452331.000    30.4570886886   114.6603093603     12.680   -2295957.327    5000891.612    3214161.152 
452332.000    30.4570886744   114.6603093508     12.680   -2295957.326    5000891.613    3214161.150 
452333.000    30.4570886946   114.6603093607     12.676   -2295957.325    5000891.609    3214161.150 
452334.000    30.4570887006   114.6603093541     12.683   -2295957.327    5000891.614    3214161.154 
452335.000    30.4570886816   114.6603093487     12.683   -2295957.327    5000891.615    3214161.153 
452336.000    30.4570886892   114.6603093318     12.679   -2295957.324    5000891.613    3214161.151 
452337.000    30.4570886910   114.6603093276     12.680   -2295957.324    5000891.613    3214161.152 
452338.000    30.4570886870   114.6603093376     12.682   -2295957.326    5000891.615    3214161.153 
452339.000    30.4570886827   114.6603093352     12.685   -2295957.327    5000891.618    3214161.154 
452340.000    30.4570886836   114.6603093505     12.680   -2295957.326    5000891.613    3214161.151 
452341.000    30.4570886769   114.6603093346     12.685   -2295957.327    5000891.618    3214161.153 
452342.000    30.4570886874   114.6603093335     12.682   -2295957.325    5000891.615    3214161.153 
452343.000    30.4570886845   114.6603093456     12.686   -2295957.328    5000891.618    3214161.154 
452344.000    30.4570886976   114.6603093438     12.681   -2295957.326    5000891.613    3214161.153 
452345.000    30.4570886942   114.6603093259     12.681   -2295957.324    5000891.614    3214161.153 
452346.000    30.4570886899   114.6603093329     12.687   -2295957.327    5000891.618    3214161.155 
452347.000    30.4570887099   114.6603093347     12.682   -2295957.325    5000891.614    3214161.155 
452348.000    30.4570886944   114.6603093202     12.687   -2295957.326    5000891.619    3214161.156 
452349.000    30.4570886804   114.6603093364     12.685   -2295957.327    5000891.617    3214161.153 
452350.000    30.4570886903   114.6603093124     12.687   -2295957.325    5000891.619    3214161.155 
452351.000    30.4570886898   114.6603093370     12.679   -2295957.324    5000891.612    3214161.151 
452352.000    30.4570886973   114.6603093482     12.682   -2295957.326    5000891.613    3214161.153 
452353.000    30.4570886807   114.6603093139     12.688   -2295957.326    5000891.621    3214161.155 
452354.000    30.4570886710   114.6603093170     12.689   -2295957.327    5000891.622    3214161.154 
452355.000    30.4570886814   114.6603093146     12.685   -2295957.325    5000891.618    3214161.154 
452356.000    30.4570886702   114.6603093114     12.685   -2295957.325    5000891.619    3214161.152 
452357.000    30.4570886770   114.6603093342     12.684   -2295957.326    5000891.617    3214161.153 
452358.000    30.4570886779   114.6603093103     12.690   -2295957.326    5000891.622    3214161.156 
452359.000    30.4570887181   114.6603093128     12.694   -2295957.327    5000891.624    3214161.162 
452360.000    30.4570886941   114.6603093286     12.685   -2295957.326    5000891.617    3214161.155 
452361.000    30.4570886737   114.6603093207     12.690   -2295957.327    5000891.622    3214161.155 
452362.000    30.4570886850   114.6603093273     12.694   -2295957.329    5000891.625    3214161.159 
452363.000    30.4570886840   114.6603093418     12.694   -2295957.331    5000891.624    3214161.159 
452364.000    30.4570886855   114.6603093207     12.689   -2295957.327    5000891.621    3214161.156 
452365.000    30.4570886919   114.6603093160     12.690   -2295957.327    5000891.622    3214161.157 
452366.000    30.4570886861   114.6603093154     12.695   -2295957.328    5000891.625    3214161.159 
452367.000    30.4570886939   114.6603093135     12.687   -2295957.325    5000891.619    3214161.156 
452368.000    30.4570886790   114.6603093041     12.698   -2295957.329    5000891.629    3214161.160 
452369.000    30.4570886751   114.6603093112     12.690   -2295957.327    5000891.623    3214161.156 
452370.000    30.4570886853   114.6603093125     12.694   -2295957.328    5000891.625    3214161.158 
452371.000    30.4570886783   114.6603093203     12.695   -2295957.329    5000891.626    3214161.158 
452372.000    30.4570886844   114.6603093083     12.696   -2295957.328    5000891.627    3214161.160 
452373.000    30.4570886710   114.6603093176     12.696   -2295957.329    5000891.627    3214161.158 
452374.000    30.4570886895   114.6603093345     12.690   -2295957.328    5000891.621    3214161.157 
452375.000    30.4570886744   114.6603093090     12.702   -2295957.331    5000891.632    3214161.162 
452376.000    30.4570886777   114.6603093146     12.701   -2295957.331    5000891.631    3214161.161 
452377.000    30.4570886868   114.6603093224     12.704   -2295957.332    5000891.633    3214161.164 
452378.000    30.4570886929   114.6603093287     12.699   -2295957.331    5000891.628    3214161.162 
452379.000    30.4570886799   114.6603093112     12.705   -2295957.332    5000891.634    3214161.164 
452380.000    30.4570886937   114.6603093252     12.703   -2295957.332    5000891.631    3214161.164 
452381.000    30.4570886857   114.6603093037     12.700   -2295957.329    5000891.630    3214161.162 
452382.000    30.4570886905   114.6603093273     12.706   -2295957.333    5000891.633    3214161.165 
452383.000    30.4570886898   114.6603092909     12.703   -2295957.329    5000891.633    3214161.163 
452384.000    30.4570886944   114.6603093043     12.701   -2295957.330    5000891.631    3214161.163 
452385.000    30.4570886898   114.6603093075     12.701   -2295957.330    5000891.631    3214161.163 
452386.000    30.4570886814   114.6603093105     12.700   -2295957.330    5000891.630    3214161.161 
452387.000    30.4570887035   114.6603092990     12.701   -2295957.329    5000891.631    3214161.164 
452388.000    30.4570886933   114.6603093185     12.704   -2295957.332    5000891.632    3214161.164 
452389.000    30.4570886972   114.6603093068     12.709   -2295957.332    5000891.636    3214161.167 
452390.000    30.4570887020   114.6603093180     12.698   -2295957.329    5000891.627    3214161.162 
452391.000    30.4570887029   114.6603093108     12.706   -2295957.332    5000891.634    3214161.166 
452392.000    30.4570887010   114.6603093146     12.705   -2295957.332    5000891.633    3214161.166 
452393.000    30.4570886947   114.6603093074     12.705   -2295957.331    5000891.633    3214161.165 
452394.000    30.4570886860   114.6603093021     12.703   -2295957.330    5000891.632    3214161.163 
452395.000    30.4570886894   114.6603093074     12.710   -2295957.333    5000891.638    3214161.167 
452396.000    30.4570886896   114.6603093195     12.705   -2295957.332    5000891.633    3214161.165 
452397.000    30.4570886964   114.6603093115     12.705   -2295957.332    5000891.633    3214161.165 
452398.000    30.4570886940   114.6603093122     12.703   -2295957.331    5000891.632    3214161.164 
452399.000    30.4570886962   114.6603093012     12.711   -2295957.333    5000891.639    3214161.168 
452400.000    30.4570887037   114.6603093233     12.705   -2295957.332    5000891.632    3214161.166 
452401.000    30.4570886937   114.6603092897     12.706   -2295957.330    5000891.635    3214161.165 
452402.000    30.4570886966   114.6603093214     12.704   -2295957.332    5000891.632    3214161.165 
452403.000    30.4570886807   114.6603093193     12.710   -2295957.334    5000891.638    3214161.166 
452404.000    30.4570886964   114.6603093046     12.706   -2295957.331    5000891.635    3214161.166 
452405.000    30.4570887022   114.6603093230     12.706   -2295957.333    5000891.634    3214161.166 
452406.000    30.4570886847   114.6603093113     12.703   -2295957.331    5000891.632    3214161.163 
452407.000    30.4570886835   114.6603093282     12.702   -2295957.332    5000891.631    3214161.162 
452408.000    30.4570886999   114.6603093054     12.706   -2295957.331    5000891.634    3214161.166 
452409.000    30.4570886982   114.6603093105     12.705   -2295957.331    5000891.633    3214161.165 
452410.000    30.4570886907   114.6603092937     12.705   -2295957.330    5000891.635    3214161.165 
452411.000    30.4570886832   114.6603093121     12.708   -2295957.333    5000891.636    3214161.165 
452412.000    30.4570886899   114.6603092950     12.704   -2295957.330    5000891.633    3214161.164 
452413.000    30.4570887010   114.6603093128     12.709   -2295957.333    5000891.636    3214161.168 
452414.000    30.4570886784   114.6603093098     12.708   -2295957.333    5000891.637    3214161.165 
452415.000    30.4570886914   114.6603093106     12.709   -2295957.333    5000891.637    3214161.167 
452416.000    30.4570886893   114.6603092944     12.706   -2295957.330    5000891.635    3214161.165 
452417.000    30.4570886817   114.6603093090     12.708   -2295957.333    5000891.637    3214161.165 
452418.000    30.4570886953   114.6603093202     12.708   -2295957.333    5000891.635    3214161.166 
452419.000    30.4570886901   114.6603092962     12.708   -2295957.331    5000891.636    3214161.166 
452420.000    30.4570886786   114.6603093053     12.706   -2295957.332    5000891.635    3214161.164 
452421.000    30.4570887047   114.6603093131     12.701   -2295957.330    5000891.630    3214161.164 
452422.000    30.4570886927   114.6603092887     12.708   -2295957.331    5000891.637    3214161.166 
452423.000    30.4570889875   114.6603095159     12.704   -2295957.342    5000891.609    3214161.192 
452424.000    30.4570927073   114.6603116141     12.686   -2295957.431    5000891.321    3214161.539 
452425.000    30.4571022410   114.6603155847     12.653   -2295957.543    5000890.649    3214162.433 
452426.000    30.4571165942   114.6603186711     12.607   -2295957.459    5000889.757    3214163.781 
452427.000    30.4571350462   114.6603233024     12.555   -2295957.412    5000888.588    3214165.518 
452428.000    30.4571576629   114.6603300488     12.469   -2295957.440    5000887.096    3214167.636 
452429.000    30.4571833146   114.6603397659     12.372   -2295957.651    5000885.320    3214170.038 
452430.000    30.4572138129   114.6603535418     12.289   -2295958.109    5000883.146    3214172.911 
452431.000    30.4572498131   114.6603728656     12.220   -2295958.926    5000880.478    3214176.316 
452432.000    30.4572899397   114.6603967551     12.161   -2295960.050    5000877.426    3214180.121 
452433.000    30.4573344814   114.6604233498     12.091   -2295961.301    5000874.030    3214184.342 
452434.000    30.4573843315   114.6604523187     11.977   -2295962.620    5000870.235    3214189.048 
452435.000    30.4574400450   114.6604840085     11.900   -2295964.052    5000866.059    3214194.333 
452436.000    30.4575009128   114.6605177447     11.774   -2295965.524    5000861.500    3214200.085 
452437.000    30.4575669871   114.6605527414     11.598   -2295966.966    5000856.585    3214206.311 
452438.000    30.4576384381   114.6605876987     11.439   -2295968.285    5000851.411    3214213.058 
452439.000    30.4577150199   114.6606208399     11.296   -2295969.330    5000846.059    3214220.304 
452440.000    30.4577959727   114.6606523289     11.173   -2295970.136    5000840.567    3214227.978 
452441.000    30.4578796179   114.6606813707     11.066   -2295970.671    5000835.048    3214235.916 
452442.000    30.4579661377   114.6607078847     10.842   -2295970.876    5000829.391    3214244.071 
452443.000    30.4580552966   114.6607314140     10.692   -2295970.785    5000823.777    3214252.515 
452444.000    30.4581453326   114.6607509833     10.597   -2295970.348    5000818.320    3214261.071 
452445.000    30.4582347761   114.6607655637     10.514   -2295969.494    5000813.104    3214269.576 
452446.000    30.4583248627   114.6607744019     10.342   -2295968.091    5000808.014    3214278.098 
452447.000    30.4584160940   114.6607784464     10.178   -2295966.246    5000803.064    3214286.733 
452448.000    30.4585097735   114.6607801673      9.983   -2295964.129    5000798.058    3214295.586 
452449.000    30.4586064557   114.6607804954      9.795   -2295961.823    5000792.960    3214304.730 
452450.000    30.4587057159   114.6607793902      9.683   -2295959.359    5000787.847    3214314.159 
452451.000    30.4588057048   114.6607764290      9.561   -2295956.712    5000782.764    3214323.652 
452452.000    30.4589055599   114.6607719272      9.564   -2295953.979    5000777.847    3214333.196 
452453.000    30.4590057800   114.6607657005      9.478   -2295951.055    5000772.910    3214342.729 
452454.000    30.4591071468   114.6607583770      9.389   -2295948.007    5000767.957    3214352.371 
452455.000    30.4592109657   114.6607499646      9.326   -2295944.815    5000762.942    3214362.260 
452456.000    30.4593171416   114.6607414559      9.224   -2295941.546    5000757.781    3214372.354 
452457.000    30.4594256518   114.6607313850      9.119   -2295938.085    5000752.560    3214382.670 
452458.000    30.4595359882   114.6607192141      9.024   -2295934.402    5000747.338    3214393.166 
452459.000    30.4596461843   114.6607054396      8.981   -2295930.600    5000742.229    3214403.675 
452460.000    30.4597549949   114.6606904717      8.961   -2295926.735    5000737.255    3214414.062 
452461.000    30.4598642162   114.6606746415      8.966   -2295922.794    5000732.315    3214424.502 
452462.000    30.4599742853   114.6606579867      8.973   -2295918.762    5000727.366    3214435.024 
452463.000    30.4600845805   114.6606407532      8.978   -2295914.673    5000722.428    3214445.566 
452464.000    30.4601927916   114.6606233487      8.990   -2295910.621    5000717.608    3214455.913 
452465.000    30.4602998634   114.6606069036      8.954   -2295906.662    5000712.770    3214466.126 
452466.000    30.4604069956   114.6605905664      9.002   -2295902.741    5000707.991    3214476.388 
